## Soviet Decisions and Events Descriptions ##;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
#Red Army Upgrades before GPW.;;;;;;;;;;;;;;x
30_Mechanized_Corps_decision_title;Form the 30th Mechanized Corps.;;;;;;;;;;;;;;x
30_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11071;30th Mechanized Corps was also a full strength formation, made up of the 3rd, 6th, 42nd and 48th Light Tank Brigades and the 23rd Motorized MG Artillery Brigade.;;;;;;;;;;;;;;x
Rifle_Divisions_1941_decision_title;Form 3 Rifle Divisions from the remanining Motorized Brigades.;;;;;;;;;;;;;;x
Rifle_Divisions_1941_decision_desc;This decision will give access to Red Army historical units.;;;;;;;;;;;;;;x
EVTDESC11072;In March 1941, unused Motorized Brigades were used to form 3 new Rifle divisions.\n\nThe 177th Rifle Division was raised in Leningrad in March 1941 on the basis of the 10th Motorized Machine Gun Artillery Brigade. The division was engaged in various operations from June 1941 to the end of the war and ended up containing the German forces trapped in the Courland Pocket.\n\nThe 188th Rifle Division was raised in Leningrad in March 1941 on the basis of the 11th Motorized Machine Gun Artillery Brigade in the Baltics. The division was engaged in various operations beginning in June 1941, from the defence of Lithuania and Latvia, to operations in Bulgaria in 1944.\n\nThe 191st Rifle Division was raised in Leningrad in April 1941 on the basis of the 4th Motororized Machine Gun Artillery Brigade. The division was engaged in various operations starting from the defence of Leningrad (summer 1941) to the battle of Berlin in May 1945.;;;;;;;;;;;;;;x 
##Upgrade and Formations during GPW.;;;;;;;;;;;;;;x
Second_shock_army_decision_title;Form the 2nd Shock Army.;;;;;;;;;;;;;x
Second_shock_army_decision_desc;This decision will give you access to a full Army.;;;;;;;;;;;;;x
EVTDESC12000;The Second Shock Army was formed in December 1941 on the Volkov Front. Placed under Lieutenant General Andrei A. Vlasov, it led the Lyuban Offensive in January 1942 to break the Leningrad encirclement. In May 1943, it was virtually annihilated by the German counter-offensive. Vlasov and other prisonners ended forming a Russian anti-communist army (ROA - Russian Liberation Army) who fought alongside German forces.;;;;;;;;;;;;;x
72nd_Rifle_Division_decision_title;Form the 72nd Rifle Division.;;;;;;;;;;;;;x
72nd_Rifle_Division_decision_desc;This decision will give you access to a Red Army Division.;;;;;;;;;;;;;x
EVTDESC12001;The 72nd Rifle Division was formed for a second time in December 1941 by renaming the 7th Naval Rifle Brigade. It participated in almost all operations on the Leningrad Front from its creation until 1944.;;;;;;;;;;;;;x
136th_Rifle_Division_decision_title;Form the 136th Rifle Division.;;;;;;;;;;;;;x
136th_Rifle_Division_decision_desc;This decision will give you access to a Red Army Division.;;;;;;;;;;;;;x
EVTDESC12002;The 136th Rifle Division was formed in March 1942 on the basis of the 8th Naval Rifle Division. It was renamed to the 63rd Guards Rifle Divison in January 1943.;;;;;;;;;;;;;x
308th_Rifle_Division_decision_title;Form the 308th Rifle Division.;;;;;;;;;;;;;x
308th_Rifle_Division_decision_desc;This decision will give you access to a Red Army Division.;;;;;;;;;;;;;x
EVTDESC12003;The 308th Rifle Division was set up in March 1942 in the Siberian Military District, before being transferred to Saratov and later to the Stalingrad Front. In September 1943 it was renamed to the 120th Guards Rifle Division.;;;;;;;;;;;;;x
31_Cavalry_Division_decision_title;Form the 31st Cavalry Division.;;;;;;;;;;;;;x
31_Cavalry_Division_decision_desc;This decision will give you access to a Red Army Division.;;;;;;;;;;;;;x
EVTDESC12004;31st Cavalry Division was formed a second time in July 1941 in the Voronezh region. It fought within the 49th and 50th Armies near Tula during the Moscow defensive and offensive battles of late 1941. This division was later assigned to the 1st Guards Cavalry Corps and eventually was granted the Guards status on January 5th, 1942, becoming the 7th Guards Cavalry Division.;;;;;;;;;;;;;x
11_Cavalry_Division_decision_title;Form the 11th Cavalry Division.;;;;;;;;;;;;;x
11_Cavalry_Division_decision_desc;This decision will give you access to a Red Army Division.;;;;;;;;;;;;;x
EVTDESC12005;WIP.;;;;;;;;;;;;;x
8_Cav_Corps_decision_title;Form the 8th Cavalry Corps.;;;;;;;;;;;;;;x
8_Cav_Corps_decision_desc;This decision will give access to a Red Army corps.;;;;;;;;;;;;;;x
EVTDESC12006;8th Cavalry Corps was formed in Tula in January 1942, under the command of General Pavel P. Korzun. It became the 7th Guards Cavalry Corps on February 14th 1943.;;;;;;;;;;;;;;x
11_Cav_Corps_decision_title;Form the 11th Cavalry Corps.;;;;;;;;;;;;;;x
11_Cav_Corps_decision_desc;This decision will give access to a Red Army corps.;;;;;;;;;;;;;;x
EVTDESC12007;The Soviet Union made extensive use of Cavalry Corps during WW2, especially during the first winter of war with Germany. In summer 1942, it became clear that these formations were no match for modern warfare, against tanks and air formations. The Stavka decided to maintain only 8 of these corps, mostly upgraded to Guards status and reinforced by tanks and other armored assets.\n\n11th Cavalry Corps was formed in January 1942 in the Kalinin Oblast and placed under the command of General Grigorii T. Timofeev. It participated in the Rzhev offensive (January-March 1942) and raided in the far rear of the German Army Group Center. It was eventually destroyed during Operation Seydlitz (July 1942) alongside 39th Army.;;;;;;;;;;;;;;x
4_Cav_Corps_decision_title;Reform the 4th Cavalry Corps.;;;;;;;;;;;;;x
4_Cav_Corps_decision_desc;This decision will give access to a Red Army corps.;;;;;;;;;;;;;x
EVTDESC12008;The Soviet 4th Cavalry Corps was set up three times. In 1928 it was a territorial formation including cossack units.\nIt was then reformed in 1938 and participated in the Soviet invasion of Poland. In June 1940, the corps headquaters was used to form the new 8th Mechanized Corps.\nFinally, it was reformed a third time in January 1941 in the Central Asia Military District. It took part in the Anglo-Soviet invasion of Iran and was later sent to the Stalingrad Front with the 61st, 63rd and 81st Cavalry Divisions. Eventually, it was disbanded in May 1943 to form the 7th Guards Cavalry Corps.;;;;;;;;;;;;;;x
7_Naval_Rifle_decision_title;Form the 7th Naval Rifle Brigade.;;;;;;;;;;;;;x
7_Naval_Rifle_decision_desc;This decision will give you access to a Red Navy Brigade.;;;;;;;;;;;;;x
EVTDESC12009;The 7th Naval Rifle Brigade (Brigada morskoi strelkovy) was raised in September 1941 from elements of the Baltic fleet with many of the men that had previously fought against the Germans in Estonia. The brigade defended positions near Kolpino, on the Leningrad-Moscow railroad and took part in nearly all the operations in that region including the Battle of Krasny Bor (February 10th 1943) against the Spanish Blue Division. It was redesignated to the 72nd Rifle Division in December 1941.;;;;;;;;;;;;;x
83_Naval_Infantry_decision_title;Form the 83rd Naval Infantry Brigade.;;;;;;;;;;;;;x
83_Naval_Infantry_decision_desc;This decision will give you access to a Red Navy Brigade.;;;;;;;;;;;;;x
EVTDESC12010;The 83rd Naval Infantry Brigade (Brigada Morskoy Pekhoty) was raised in August 1942 in Novorossiisk after the fall of Rostov. After defensive actions in summer 1942, it participated in several amphibious operation, including the recapture of Novorossiisk, landings on the Kerch peninsula and operations up the Danube, into Romania and Hungary. Soldiers of the 83rd Naval Infantry Brigade rode the tanks of the 5th Guards Tank Corps toward Prague when war ended.;;;;;;;;;;;;;x
92_Naval_Infantry_decision_title;Form the 92nd Naval Infantry Brigade.;;;;;;;;;;;;;x
92_Naval_Infantry_decision_desc;This decision will give you access to a Red Navy Brigade.;;;;;;;;;;;;;x
EVTDESC12011;The 92nd Naval Infantry Brigade was raised in Stalingrad in September 1942 from the Volga Flotilla. It was made of only 2 Battalions but distinguished itself holding the Grain Elevator. Chuikov said in 1963 the men were exceptional.;;;;;;;;;;;;;x
108_109_Tank_Division_decision_title;Form the 108th and 109th Tank Divisions.;;;;;;;;;;;;;;x
108_109_Tank_Division_decision_desc;This decision will give access to Red Army historical units.;;;;;;;;;;;;;;x
EVTDESC12012;108th and 109th Tank Divisions were formed in Moscow in mid July 1941, from the transferred 59th Separate Tank Divison. Thrown in heat of the summer battles of 1941, their T-26 and BT tanks suffered heavy losses. Remnants of these 2 divisions were later used to form some tank brigades in 1942.;;;;;;;;;;;;;;x 
107_Motorized_Division_decision_title;Form the 107th Motor Rifle Division.;;;;;;;;;;;;;;x
107_Motorized_Division_decision_desc;This decision will upgrade a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12013;Formed from the transferred 69th Motor Rifle Division, and after losing all its tanks in August, the 107th Tank Division became a Motor Rifle Division. This unit distinguished itself in battle and earn the title of "Guards", becoming the 2nd Guards Motorized Division in January 1942 and later, the 49th Guards Rifle Division.;;;;;;;;;;;;;x
112_Tank_Division_decision_title;Form the 112th Tank Division and 239th Rifle Division.;;;;;;;;;;;;;;x
112_Tank_Division_decision_desc;This decision will give you access to Red Army historical units.;;;;;;;;;;;;;;x
EVTDESC12014;In August 1941, Stavka started to reform some of its Far Eastern units for a transfer to the Western Front.\n\n112th Tank Division was set up using the 112th Tank Regiment of the 239th Motorized Division (30th Mechanized Corps). Corps commander Andrei L. Getman was assigned to this new tank division made of T-26 light tanks. In November 1941, this tank division was transfered to the West and participated in the Tula defensive and offensive operations. It was reformed as a Tank Brigade in early 1942.\n\nRemnants of the 239th Motorized Rifle Division were used to form a Rifle Division on the July 1939 TOE and were also transfered in November 1941 on the Western Front.The new 239th Rifle Division participated in the operations for the defence of Moscow and later to various battles including Rzhev, Leningrad, Novgorod, Baltics and Silesia.;;;;;;;;;;;;;x
121_Tank_Brigade_decision_title;Form the 121st Tank Brigade.;;;;;;;;;;;;;;x
121_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12020;121st Tank Brigade was raised on August 24th, 1941 at Kubinka Station, in the Moscow Oblast. This unit was made of volunteers workers from Moscow and fought on various fronts before being converted into 27th GTB on February 7th, 1943.;;;;;;;;;;;;;;x
28_Tank_Brigade_decision_title;Form the 28th Tank Brigade.;;;;;;;;;;;;;;x
28_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12021;28th Separate Tank Brigade was raised on September 22nd, 1941 in the Moscow Military District. Assigned to Western Front, this tank brigade fought under 16th Army, Lev Dovator's 3rd Cavalry Group and later 39th Army. It was granted the Guards status on February 7th, 1943, becoming the 28th Guards Tank Brigade.;;;;;;;;;;;;;;x
33_Tank_Brigade_decision_title;Form the 33rd Tank Brigade.;;;;;;;;;;;;;;x
33_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12022;33rd Tank Brigade was raised on September 22nd, 1941 in Kharkov. It fought under various Armies before being assigned to 2nd Mechanized Corps and eventually, being renamed 57th Guards Tank Brigade.;;;;;;;;;;;;;;x
145_Tank_Brigade_decision_title;Form the 145th Tank Brigade.;;;;;;;;;;;;;;
145_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12023;145th Tank Brigade was formed on September 6th, 1941 and assigned to various armies on the Western Front.\nEventually it was renamed 43rd Guards Tank Brigade in late 1943.;;;;;;;;;;;;;;x
146_Tank_Brigade_decision_title;Form the 146th Tank Brigade.;;;;;;;;;;;;;;
146_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12024;146th Tank Brigade was raised on October 13th, 1941 in Gorkiy. It fought under 16th Army, on the Western Front, and was one of the first Soviet unit to use British Lend-Lease Tanks. Eventually it was granted the Guards status on February 7th, 1943, becoming the 29th Guards Tank Brigade.;;;;;;;;;;;;;;x
56_Tank_Brigade_decision_title;Form the 56th Tank Brigade.;;;;;;;;;;;;;;
56_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12025;56th Tank Brigade was raised on December 10th, 1941 in the Transcaucasion Military District. It fought on the North Caucasus Front and Crimea, being shortly assigned to 23rd and 28th Tank Corps.\nIt was renamed 33rd Guards Tank Brigade on February 7th, 1943.;;;;;;;;;;;;;;x
52_Tank_Brigade_decision_title;Form the 52nd Tank Brigade.;;;;;;;;;;;;;;
52_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12026;52nd Tank Brigade was raised on December 22nd, 1941 from reserve units elements. It was assigned to the Caucasus front and was granted the Guards status on February 7th, 1943 becoming the 34th Guards Tank Brigade.;;;;;;;;;;;;;;x
36_Tank_Brigade_decision_title;Form the 36th Tank Brigade.;;;;;;;;;;;;;;x
36_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12027;36th Tank Brigade was formed from the remnants of the 41st Tank Division on December 5th, 1941, near the Koposovo railway station. It was assigned to the 22nd Tank Corps in April 1942 before being attached to the 2nd Mechanized Corps raised in early September 1942.;;;;;;;;;;;;;;x
112_Tank_Brigade_decision_title;Form the 112th Tank Brigade.;;;;;;;;;;;;;;
112_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12028;112th Tank Brigade was set up on January 3rd, 1942 from the remnants of 112th Tank Division. 112th Brigade was placed under command of General Andrei Getman and assigned to the 6th Tank Corps. Part of its equipment was transfered to the 6th Guards Tank Brigade and the unit was placed in reserve before being replenished in January 1943 by a Mongolian People's Republic donation. It was then renamed '112th Red Banner Tank Brigade Revolutionary Mongolia'.\nEventually it became the 44th Guards Tank Brigade (11th Guards Tank Corps) in late 1943.;;;;;;;;;;;;;x
192_Tank_Brigade_decision_title;Form the 192nd Tank Brigade.;;;;;;;;;;;;;;
192_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12029;192nd Tank Brigade was raised on February 15th, 1942 and assigned to 61st Army on the Western Front.\nEventually it became the 39th Guards Tank Brigade in late 1943.;;;;;;;;;;;;;;x
90_Tank_Brigade_decision_title;Form the 90th Tank Brigade.;;;;;;;;;;;;;;x
90_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12030;The 90th Tank Brigade was raised in Stalingrad, from February to May 1942 and placed under the command of Lieutenant Colonel Mikhail I. Malyshev.\nThis brigade took part in the Battle of Stalingrad and was granted Guards status, being renamed the 41st Guards Tank Brigade.\nIt was later assigned to the 7th Mechanized Corps in September 1943.;;;;;;;;;;;;;x
116_Tank_Brigade_decision_title;Form the 116th Tank Brigade.;;;;;;;;;;;;;;x
116_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12031;The 116th Tank Brigade was raised in the Volga Military District, from February to May 1942 and placed under the command of Lieutenant Colonel Anatolii I. Novak. It was assigned to the Bryansk Front and later to the Voronezh Front. In September 1943, it was assigned to the newly formed 8th Mechanized Corps.;;;;;;;;;;;;;x
217_Tank_Brigade_decision_title;Form the 217th Tank Brigade.;;;;;;;;;;;;;;x
217_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12032;The 217th Tank Brigade was raised in the Gorkiy (Moscow Military District) in Summer 1942 and placed under the command of Lieutenant Colonel Pavel I. Sheleiko. Eventually it was used to form the 2nd Guards Mechanized Corps in November 1942.;;;;;;;;;;;;;x
246_Tank_Brigade_decision_title;Form the 246th Tank Brigade.;;;;;;;;;;;;;;x
246_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12033;The 246th Tank Brigade was raised in the Gorkiy (Moscow Military District) in Summer 1942 and placed under the command of Lieutenant Colonel Nikolai I. Popov. Eventually it was used to form the 2nd Guards Mechanized Corps in November 1942.;;;;;;;;;;;;;x
61_Tank_Brigade_decision_title;Form the 61st Tank Brigade.;;;;;;;;;;;;;;x
61_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12034;61st Separate light Tank brigade was raised on July 15th, 1942, and transfered to Leningrad via the Ice road on lake Ladoga.The brigade's composition was slightly modified due to the specifics of the Leningrad Front. The brigade's tank battalions were equipped with T-60 tanks, but a separate armored car battalion with BA-10s was added.\nThe 61st Tank Brigade fought the war attached to 55th and 67th Armies before being renamed as 30th Guards Tank Brigade on February 7th, 1943.;;;;;;;;;;;;;;x
235_Tank_Brigade_decision_title;Form the 235th Tank Brigade.;;;;;;;;;;;;;;x
235_Tank_Brigade_decision_desc;This decision will give you access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC12035;235th Flamethrower Tank Brigade was formed on September 3rd, 1942 in Lyublino-Kuzminki, near Moscow. This Tank Brigade was equipped with 30 KV and KV-8S Tanks and was deployed on the Stalingrad Front. It was granted the Guards status on February 7th, 1943, becoming the 31st Guards Flamethrower Tank Brigade.;;;;;;;;;;;;;x
1_Tank_Corps_decision_title;Form the 1st Tank Corps (1942).;;;;;;;;;;;;;x
1_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12100;After the destruction of almost all of its mechanized corps in the summer of 1941, Stavka started to build new large armored formations in spring 1942. Soviet "new" tank corps were made of 3 tank brigades assisted by one motorized brigade. In 1942, these corps lacked support units like mobile artillery, engineers or proper AT assets. They were progressively upgraded in 1943 and 1944 to match German armor.\n\n1st Tank Corps was raised in April 1942 and placed under the command of General Mikhail E. Katukov. Its 4 brigades were the 89th, 117th and 159th Tank Brigades and the 44th Motorized Brigade. 1st Tank Corps will get upgrades in February 1943 and March 1944.\n\n§RNote for player: Each new Tank Corps is formed by removing older Mechanized Corps (1940-1941), so they are given for free. Keep in mind that eventually some of these new tank formations get Guards status so don't skip them if you want to get all historical Guards tank units.§W;;;;;;;;;;;;;x
2_Tank_Corps_decision_title;Form the 2nd Tank Corps (1942).;;;;;;;;;;;;;x
2_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12101;2nd Tank Corps was set up in Gorkiy in April 1942 and placed under the command of General Aleksei F. Popov. It consisted of the 26th, 27th and 148th Tank Brigades, assisted by the 2nd Motorized Brigade.\n\nEventually it was renamed to 8th Guards Tank Corps in September 1943.;;;;;;;;;;;;;x
3_Tank_Corps_decision_title;Form the 3rd Tank Corps (1942).;;;;;;;;;;;;;x
3_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12102;3rd Tank Corps was set up in Tula in April 1942 and placed under the command of General Dmitrii K. Mostovenko. It consisted of the 50th, 51st and 103rd Tank Brigades, assisted by the 3rd Motorized Brigade.\n\nEventually it was renamed to 9th Guards Tank Corps in May 1943.;;;;;;;;;;;;;x
4_Tank_Corps_decision_title;Form the 4th Tank Corps (1942).;;;;;;;;;;;;;x
4_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12103;4th Tank Corps was set up in Bryansk in April 1942 and placed under the command of General Vasilii A. Mishulin. It consisted of the 45th, 47th and 102nd Tank Brigades, assisted by the 4th Motorized Brigade.\n\nEventually it was renamed to 5th Guards Tank Corps in February 1943.;;;;;;;;;;;;;x
5_Tank_Corps_decision_title;Form the 5th Tank Corps (1942).;;;;;;;;;;;;;x
5_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12104;5th Tank Corps was set up in Moscow in April 1942 and placed under the command of General Kuzma A. Semenchenko. It consisted of the 24th, 41th and 110th Tank Brigades, assisted by the 5th Motorized Brigade.\n\n§RNote for player: this tank corps will be upgraded in June 1943 and March 1944.§W;;;;;;;;;;;;;x
6_Tank_Corps_decision_title;Form the 6th Tank Corps (1942).;;;;;;;;;;;;;x
6_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12105;6th Tank Corps was set up in Maloyaroslavets in April 1942 and placed under the command of General Andrei L. Getman. It consisted of the 22nd, 112th and 200th Tank Brigades, assisted by the 6th Motorized Brigade.\n\nEventually it was renamed to 11th Guards Tank Corps in September 1943.;;;;;;;;;;;;;x
7_Tank_Corps_decision_title;Form the 7th Tank Corps (1942).;;;;;;;;;;;;;x
7_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12106;7th Tank Corps was set up in Kalinin in April 1942 and placed under the command of General Pavel A. Rotmistrov. It consisted of the 3rd Guards, 62nd and 87th Tank Brigades, assisted by the 7th Motorized Brigade.\n\nEventually it was renamed to 3rd Guards Tank Corps at the end of 1942.;;;;;;;;;;;;;x
8_Tank_Corps_decision_title;Form the 8th Tank Corps (1942).;;;;;;;;;;;;;x
8_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12107;8th Tank Corps was set up in Moscow in May 1942 and placed under the command of General Mikhail D. Solomatin. It consisted of the 25th, 31st and 93rd Tank Brigades, assisted by the 8th Motorized Brigade.\n\nEventually it was renamed to 3rd Mechanized Corps in September 1942.;;;;;;;;;;;;;x
9_Tank_Corps_decision_title;Form the 9th Tank Corps (1942).;;;;;;;;;;;;;x
9_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12108;9th Tank Corps was set up in Moscow in May 1942 and placed under the command of General Aleksei V. Kurkin. It consisted of the 23rd, 95th and 108th Tank Brigades, assisted by the 9th Motorized Brigade.\n\n§RNote for player: this tank corps will be upgraded in June 1943 and March 1944.§W;;;;;;;;;;;;;x
10_Tank_Corps_decision_title;Form the 10th Tank Corps (1942).;;;;;;;;;;;;;x
10_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12109;10th Tank Corps was set up in Gorkiy in May 1942 and placed under the command of General Vasilii G. Burkov. It consisted of the 178th, 183th and 186th Tank Brigades, assisted by the 11th Motorized Brigade.\n\n§RNote for player: this tank corps will be upgraded in June 1943 and March 1944.§W;;;;;;;;;;;;;x
11_Tank_Corps_decision_title;Form the 11th Tank Corps (1942).;;;;;;;;;;;;;x
11_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12110;11th Tank Corps was set up in Gorkiy in late May 1942 and placed under the command of General Aleksei F. Popov. It consisted of the 53rd, 59th and 160th Tank Brigades, assisted by the 12th Motorized Brigade.\n\n§RNote for player: this tank corps will be upgraded in June 1943 and January 1944.§W;;;;;;;;;;;;;x
12_Tank_Corps_decision_title;Form the 12th Tank Corps (1942).;;;;;;;;;;;;;x
12_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12111;12th Tank Corps was set up in Moscow in late May 1942 and placed under the command of General Semion I. Bogdanov. It consisted of the 30th, 97th and 106th Tank Brigades, assisted by the 13th Motorized Brigade.\n\nEventually it was renamed to 6th Guards Tank Corps in June 1943.;;;;;;;;;;;;;x
13_Tank_Corps_decision_title;Form the 13th Tank Corps (1942).;;;;;;;;;;;;;x
13_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12112;13th Tank Corps was set up in Stalingrad in early June 1942 and placed under the command of General Trofim I. Tanaschishin. It consisted of the 65th, 85th and 88th Tank Brigades, assisted by the 20th Motorized Brigade.\n\nEventually it was renamed to 4th Guards Mechanized Corps in January 1943.;;;;;;;;;;;;;x
14_Tank_Corps_decision_title;Form the 14th Tank Corps (1942).;;;;;;;;;;;;;x
14_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12113;14th Tank Corps was set up in Stalingrad in early June 1942 and placed under the command of General Nikolai N. Radkevich. It consisted of the 136th, 138th and 139th Tank Brigades, assisted by the 21st Motorized Brigade.\n\nEventually it was renamed to 6th Mechanized Corps in September 1942, before being renamed again to 5th Guards Mechanized Corps in January 1943.;;;;;;;;;;;;;x
15_Tank_Corps_decision_title;Form the 15th Tank Corps (1942).;;;;;;;;;;;;;x
15_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12114;15th Tank Corps was set up in Moscow in early June 1942 and placed under the command of General Vasilii A. Koptsov. It consisted of the 93rd, 113th and 105th Tank Brigades, assisted by the 17th Motorized Brigade.\n\nEventually it was renamed to 5th Guards Tank Corps in July 1943.;;;;;;;;;;;;;x
16_Tank_Corps_decision_title;Form the 16th Tank Corps (1942).;;;;;;;;;;;;;x
16_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12115;16th Tank Corps was set up in Voronezh in early June 1942 and placed under the command of General Mikhail I. Pavelkin. It consisted of the 107th, 109th and 164th Tank Brigades, assisted by the 15th Motorized Brigade.\n\nIt was upgraded in June 1943 and later renamed to 12th Guards Tank Corps in November 1944.;;;;;;;;;;;;;x
17_Tank_Corps_decision_title;Form the 17th Tank Corps (1942).;;;;;;;;;;;;;x
17_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12116;17th Tank Corps was set up in Stalingrad in early June 1942 and placed under the command of General Nikolai V. Feklenko. It consisted of the 66th, 67th and 174th Tank Brigades, assisted by the 31st Motorized Brigade.\n\nEventually it was renamed to 4th Guards Tank Corps in January 1943.;;;;;;;;;;;;;x
18_Tank_Corps_decision_title;Form the 18th Tank Corps (1942).;;;;;;;;;;;;;x
18_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12117;18th Tank Corps was set up in Stalingrad in late June 1942 and placed under the command of General Boris S. Bakharov. It consisted of the 110th, 180th and 181st Tank Brigades, assisted by the 18th Motorized Brigade. This corps was rapidly transferred to the Bryansk Front.\n\nIt was upgraded in June 1943 and January 1944.;;;;;;;;;;;;;x
19_Tank_Corps_decision_title;Form the 19th Tank Corps (1942).;;;;;;;;;;;;;x
19_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12118;19th Tank Corps was set up in Tula in December 1942 and placed under the command of General Ivan D. Vasilev. It consisted of the 79th, 101st and 202nd Tank Brigades, assisted by the 19th Motorized Brigade.\n\nIt was upgraded in September 1943 and January 1944.;;;;;;;;;;;;;x
20_Tank_Corps_decision_title;Form the 20th Tank Corps (1942).;;;;;;;;;;;;;x
20_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12119;20th Tank Corps was set up in Tula in late December 1942 and placed under the command of General Dmitrii M. Gritsenko. This formation was not fully completed and unusually consisted of the 11th Guards and 155th Tank Brigades, assisted by the 116th Naval Rifle Brigade.\n\nIt was upgraded in July 1943 and January 1944 to proper Tank Corps standards.;;;;;;;;;;;;;x
21_Tank_Corps_decision_title;Form the 21st Tank Corps (1942).;;;;;;;;;;;;;x
21_Tank_Corps_decision_desc;This decision will give you access to a Red Army unit.;;;;;;;;;;;;;x
EVTDESC12120;21st Tank Corps was set up in the Southwestern Front in April 1942. Rapidly engaged in the Soviet spring offensive, it was almost annihilated in May 1942 near Kharkov. Only the 64th Tank Brigade survived until the end of 1942.\n\nThis event will remove the old 21st Mechanized Corps and IC costs will be allocated to other new Soviet formations.;;;;;;;;;;;;;x
22_Tank_Corps_decision_title;Form the 22nd Tank Corps (1942).;;;;;;;;;;;;;x
22_Tank_Corps_decision_desc;This decision will give you access to a Red Army tank corps.;;;;;;;;;;;;;x
EVTDESC12121;22nd Tank Corps was set up in Kupyansk in April 1942 and placed under the command of General Aleksandr A. Shamshin. Initially it consisted of the 13th, 36th and 168th Tank Brigades, assisted by the 34th Motorized Brigade, but its composition rapidly changed.\n\nIt was converted into the 5th Mechanized Corps a few monthes later, in September.;;;;;;;;;;;;;x
23_Tank_Corps_decision_title;Form the 23rd Tank Corps (1942).;;;;;;;;;;;;;x
