###############################;;;;;;;;;;;;;x
#ITA NEW EVENTS by Herve75;;;;;;;;;;;;;x
###############################;;;;;;;;;;;;;x
EVTDESC33439;XXXI Corpo d'Armata Command was established on November 15th in Catanzaro, under command of general Mario Priore. It has the 16a Divisione Fanteria "Pistoia" and the XI Brigata Costiera under its command to organize the coastal defense of Calabria, in the Ionian area, from the San Nicola stream to the Riona Ragali, and, in the Tyrrhenian sector, from Foce di Castrocucco to Vallone Condoleo. After having let the "Pistoia" Division, it takes on the 201a Divisione Costiera and 212a Divisione Costiera. In 1943, its was added the 104a Divisione Fanteria "Mantova" as a maneuvering unit, and other Coastal divisions were temporarily assigned under its command. The unit was dissolved in 1944.;;;;;;;;;;;;;x
EVTNAME33440;Formation of the Corpo d'Armata Motocorazzato.;;;;;;;;;;;;;x
EVTDESC33440;The Corpo d'Armata Motocorazzato was constituted in Roma on July 25th, 1943 to take command of a bunch of  motorized and armored troops of the Regio Esercito. Its commander was general Giacomo Carboni.\nStationned in the Roma area, the Corpo d'Armata Motocorazzato sustained hard battles at the outcome of the Armistice of Casabile (8 September 1943 ), attempting to defend Rome against the advancing German armed forces, protecting the escape of the King's court with his staff, up to the ceasefire order, issued at 10 am, while the fights that involved the defenders of Porta San Paolo, viale Giotto, via Laurentina and Monterotondo. The declaration of surrender agreed on 10 September was stipulated under the command of Brigadier General Giorgio Carlo Calvi di Bergolo, commander of the "Centauro II", husband of the King's firstborn, who took over from Carboni in the convulsive and confused final phase of the battle.\nThe surrender provoked the dissolution of the Corps and the delivery of armaments to the Germans: only the "Piave" Division remained in service, with tasks of public order in the city of Rome.\nUnits under command of this armored corps:\n§R- 21a Divisione Fanteria "Granatieri di Sardegna"\n- 10a Divisione Fanteria Motorizzata "Piave"\n- 135a Divisione corazzata "Ariete II"\n- 136a Divisione corazzata "Centauro II"§B;;;;;;;;;;;;;x
EVTNAME33441;Italian army expansion of 1939.;;;;;;;;;;;;;x
EVTDESC33441;By consequence of the Ordinamento Pariani, the Italian army increase from 31 to 51 divisions from February to October 1939.\nDivisions newly formed were assigned to the various existing corps. Most of them had a limited amont of equipment and were assigned to garrison duties in France and later, Yougoslavia and Greece.\n\n§RNote for player: divisions will be placed in the production queue and you'll have to upgrade them, once produced.§B;;;;;;;;;;;;;x
EVTNAME33442;Reset our divisions on three regiments.;;;;;;;;;;;;;x
EVTDESC33442;Italian defeats in North Africa, especially in 1940, spread the idea of that "divisione binarie" were not fit for long and attrition warfare. You'll have the choice here to go back to the standard of 3 regiments in each division brigade, that war used by almost every belligerant during WW2.\n\n§RNote for player: this event will unlock the technology that increase brigade size.§B;;;;;;;;;;;;;x
EVTNAME33443;Formation of the 6a Divisione Alpina "Alpi Graie".;;;;;;;;;;;;;x
EVTDESC33443;6a Divisione Alpina "Alpi Graie" was set up on November 15th, 1941, upon already existing alpine units coming from the Guardia Alla Frontiera. Its battalions were sent in 1942 in Montenegro for anti-partisan duties before returning to Liguria in 1943.;;;;;;;;;;;;;x
EVTNAME33444;Formation of the 52a Divisione autotrasportabile "Torino".;;;;;;;;;;;;;x
EVTDESC33444;52a Divisione autotrasportabile "Torino" was set up in June 1940 just before the outbreak of hostilities with the Allies. Its first commanderer was general Mario Arisio. In 1941, 52a Divisione "Torino" was involved in the invasion of Yougoslavia before being sent in Russia (C.S.I.R.). It suffered heavy losses in winter 1942-1943 and the remnants of the unit (1.600 men) were withdrawn to Gorizia.;;;;;;;;;;;;;x
EVTNAME33445;Formation of the 64a Divisione autotrasportabile "Catanzaro".;;;;;;;;;;;;;x
EVTDESC33445;64a Divisione "Catanzaro" was set up in 1939 but rebuild as a semi-motorized division in june 1940 and sent to the 10a Armata "Tripolitana" as a reserve division. Motorization was not complete with only 39 trucks working on a 105 initial dotation. At the beginning of 1941, this division has been destroyed and the italian general staff decided to not rebuild this unit because the controversed behavior of its officers on battlefield.;;;;;;;;;;;;;x
EVTNAME33446;Formation of the 40a Divisione Fanteria "Cacciatori d'Africa".;;;;;;;;;;;;;x
EVTDESC33446;40a Divisione "Cacciatori d'Africa" was set up at the end of July 1940 in Africa Orientale Italiana (Ethiopia) as a standard infantry division but with italian recruits already settled in Africa. This unit was uncompletly equipped - one signle group of artillery guns - and fought until the fall of A.O.I in May 1941.;;;;;;;;;;;;;x
EVTNAME33447;Motorization of the 16a Divisione "Pistoia".;;;;;;;;;;;;;;x
EVTDESC33447;In october 1941, the former infantry division "Pistoia" was set up as a semi-motorized unit. Some of its elements were sent in Athens for garrison duties whereas other parts started to be transfered in North Africa. This division was destroyed in May 1943 in Tunisia.;;;;;;;;;;;;;x
EVTNAME33448;Formation of the occupation divisions.;;;;;;;;;;;;;;x
EVTDESC33448;In the end of year 1941, Italian general staff started to form "occupation" divisions ("Divisioni di Fanteria di occupazione") numbered from 151 to 159 for security duties in France, Yougoslavia, Greece and Russia. The denomination "di occupazione" was promptly removed for obvious reasons and theses divisions ("Perugia","Picenio","Macerata","Murge","Emilia","Vicenza","Novara","Zara","Veneto") were simply designated as Infantry divisions.\n They had a standard italian infantry division structure with the addition of Carabinieri Reali troops (CC.RR. = military police).\n\n§RNote for player: Divisions will be placed in the production queue and will start at a 50% strength.\n156a Divisione "Vicenza" will be load in the ARM.I.R. OOB.\n158a Divisone "Zara" will be fired in a separate event.§B;;;;;;;;;;;;;x
EVTNAME33449;Formation of the "Divisioni Costiere" (Coastal Divisions).;;;;;;;;;;;;;;x
EVTDESC33449;Formation of these defensive divisions started in December 1941 when Italy started to fear an amphibious assault from the allied forces that the standard garrisons made of Fascist militia couldn't repel. A second wave was launched in July 1942 and the last ones were raised in spring 1943. Something like 27 divisions - numbred from 201 to 231 were set up with various compositions. Basically, they grouped from 2 to 4 garrison regiments, manned artillery guns from the Regio Esercito of the Milmart (Milizia Maritima) and were reinforced with AA units of the DICAT.\n When the allied finally landed in Sicily and continental Italy, these divisions didn't proved to be efficient.\n\n§RNote for player: you will receive the first division but will have to build the others by yourself.§B;;;;;;;;;;;;;x
EVTNAME33450;Formation of Italian paratroopers.;;;;;;;;;;;;;;x
EVTDESC33450;Italian "Paracadutisti" were trained and formed shortly before the Second World War in Castel Benito, near Tripoli, where the first Military Parachute School was located. The first troops trained were two Libyan battalions, the Libyan Parachute Battalion and the 1st National Libyan Parachute Battalion, of the Royal Corps of Colonial Troops. To these were added the first battalions of Italian army troops and the 1st Carabinieri Parachute Battalion (there were three Carabinieri Parachute Battalions). 1 Battalion Royal Carabinieri paratroopers, formed on July 1, 1940, used in Second World War on the North African front (1941). Later in Italy, the staff at Castel Benito was expanded into the School at Tarquinia and became the first elements of the future Divisione Folgore.;;;;;;;;;;;;;x
EVTNAME33451;Formation of the 185a Divisione paracadutisti "Folgore".;;;;;;;;;;;;;;x
EVTDESC33451;The Folgore ("thunder" in italian) Division was an elite paratrooper division of the Regio Esercito italiano who participated in the battles of Alamein. Formation of this division started in June 1940 with the constitution of three paratroopers batallions who were progressivly reinforced in 1941 by other paratroopers, artillery and engineers batallions near Taquinia. 1a Divisione Paracadutisti was set up on September, 1st of 1941. The division was intended to be used in Operazione C3/Unternehmen Herkules – the planned Axis invasion of Malta – but was finally sent to North Africa under leadership of general Enrico Frattini under the cover name of 185a Divisione "Cacciatori d'Africa", then renamed 185a Divisione paracadutisti "Folgore" in August 1942. Folgore division participated in the battles of El Alamein and faced attacks from three British divisions (44th  Infantry Division "Home Counties", 50th Infantry Division "Northumbrian", 7th Armoured Division "Desert Rats"), and the 1st Free French Brigade. Italian paratroopers repulsed several tanks and heavy infantry assaults with light automatic weapons. Such actions provocated respect and admiration of their opponants. Division was awarded the Medaglia d'Oro al Valor Militare.\nIn the course of the Second Battle of El Alamein, Folgore Division was completely destroyed and therefore officially disbanded on November 1942.\n§RNote for player: you will receive this unit for free if you choose to attack Malta in 1942.§B;;;;;;;;;;;;;x
EVTNAME33452;Formation of the 80a Divisione Fanteria "La Spezia".;;;;;;;;;;;;;;x
EVTDESC33452;80a Divisione "La Spezia" was created in 1941 in Pisa to be part of the Operazione C3/Unternehmen Herkules, the Axis planned invasion of Malta. It was an airlanding division almost similar to a standard infantry division without its CC.NN. Battalion. It was then reequiped with field artilley and sent in october 1942 in Tunisia to fight as an infantry unit. It suffered heavy losses in 1943 by british tank attacks and was finally captured and dibanded in May 1943 with the fall of italian Tunisia.\n§RNote for player: you will receive this unit for free if you choose to attack Malta in 1942.§B;;;;;;;;;;;;;x
EVTNAME33453;Formation of the 184a Divisione paracadutisti "Nembo".;;;;;;;;;;;;;;x
EVTDESC33453;184a Divisione paracadutisti "Nembo" was set up in December 1942 upon the basis of the 185o Rgt. Paracadutisti of Division « Folgore » wich participated in combat actions against yougoslavian partisans in Gorizia in april 1943. Then, this regiment was transfered to the south and fought againts the Allies in Sicily (August 1943) whereas the other regiments were send to defend Sardigna in various tactical groups. After the armistice of September 1943, parts of the "Nembo" Division decided to pursue combat with nazi Germany. There was both a "Raggruppamento paracadutisti 'Nembo'" fighting in the ranks of the RSI and a "185º Reparto Autonomo Paracadutisti 'Nembo'" fighting in the Italian Co-Belligerant Army with the Allies troops in Italy...;;;;;;;;;;;;;x
EVTNAME33454;Formation of the 183a Divisione "Ciclone".;;;;;;;;;;;;;;x
EVTDESC33454;Formed in April 1943, the 183a Divisione paracadutisti "Ciclone" was the third and last italian paratrooper unit of the war. It was composed of only 4 paratroopers battalions under the command of general Giogio Morigi, defending strategic points in the Apennine Mountains on the road from Florence to Bologna. More than half of the division decided to stay loyal to Germany when the Armistice of Cassibile happened…;;;;;;;;;;;;;;x
EVTNAME33455;Regia Aeronautica in A.O.I.;;;;;;;;;;;;;;x
EVTDESC33455;On February 1st, 1935 was formed in Asmara the "Comando Aeronautica per l'Africa Orientale", an operational HQ of the Regia Aeronautica created for the planned war against Ethiopia. Its first commanderer was Ferruccio Ranza, replaced by Mario Ajmone-Cat in september 1935. This air command built 4 airbases and 10 airfields, receive a total of 450 airplanes, from old INAM Ro 1 recon aircrafts to modern Savoia-Marchetti S.M.81 bomber. The bulk of this for was composed by Caproni Ca. 101, Ca. 111 and Ca. 133 for bombing and transport missions.\n\nMussolini's airforce was used intensivly with complete air superiority against unprepared and unequipped grounds troops – Ethiopian soldiers only had this time a very limited number of Oerlikon light anti-aircraft guns...;;;;;;;;;;;;;x
EVTNAME33456;Use chemical weapons in Abyssinia.;;;;;;;;;;;;;;x
EVTDESC33456;During the second Abyssinian War (october 1935-may 1936), Mussolini's forces used chemical weapons which were banned by the Genova's Protocole of 1925 in consequence of the WWI ravages. Weapons were stocked in Africa years before war but initially, the Italian command was reluctand to use that kind of weapons, fearing international retaliations. At the end of October 1935, Mussolini authorized Rudolfo Graziani to use combat gas as a "utimate weapons" against heavy resistance. Two monthes later, Mussolini finally authorised Marchall Badoglio to use gas in large scale.\nIn early 1936, Italian airforces delivered large drops of combat gas – mainly yperite and mustard gas - against ennemy troops, civilians and Red Cross Hospitals, held by British, Sweden or Belgians.\n\nInternational protestations started at the League of Nations, based on various foreign observers reports. Italy admitted bombing mistakes against Red Cross Hospitals by justified the chemical weapons use in retaliation for "war crimes" comitted by Ethiopia: mutilations on captured Eritrean Askari and use of Dum-Dum bullets, banned the Hague Convention of 1899, which was a falsification of reality.;;;;;;;;;;;;;x
EVTOPTA33456;Let's use these chemical weapons!;;;;;;;;;;;;;;x
EVTOPTB33456;Hell no! I don't want to provocate England!;;;;;;;;;;;;;;x
EVTNAME33457;Corpo Aereo Italiano;;;;;;;;;;;;;;x
EVTDESC33457;The Corpo Aereo Italiano (CAI) was an air expeditionary force from that participated in the Battle of Britain and the Blitz during the final months of 1940. Mussolini insisted on providing air support to assist Germany during this operation. The CAI was set up on September 10th and arrived in Belgium in separate parts two weeks mater, under the command of air general Rino Corso Fougier. Between October 1940 and January 1941 the CAI fighters flew 454 offensive and 480 defensive sorties, including 113 bomber escort. At his time, bombers were reasigned to new locations.\n\nThe CAI achieved limited success during its brief existence, but it was generally hampered by the inadequacy of its equipment. Most of its losses were due to technical and weather issues.\n\n§RNote for player: this force will be deployed in Bruxelles§B;;;;;;;;;;;;;x
EVTOPTA33457;Send this force to Germany.;;;;;;;;;;;;;;x
EVTOPTB33457;Keep it under italian command.;;;;;;;;;;;;;;x
EVTOPTC33457;No need, I have other plans.;;;;;;;;;;;;;;x
EVTNAME33459;Albanian Volunteers;;;;;;;;;;;;;;x
EVTDESC33459;After annexation of Albania, Italian High Command started the absorbtion of albanian troops into the Italian Army by the Law N°1115 of July, 13th, 1939. Local troops were especilly integrated to the Carabinieri Reali and the Regia Guardia di Finanza but new troops were also recruited by the MVSN and the Regio Esercito.\nAlbanian Fascist Militia ("Milizia Fascista Albanese" – MFA) was created soon after the invasion, in April 1939. 4 "Legioni" were raised, totalizing 14 CC.NN. battalions. It was initially recruited from Italian colonists in Albania but later, albanian natives were also recruited. They were wearing the standard MVSN equipment but kept as a distinction sign the Qeleshe, traditionnal white felt fez of Albania.\n\nRegio Esercito integrated Albanian troops in its units, like the "Guardia Reale Albanese", an honor battalion that was attached to the 1° Reggimento of the 21a Divisione Fanteria "Granatieri di Sardegna" in November 1939.Auxiliary battalions of Albanian troops were also raised in 1940 to prepare war with Greece but the recruitment plan was not fullfiled. War records were mixed : some units from the former albanian army did well, some were dissolved during the first two monthes of the conflict, due to casualties and desertions.\nLight infantry regiments named "Cacciatori d'Albania" were finally set up in 1942 for occupation duties and anti-partisan operations. In these units, officiers were italian and soldiers mostly albanian muslims.;;;;;;;;;;;;;x
EVTNAME33460;Addis Abeba massacre.;;;;;;;;;;;;;;x
EVTDESC33460;An attempt of assassination of Marshal Rodolfo Graziani, occured on February 19th, 1937. Two young Eritreans named Abraha Deboch and Mogus Asgedom throw a handfull of grenades to kill the supreme governor and viceroy of Italian East Africa but only injured him lightly. The italian response was immediate: for two days, security forces were given a "carte blanche" to kill any Ethiopian in the city. Carabinieri, armymen and Blackshirts killed people blindly, using daggers, truncheons, hand grenades, burning native houses with petrol, screaming "Duce! Duce! Duce!" and "Civiltà Italiana" (Italian civilization). Ethiopian intellectual elites were courtmarshalled and sentenced to death and thousands were sent to detention and concentration camps like Nokra or Danane. Recent researches estimate that 19,200 people were killed, 20% of the population of Addis at the time. \nRepression didn't stop in February: in may, italian investigators found that Abraha and Mogus had stayed a while at the Copt monastry of Debra Libanos and that the monks had the knowledge of their plans. Graziani ordered the summarily execution of 297 monks and 23 laymen living there.\nThis episod in also named "Yekatit 12", date of the Ethiopian calendar, "strage di Addis Abeba" in italian language and "Graziani massacre" in english. It was one of the worst war attrocities committed by the Italian occupation forces and the worst in Ethiopian history.\nGraziani's was nicknamed the "Ethiopian Butcher" but was not jugged after war for the crimes he ordered in Ethiopia.;;;;;;;;;;;;;x
EVTNAME33461;MilMART 1939.;;;;;;;;;;;;;;x
EVTDESC33461;The Milizia Marritima di Artiglieria (MilMART) was a specialized branch of the MVSN, formed in 1935 from the Milizia per la difesa antiaerea territoriale (DICAT). It was raised to operate coastal artillery batteries and defend Italian coasts from invasions. The MilMART was officialy set up in 1939, with its school an comand located in Messina. It absorbed 25,000 men in 1940, grouped in ten legions and four autonome groups. Logistics and armaments were provided by the Regia Marina but troops were recruited on the MSVN standards. The MILMART manned more than 400 hundred guns of various calibers, from the giant 381/40 2 guns armored turrets of Brindisi to smaller ones...;;;;;;;;;;;;;x
EVTNAME33462;MilMART 1942.;;;;;;;;;;;;;;x
EVTDESC33462;After the defeats in North Africa, an Allied invasion of Italian mainland was obvious. Fascist Italy started to reinforce its coastal garrisons, particulary in Sicily were  6th, 7th and 8th Legions of the MilMART were insuffisant to defend the Island. Some more Battalions of "Camicie Nere Costiera" were raised and put in defense of the main ports and cities: Messina, Agrigento, Ragusa, Trapani and Siracusa.\nThese units fought against the allies in 1943 defending Lampedusa's Island and later, Sicilian coast.;;;;;;;;;;;;;;x
EVTNAME33463;BETASOM;;;;;;;;;;;;;;x
EVTDESC33463;BETASOM (Italian acronym for "Bordeaux Sommergibile") was an Italian submarine base located in Bordeaux during the occupation of France by Nazi Germany forces. Italy send there its "11° Gruppo del Fero Subacqueo Italiano in Atlantico" under the command of Admiral Angelo Parona in order to help Germany in its blocus strategy against England. BETASOM was not placed under German Kriegsmarine command and remained an independant expeditonnary force until 1943.\nNo less than 30 submarines were sent in Bordeaux between 1940 and 1943, mostly during the september to november 1940 period. The garrison force was made of a naval infantry battalion coming from the San Marco Regiment and several batteries of german anti-aicraft guns. The navy force was supported by the french captured liner Amiral de Grasse and the german cargo Usaramo. Todt organisation started the construction of heavy fortifications to protect submarines from british air raids but they were not finished in 1944. Italy send there some of its modernest submarines (built from 1938 to 1940) going through Gibraltar narrows without difficulties. In 1941, some units (Perla, Guglielmotti, Brin, Argo, Velella, Dandolo, Emo, Otaria, Mocenigo, Veniero, Glauco) were retrieved and sent back to the Mediterranean sea to reinforce the Regia Marina.\nOverall, the Italian submarines sank 109 allied merchant ships totalling 601,425 tons, and suffered the loss of 16 boats.;;;;;;;;;;;;;x
EVTOPTA33463;Send this force under German command.;;;;;;;;;;;;;;x
EVTOPTB33463;Keep it under italian command (Historically).;;;;;;;;;;;;;;x
EVTOPTC33463;Keep our ressources for other purposes!;;;;;;;;;;;;;;x
EVTNAME33465;Operazione C3/Unternemen Herkules.;;;;;;;;;;;;;;x
EVTDESC33465;Operazione C3(German: Unternehmen "Herkules") was the italian code-name given to a plan for the invasion of Malta. Through air and sea landings, the Italians and Germans hoped to eliminate Malta as a British air and naval base and secure an uninterrupted flow of supplies across the Mediterranean Sea to Axis forces in Libya and Egypt. Military planning for the invasion started during the Second Italo-Abyssinian War when the Italian army command identified the seizure of Malta as a perequisite for massive operations in northern Africa. Multiple seaborne assaults were drawn and periodically revised until the meeting between Adolf Hitler and Benito Mussolini (29th-30th April 1942). The Axis leaders decided to prepare an air and sea combined assault to take Malta.;;;;;;;;;;;;;x
EVTOPTA33465;Let's propose a combined seaborne and airborne operation to Germany...;;;;;;;;;;;;;;x
EVTOPTB33465;We don't need Germany's help!;;;;;;;;;;;;;;x
EVTNAME33466;Unternehmen "Herkules".;;;;;;;;;;;;;;x
EVTOPTA33466;Let's help our Italian friends!;;;;;;;;;;;;;;x
EVTOPTB33466;No! I won't sacrifice my Fallschirmjäger again!;;;;;;;;;;;;;;x
EVTNAME33467;Germany accepts to help us!;;;;;;;;;;;;;;x
EVTDESC33467;Germany will provide us one paratrooper division and landing crafts for the seizure of Malta.;;;;;;;;;;;;;;x
EVTNAME33468;Germany won't help us!;;;;;;;;;;;;;;x
EVTDESC33468;Hilter refused to help us. We'll have to handle it by ourselves...;;;;;;;;;;;;;;x
EVTNAME33469;Prepare the assault on Malta.;;;;;;;;;;;;;;x
EVTDESC33469;Operazione C3 was well prepared by a meticulous mapping of the island to avoid the Crete disaster that happened one year before. The airborne assault including several airborne and airlanding divisions was to be transported by 800 German aircrafts including Ju-52 and gliders with the help of 200 aircrafts from the Regia Aeronautica.The amphibious assault was involving 2 waves of infantry (XXX and XVI Corpo d'Armata) to secure designed points: Farmagosta Beach and Larnaca Beach. Italians assembled a varied collection of naval craft to transport the amphibious forces but also secured plans from the German Kriegsmarine to build copies of the Marinefährprahm Type A (MFP – 220 tons) in Italian shipyards.\n\n§RNote for player: The attack will happen within 3 monthes. You will receive in Taranto a small naval invasion force that you'll have to load in order to assist the airborne assault which will be launched automatically.§B;;;;;;;;;;;;;x
EVTOPTA33469;Prepare this!;;;;;;;;;;;;;;x
EVTOPTB33469;Postpone this attack.;;;;;;;;;;;;;;x
EVTNAME33470;German and Italian forces invade Malta.;;;;;;;;;;;;;;x
EVTDESC33470;Airborne assault was led by German 7. Fliegerdivison, Italian 185a Divisione Paracadustisti "Folgore" and 80a Divisione "La Spezia".\nAmphibious assault involved more than 70,000 men in two waves. First one was made of 20a Division Fanteria "Friuli" and 4a Divisione Fanteria da montagna "Livorno" assisted by two battalions of Marine infantry from the San Marco Regiment, three assault battalions of Blackshirts, the Loretto battalion (commando) of the Regia Aeronautica and armored support including self-propelled artillery. German also devoted some armored support to this operation with the Panzerabteilung z.b.V.66, a unit mostly composed of russian captured KV and t-34 tanks.\nSecond wave would be made by the Italian XVI Corpo d'Armata, including the "Assieta", "Napoli" and "Superga" infantry divisions.\nNaval support would be provided by a massive force of the Regia Marina, composed of 4 Battleships (Littorio, Vittorio Veneto, Caio Dulio, Andrea Doria), 4 heavy cruisers, 8 light cruisers and 21 destroyers.;;;;;;;;;;;;;x
EVTOPTA33470;Launch the attack!;;;;;;;;;;;;;;x
EVTOPTB33470;This is suicide!Postpone this attack.;;;;;;;;;;;;;;x
EVTNAME33471;Invasion of Malta by Italian forces.;;;;;;;;;;;;;;x
EVTDESC33471;Airborne assault was led by the elite 185a Divisione Paracadustisti "Folgore" and 80a Divisione "La Spezia".\nAmphibious assault involved more than 70,000 men in two waves. First one was made of 20a Division Fanteria "Friuli" and 4a Divisione Fanteria da montagna "Livorno" assisted by two battalions of Marine infantry from the San Marco Regiment, three assault battalions of Blackshirts, the Loretto battalion (commando) of the Regia Aeronautica and armored support including self-propelled artillery.\nSecond wave would be made by the Italian XVI Corpo d'Armata, including the "Assieta", "Napoli" and "Superga" infantry divisions.\nNaval support would be provided by a massive force of the Regia Marina, composed of 4 Battleships (Littorio, Vittorio Veneto, Caio Dulio, Andrea Doria), 4 heavy cruisers, 8 light cruisers and 21 destroyers.;;;;;;;;;;;;;x
EVTOPTA33471;Attack!;;;;;;;;;;;;;;x
EVTOPTB33471;This is suicide! Postpone the assault...;;;;;;;;;;;;;;x
EVTNAME33472;Andrea Doria is lost!;;;;;;;;;;;;;;x
EVTNAME33473;Caio Duilio is lost!;;;;;;;;;;;;;;x
EVTNAME33474;Conte di Cavour is launched!;;;;;;;;;;;;;;x
EVTDESC33474;Italian Battleship "Conte di Cavour" was ordered in the 1910s, achieved in 1915 but was no used in combat during WW1. She was rebuilt at the Cantieri Riuniti dell'Adriatico in Trieste between 1933 and 1937 with more powerful guns, additional armor and considerably more speed than before (from 22 to 28 knots). Its main armament was made of 2 triple and 2 twin 320 mm guns.;;;;;;;;;;;;;;x
EVTNAME33475;Conte di Cavour is lost!;;;;;;;;;;;;;;x
EVTNAME33476;Giulio Cesare is launched!;;;;;;;;;;;;;;x
EVTDESC33476;Giulio Cesare was a Conte di Cavour-class battleship, completed in 1914. She remained almost unused during WW1 and began an extensive reconstruction in October 1933 at the Cantieri del Tirreno (Genoa) that lasted until October 1937. Its main armament was the same as Conte di Cavour, but had a slightly slower speed (27 knots).;;;;;;;;;;;;;;x
EVTNAME33477;Giulio Cesare is lost!;;;;;;;;;;;;;;x
EVTNAME33478;Vittorio Veneto is launched!;;;;;;;;;;;;;;x
EVTDESC33478;Vittorio Veneto was the second member of the Littorio-class battleship that served during World War II. The ship was laid down in October 1934, launched in July 1937, and readied for service with the Italian fleet by August 1940. She was named after the Italian victory at Vittorio Veneto during World War I. She was armed with a main battery of nine 381 mm guns in three triple turrets, and could steam at a speed of 30 knots.;;;;;;;;;;;;;;x
EVTNAME33479;Vittorio Veneto is lost!;;;;;;;;;;;;;;x
EVTNAME33480;Littorio is launched!;;;;;;;;;;;;;;x
EVTDESC33480;Littorio was the lead ship of her class of battleship. She was named after the Lictor ("Littorio" in Italian), in ancient times the bearer of the Roman fasces, which was adopted as the symbol of Italian Fascism. Littorio and her sister Vittorio Veneto were built in response to the French battleships Dunkerque and Strasbourg. They were Italy's first modern battleships, and the first 35.000-ton capital ships of any nation to be laid down under the terms of the Washington Naval Treaty. Littorio was laid down in October 1934, launched in August 1937, and completed in May 1940. It was armed with three triple 381 mm gun turrets and could steam at a speed of 30 knots.;;;;;;;;;;;;;;x
EVTNAME33481;Littorio is lost!;;;;;;;;;;;;;;x
EVTNAME33482;Aquila is launched!;;;;;;;;;;;;;;x
EVTDESC33482;Aircraft Carrier Aquila construction was decided in late 1941 at the Ansaldo shipyard in Genoa and continued for the next two years. It started by the conversion of the trans-Atlantic passenger liner SS Roma. Work was unfinished when the Armistice of Cassibile hapened.;;;;;;;;;;;;;;x
EVTNAME33483;Aquila is lost!;;;;;;;;;;;;;;x
EVTNAME33484;Ordering the Battleships 'Roma' and 'Imperio'!;;;;;;;;;;;;;;x
EVTDESC33484;Italian battleships Imperio and Roma were the third and fourth units of the Littorio Class, laid down respectivly in May and September 1938. Only the Roma was finished in 1942. Construction of the Imperio was cancelled as Regia Marina decided to focus its resources on escort ships.;;;;;;;;;;;;;;x
EVTNAME33485;Roma is launched!;;;;;;;;;;;;;;x
EVTDESC33485;Roma was the third Littorio Class battleship, laid down in September 1938 at the "Cantieri Riuniti dell'Adriatico" of Trieste. The ship was achieved in June 1942 but remained largely inactive during WW2, stationned in la Spezia harbour. She was equipped was nine 381/50 mod 1934 guns in three turrets as primary armament and could steam at 31 knots. She was sunk on September 9th, 1943 by german guided bombs while trying to join the allies after Cassibile's Armistice.;;;;;;;;;;;;;;x
EVTNAME33486;Roma is lost!;;;;;;;;;;;;;;x
EVTNAME33487;Imperio is launched!;;;;;;;;;;;;;;x
EVTDESC33487;Imperio was the fourth and ultimate battleship of the Littorio Class, laid down in May 1939.;;;;;;;;;;;;;;x
EVTNAME33488;Imperio is lost!;;;;;;;;;;;;;;x
EVTNAME33489;Achille Starace 'Colonna Celere'.;;;;;;;;;;;;;;x
EVTDESC33489;Achille Starace (1889-1945) was a hierarch of the Fascist Party - or PNF. Former Bersagliere during WW1, he rapidly became a supporter of Benito Mussolini and became vice-secretary of the Party in 1921. In 1935, Starace was authorized to participate in the Italian invasion of Ethiopia.\nHe was given the command of a mixed group of Blackshirts and Bersaglieri being assembled in Asmara, totalizing 3000 men and 500 motor vehicules. This truck transportable column prepare to advance over rough tracks to seize Gondar, capital of Beremder Province. "L’uomo pantera" (the panther man) managed to cover 120 km in three days, taking Gondar in the morning of the first of april 1936 and reaching lake Tana only two days later, securing the border with British Sudan.\nStarace wrote his achievments in his book, 'La marcia su Gondar della colonna celere' where you can find an extract of the speech he gave to his men :\n "Soldiers, this is the most risky, most difficult and most important venture of the campaign. Don't waste a shot. (...) Britain is a rich country, Italy is a poor country, but the people of poor countries have hard muscles. The only way to explain the action of the English is that they thought they had only to mass a war fleet in the Mediterranean and Premier Mussolini would take off his hat and bow in submission.Instead he reared up like a thoroughbred horse and sent his soldiers into Africa. Viva Il Duce!";;;;;;;;;;;;;x
EVTNAME33490;Achille Starace and the ring of fire.;;;;;;;;;;;;;;x
EVTDESC33490;After Ethiopia, Achille Starace came back to Italy to assume its functions: President of the Italian Olympic Comity and... National Secretary of the PNF. Loyal and obedient, he was appointed here despite of its limitated intellectual capacities. When Marshall Balbo qualified him as an idiot, Mussolini answered that an idiot he was, for sure, but some obdedient idiot.\nStarace is specially and more significantly remembered also for a policy of enrollment of the Italian people (either young or not) in fascist party-linked organizations like Opera Balilla, Figli della lupa, Avanguardisti, Giovane fascista and the labour-related Organizzazione del Dopolavoro.\nStarace was a sports fanatic doing hours of sport, particulary equitation, everyday. He is remembered for such unlikely sports stunts as jumping through a fire circle at the Marmi Stadium in 1938 or horse jumping over a saloon car.;;;;;;;;;;;;;x
EVTNAME33491;Achille Starace's end.;;;;;;;;;;;;;;x
EVTDESC33491;Starace rapidly ended its political career, being mocked by almost everyone in Italy. A "dire jester" for Field Marshall Emilio de Bono, "Harlequin of an equestrian show" for head of Secret Police Arturo Bocchini, Starace became the object of political satire and popular jokes under fascism, especially from students.\nAfter being assigned to the general Staff of the MVSN in 1939, he participated in the desastrous Greek campaign were he was wounded and then evacuated. Mussolini removed him from its command and he was never trusted again by the fascist rulers. He ended captured and executed by the Partisans on April 28th, 1945.;;;;;;;;;;;;;;x
############EOF################;;;;;;;;;;;;;x
