####################################;;;;;;;;;;;;;x
#FRA OOB EVENTS;;;;;;;;;;;;;x
####################################;;;;;;;;;;;;;x
EVTDESC33346;Negociations went on in 1939 to get more aircrafts from the US industry. In February 1939, both France and United Kingdom sent missions to buy new aircrafts. French deciders ordered 200 medium bomber aircrafts Martin 167 designed "F" for France (as the British ones were designed "B" or "Maryland").Jean Monnet went back to meet president Roosevelt in april 1939 to ensure that neutraly acts could be bypass and french commands honored. At the end of august 1939, the Jacquin-Thouvenot mission was ordered by Paul Reynaud to buy all the amrican aircrafts available. It ordered 1280 aircrafts at high costs (aircrafts have to be bought and at the same time french money financed the production lines). It was mainly fighters like the Curtiss H.75 and the brand new Curtiss P-40. War created a new environnement for these negociations. An Anglo-french coordinating committee ("Conseil anglo-français des fournitures de guerre") was also created in november 1939 by Jean Monnet with the autorisation of Edouard Daladier and Neuville Chamberlain, using the possibilities offered by the Cash and Carry act (November, 4th 1939).\n\nAlthough France passed commands for 2035 aircrafts and 8805 motors – at a cost of 337 millions dollars – only  655 aircrafts of various models (Glenn-Martin 167-F, North American BT9B, Douglas DB-7, Curtiss Hawk 75 and Chance Vought 156) were delivered. 469 were involved in combat. Because of french capitulation, other commands were shipped to England and reinforced the Royal Air Force during the Battle of Britain.;;;;;;;;;;;;;x
EVTNAME33347;Receive the second shipment from USA;;;;;;;;;;;;;x
EVTDESC33347;Second shipment has arrived in North Africa!;;;;;;;;;;;;;x
EVTNAME33348;USA gets paid for the first shipment.;;;;;;;;;;;;;x
EVTDESC33348;French investments will be usefull to developp our aircaft industries...;;;;;;;;;;;;;x
EVTNAME33349;USA gets paid for the second shipment.;;;;;;;;;;;;;x
EVTDESC33349;French investments will be usefull to developp our aircaft industries...;;;;;;;;;;;;;x
EVTNAME33350;French Curtiss H.75 in combat;;;;;;;;;;;;;x
EVTDESC33350;French Curtiss H.75 equiped five fighter units (Groupes de Chasse III/2, I/4, II/4, I/5 and II/5) and totalized 234 victories for the loss of 200 aircrafts in combat, accidents or capture by the ennemy between September 1939 and June 1940. \nGroupe de Chasse II/4 named "Les Petits Poucets" shot down the two first Me-109 on the Western front on September 8th, 1939. With that plane, french ace Lieutnant Edmond Marin la Meslée (Groupe de Chasse I/5) shot down 16 ennemy aircrafts making him the best french ace of the "Campagne de France".\nFrench Curtiss were still in service in the Vichy Air Force during the Torch operation (november 1942) were they faced Grumman F4F Wildcats from the US Navy.;;;;;;;;;;;;;x
EVTNAME33351;Creation of the Armée de l'Air (French Air Force);;;;;;;;;;;;;x
EVTDESC33351;L'Armée de l'Air (French Air Force) was created on April 1st, 1933 and became an independant armed branch on July 2nd, 1934. General Joseph Vuillemin was appointed at the head of the Air Force from February 1938 to the war.\nThis force was structured in two different commands:\n - Forces aériennes réservées (Reserved Air Forces) were under direct command of General Vuillemin and were to be engaged in the ground battle.\n - Forces aériennes de coopération (Cooperation Air Forces) were under the command of the Armée de Terre, assigned to each Army. They were composed of fighters, recon and artillery spotting aircrafts. In 1939, half fighter groups and recon groups of the Armée de l'Air were belonging to these Forces aériennes de coopération.\n\nTactical basic unit is a "Groupe" (Group – Squadron sized unit), composed of two or three "Escadrilles" (Flights), totalizing 24 fighters or 16-20 bombers and less recon aircrafts. 2 or 3 "Groupes" are assembled into an "Escadre" (Wing sized unit).\n Appartenance to an "Escadre" is still noticeable in the Squadron denomination: for example, GCII/1 means "Groupe de Chasse N°2" (Fighter Group N°2) attached to Première Escadre (1st Wing).;;;;;;;;;;;;;x
EVTNAME33352;Armée de l'Air - command reorganization (1);;;;;;;;;;;;;x
EVTDESC33352;In an attempt to reorganize more efficiently its air forces, French High Command decided to disband in september 1939 the former district organization. It was replaced by 4 "Zones d'Opérations Aériennes" (Air Operations Areas): ZOAN (North), ZOAE (Est), ZOAS (South), ZOAA (Alps).;;;;;;;;;;;;;x
EVTNAME33353;Armée de l'Air - command reorganisation (2);;;;;;;;;;;;;x
EVTDESC33353;Tensions between Army and Air Force provoked a new global reorganization of Air Forces Commmand. A new HQ - Forces Aériennes de Coopération du Nord-Est (FACNE), under command of general Marcel Têtu, was tasked to support ground forces. An important part of the air forces were sent back under army direct command, anihilating Vuillemin's efforts to create a independant force.\nBy the way, lack of coordination persisted in May and June 1940, preventing Armée de l'Air to have a significant impact in the battle.;;;;;;;;;;;;;x
EVTNAME33354;Launch the Richelieu!;;;;;;;;;;;;;x
EVTDESC33354;Idea of Battleship class 'Richelieu' was launched in the mid-thirties to counter the development of italian navy who decided the construction of battleships Littorio and Vittorio Veneto. It was design to get its main armament (380 mm guns) in 2 front quadruple turrets, like the previous Dunkerque class battlecruiser. Richelieu was laid down in Brest on october 1935 but construction encountered multiple delays provocated by inadequate AA and secondary artillery. On June 18th, 1940, the ship escaped Brest to rally Dakar at 90% completion. Under Vichy command, Richelieu participate in Dakar's defense against british and free french attack (September 1940). After the allied landings in North Africa, Richelieu joined the Free France and was send in early 1943 in the New York Naval Yard to be refitted. Then she took part in the battles in the Indian Ocean alongside British Forces and participate in the First Indochina War before being scrapped in 1968.;;;;;;;;;;;;;x
EVTNAME33355;Launch the Jean Bart!;;;;;;;;;;;;;x
EVTDESC33355;Jean Bart was the second Richelieu class battleship and the last battleship build by France. She was laid down in December 1936 in Saint-Nazaire and supposed to be launched in october 1940. Because of the german advance, construction work was accelerated and allowed the ship to escaped France in June 1940 and to be rebased in Casablanca. Vichy France lacked ressources to finish the Jean Bart which is finally damaged by the Allies during Operation Torch. The ship remained unachieved until 1955 when it entered in service, before being scrapped in 1970.;;;;;;;;;;;;;
############EOF################;;;;;;;;;;;;;x
