MESSAGE_HEAD_GOV;The Minister of Security reports;Le ministre de la sécurité rapporte que;Der Minister für innere Sicherheit meldet;;El Ministro de Seguridad informa;;;;;;;;;x
MILALLDISHONOUR_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte que;$foreign_minister$ berichtet;;$foreign_minister$ informa que;;;;;;;;;x
MILALLDISHONOUR_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;;;;;x
MILALLDISHONOUR_2;$MONARCHTITLE$;$MONARCHTITLE$,;$MONARCHTITLE$;*;$MONARCHTITLE$,;$MONARCHTITLE$;Vezérem,;$MONARCHTITLE$;;;;;;x
MILALLDISHONOUR_3;The traitorous $RECIPIENT$;ces traîtres de $RECIPIENT$;Die verräterischen $RECIPIENT$;Zdrajcy z $RECIPIENT$;el traidor $RECIPIENT$;$RECIPIENT$ ci ha tradito:;Az áruló $RECIPIENT$;Zrádní $RECIPIENT$;;;;;;x
MILALLDISHONOUR_4;have refused to join us in our just and noble war.;ont refusé de se joindre à notre noble et juste guerre.;haben sich geweigert, unserer gerechten und noblen Sache Unterstützung zu erweisen.;odmówili przy³¹czenia siê do naszej s³usznej i sprawiedliwej wojny.;ha rechazado unirse a nosotros en nuestra guerra noble y justa.;ha rifiutato di schierarsi con noi nella nostra guerra nobile e giusta.;elutasította a mi jogos és nemes harcunkhoz való csatlakozást.;se odmítli pøipojit k našemu váleènému tažení.;;;;;;x
MILALLDISHONOUR_5;We will deal with this stab in the back later.;Nous nous occuperons de cette trahison plus tard.;Wir werden uns später noch um diesen niederträchtigen Verrat kümmern.;;Nos ocuparemos de esta puñalada por la espalda después.;;;;;;;;;x
MILALLDISHONOUR_6;This is exactly the kind of dishonourable behaviour we shall take a long time to forget.;C'est exactement le genre de comportement de traître que nous ne sommes pas prêts d'oublier.;Dies ist genau die Art unehrenhaften Gebarens, an die wir uns noch lange Zeit erinnern werden.;Tego niegodnego postêpku jeszcze d³ugo nie bêdziemy w stanie zapomnieæ.;Este es exactamente el tipo de comportamiento deshonroso que tardaremos mucho tiempo en olvidar.;Questo è un esempio di comportamento spregevole che non si dimentica tanto facilmente.;Ez egy olyan fajta tiszteletlen viselkedés, amit nem fogunk egyhamar elfeledni.;To je pøesnì ten druh chování, na který se jen tak nezapomíná.;;;;;;x
MILALLDISHONOUR_LOG;$RECIPIENT$ dishonoured our Alliance.;$RECIPIENT$ : ce pays a trahi notre alliance.;$RECIPIENT$ hat unser Bündnis missachtet.;Pañstwo $RECIPIENT$ nie honoruje naszego sojuszu.;$RECIPIENT$ incumplió nuestra alianza.;$RECIPIENT$ non ha rispettato la nostra alleanza.;$RECIPIENT$ elutasította a mi szövetségünket.;$RECIPIENT$ nedodržel naše spojenectví.;;;;;;x
MILALLDISHONOUR_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
MILALLDISHONOUR_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
MILALLDISHONOUR_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
MILALLDISHONOUR_MAP;*;*;*;*;*;*;*;;;;;;;x
WEMILALLDISHONOUR_SETUP;When we dishonour a Military Alliance;Quand nous trahissons une alliance militaire;Wenn wir ein Militärbündnis missachten;Kiedy nie honorujemy sojuszu wojskowego;Cuando incumplamos una alianza militar.;Quando noi non rispettiamo un'alleanza militare;Mikor mi nem fogadunk el egy katonai szövetséget;Když my nesplníme vojenskou alianci;;;;;;x
WEMILALLDISHONOUR_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa que;;;;;;;;;x
WEMILALLDISHONOUR_1;Military Alliance Dishonoured.;Désaveu d'une alliance militaire.;Militärbündnis missachtet.;Nie honorujemy sojuszu wojskowego.;Alianza militar incumplida.;Alleanza militare non rispettata.;Katonai szövetség elutasítva.;Vojenská aliance nesplnìna.;;;;;;x
WEMILALLDISHONOUR_2;$MONARCHTITLE$, we have decided that the war declared by;$MONARCHTITLE$, nous avons décidé que la guerre déclarée par;$MONARCHTITLE$, unserem Beschluss zufolge ist der Krieg, begonnen von;Doszliœmy do wniosku, ¿e wojna wypowiedziana przez;$MONARCHTITLE$, hemos decidido que la guerra declarada por;$MONARCHTITLE$, abbiamo deciso che la guerra dichiarata da:;Úgy döntöttünk, hogy a/az;$MONARCHTITLE$, rozhodli jsme se, že válka vyhlášená;;;;;;x
WEMILALLDISHONOUR_3;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;;;;;;x
WEMILALLDISHONOUR_4;is not really in our interest at this time;est contraire à nos intérêts actuels.;diesmal wirklich nicht in unserem Interesse.;nie jest w naszym interesie.;no está realmente en nuestro interés en este momento;non era affar nostro, in questo momento.;nemzete ellen irányuló háború most minket nem nagyon érdekel.;není ve skuteènosti v našem zájmu;;;;;;x
WEMILALLDISHONOUR_5;*;*;*;*;*;*;*;;;;;;;x
WEMILALLDISHONOUR_6;We have taken great delight in telling them that they are on their own for this war.;Nous avons pris beaucoup de plaisir à leur signifier qu'il ne fallait pas compter sur nous pour cette guerre.;Wir haben ihnen mit großer Freude mitgeteilt, dass sie bei diesem Krieg auf sich selbst gestellt sind.;Z rozkosz¹ poinformowaliœmy ich, ¿e w tej wojnie musz¹ radziæ sobie sami.;Hemos disfrutado enormemente diciéndoles que están solos en esta guerra.;Con grande piacere li abbiamo quindi informati che dovranno vedersela da soli.;Nagyon felvillanyozott minket, amikor elmondhattuk nekik, hogy saját maguk vívják meg ezt a háborút.;S potìšením jsme jim sdìlili, že jsou v tom sami.;;;;;;x
WEMILALLDISHONOUR_LOG;We dishonoured our Alliance with $ACTOR$.;$ACTOR$ : nous avons désavoué notre alliance avec ce pays.;Wir haben unser Bündnis mit $ACTOR$ missachtet.;Nie honorujemy naszego sojuszu z $ACTOR$.;Hemos incumplido nuestra alianza con $ACTOR$.;Non abbiamo rispettato la nostra alleanza con: $RECIPIENT$.;Elutasítottuk a következõvel való katonai szövetséget: $ACTOR$.;Nedodrželi jsme svoji alianci s $ACTOR$.;;;;;;x
WEMILALLDISHONOUR_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEMILALLDISHONOUR_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEMILALLDISHONOUR_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WEMILALLDISHONOUR_MAP;*;*;*;*;*;*;*;;;;;;;x
OTHERMILALLDISHONOUR_SETUP;When a nation dishonours a Military Alliance with another nation;Quand une nation trahit une alliance militaire avec une nation tierce;Wenn ein Land ein Militärbündnis mit einem anderen Land missachtet;Kiedy pañstwo nie honoruje sojuszu wojskowego z innym krajem;Cuando una nación incumple una alianza militar con otra nación.;Quando una nazione non rispetta l'alleanza militare con un'altra nazione;Mikor egy nemzet elutasítja egy másik nemzet katonai szövetségét;Když národ nedodrží své vojenské závazky k jinému národu;;;;;;x
OTHERMILALLDISHONOUR_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa que;;;;;;;;;x
OTHERMILALLDISHONOUR_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;;;;;x
OTHERMILALLDISHONOUR_2;$MONARCHTITLE$, $RECIPIENT$ have dishonoured their;$MONARCHTITLE$, $RECIPIENT$ a trahi;$MONARCHTITLE$, $RECIPIENT$ missachteten ihr ;$RECIPIENT$ nie honoruj¹ ;$MONARCHTITLE$, $RECIPIENT$ han incumplido su;$MONARCHTITLE$, $RECIPIENT$ non ha rispettato la sua;$RECIPIENT$ visszautasította a ;$MONARCHTITLE$, $RECIPIENT$ nedodržel své;;;;;;x
OTHERMILALLDISHONOUR_3;MILITARY ALLIANCE;L'ALLIANCE MILITAIRE;Militärbündnis;SOJUSZU WOJSKOWEGO;ALIANZA MILITAR;ALLEANZA MILITARE;KATONAI SZÖVETSÉGET;VOJENSKÉ ZÁVAZKY;;;;;;x
OTHERMILALLDISHONOUR_4;with;avec;mit;z;con;con:;a következõvel szemben;vùèi;;;;;;x
OTHERMILALLDISHONOUR_5;$ACTOR$;$ACTOR$.;$ACTOR$;$ACTOR$.;$ACTOR$;$ACTOR$.;$ACTOR$;$ACTOR$;;;;;;x
OTHERMILALLDISHONOUR_6;Fools! The more divided they are the quicker they fall to our might.;Idiots! Plus ils seront divisés, plus vite ils seront à notre merci.;Diese Narren, je mehr sie sich streiten, desto schneller werden sie uns anheim fallen!;G³upcy. Im bardziej bêd¹ podzieleni, tym szybciej ich podbijemy.;¡Insensatos! Cuanto más divididos estén, más rápido caerán bajo nuestro poder.;Stolti, più sono divisi tra loro, più in fretta cadranno ai nostri piedi.;Bolondok, minél megosztottabbak, annál könnyebben végzünk velük.;Blázni, èím víc sporù budou mít, tím døív je pokoøíme.;;;;;;x
OTHERMILALLDISHONOUR_LOG;$RECIPIENT$ dishonoured their Alliance with $ACTOR$.;$RECIPIENT$ : ce pays a trahi son alliance avec $ACTOR$.;$RECIPIENT$ missachtete ihr Bündnis mit $ACTOR$.;Pañstwo $RECIPIENT$ nie honoruje sojuszu z $ACTOR$.;$RECIPIENT$ incumplió su alianza con $ACTOR$.;$RECIPIENT$ non ha rispettato l'alleanza con: $ACTOR$.;$RECIPIENT$ visszautasította a következõvel való szövetséget: $ACTOR$.;$RECIPIENT$ nedodržel své spojenectví s $ACTOR$.;;;;;;x
OTHERMILALLDISHONOUR_BTN1;$RECIPIENT$ refused to join $ACTOR$'s war against $TARGETLIST$.;$RECIPIENT$ a refusé de rejoindre la guerre que $ACTOR$ mène contre $TARGETLIST$.;$RECIPIENT$ weigerte sich, $ACTOR$s im Krieg gegen $TARGETLIST$ zu unterstützen.;Pañstwo $RECIPIENT$ odmawia $ACTOR$ i nie zamierza wypowiadaæ wojny $TARGETLIST$.;$RECIPIENT$ rechazaron unirse a $ACTOR$s en la guerra contra $TARGETLIST$.;$RECIPIENT$ non si è unito a: $ACTOR$ nella guerra contro: $TARGETLIST$.;$RECIPIENT$ elutasította a/az $ACTOR$ való szövetséget a következõ ellen: $TARGETLIST$.;$RECIPIENT$ se odmítl pøipojit k $ACTOR$ ve válce proti $TARGETLIST$.;;;;;;x
OTHERMILALLDISHONOUR_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERMILALLDISHONOUR_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Menj ide;Pøejít na;;;;;;x
OTHERMILALLDISHONOUR_MAP;*;*;*;*;*;*;*;;;;;;;x
WENAP_SETUP;When we set up a non-aggression pact;Quand nous signons un pacte de non-agression;Wenn wir einen Nichtangriffspakt unterzeichnen;;Cuando establecemos un pacto de no agresión.;;;;;;;;;x
WENAP_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x
WENAP_1;Non-Aggression Pact.;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresión;;;;;;;;;x
WENAP_2;$MONARCHTITLE$, we have decided to sign a;$MONARCHTITLE$, nous avons décidé de signer un;$MONARCHTITLE$, wir haben uns zur Unterzeichnung eines;;$MONARCHTITLE$, hemos decidido firmar un;;;;;;;;;x
WENAP_3;Non-Aggression Pact;pacte de non-agression;Nichtangriffspakts;;pacto de no agresión;;;;;;;;;x
WENAP_4;with;avec;mit;;con;;;;;;;;;x
WENAP_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$ entschlossen.;;$RECIPIENT$;;;;;;;;;x
WENAP_6;We can no longer declare war on them.;Nous ne pouvons plus leur déclarer la guerre.;Wir können ihnen nicht länger den Krieg erklären,;;Ya no podemos declararles la guerra.;;;;;;;;;x
WENAP_LOG;We formed a non-aggression pact with $RECIPIENT$.;Nous avons constitué un pacte de non-agression avec $RECIPIENT$.;Wir unterzeichneten einen Nichtangriffspakt mit $RECIPIENT$.;;Formamos un pacto de no agresión con $RECIPIENT$.;;;;;;;;;x
WENAP_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WENAP_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WENAP_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WENAP_MAP;*;*;*;*;*;*;*;;;;;;;x
THEYNAP_SETUP;When another nation accepts our non-aggression pact;Quand une autre nation accepte notre pacte de non-agression;Wenn eine andere Nation unseren Nichtangriffspakt akzeptiert;;Cuando otra nación acepta nuestro pacto de no agresión.;;;;;;;;;x
THEYNAP_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa que;;;;;;;;;x
THEYNAP_1;Non-Aggression Pact.;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresión;;;;;;;;;x
THEYNAP_2;$MONARCHTITLE$, $RECIPIENT$ have decided to;$MONARCHTITLE$, $RECIPIENT$ ont décidé d';$MONARCHTITLE$, $RECIPIENT$ beschlossen die;;$MONARCHTITLE$, $RECIPIENT$ ha decidido;;;;;;;;;x
THEYNAP_3;ACCEPT;ACCEPTER;Annahme;;ACEPTAR;;;;;;;;;x
THEYNAP_4;our;notre;unseres;;nuestra;;;;;;;;;x
THEYNAP_5;Non-Aggression Pact;pacte de non-agression.;Nichtangriffspakts.;;pacto de no agresión;;;;;;;;;x
THEYNAP_6;We can no longer declare war on them.;Nous ne pouvons plus leur déclarer la guerre.;Wir können ihnen nicht länger den Krieg erklären.;;Ya no podemos declararles la guerra.;;;;;;;;;x
THEYNAP_LOG;We formed a non-aggression pact with $RECIPIENT$.;Nous avons constitué un pacte de non-agression avec $RECIPIENT$.;Wir unterzeichneten einen Nichtangriffspakt mit $RECIPIENT$.;;Formamos un pacto de no agresión con $RECIPIENT$.;;;;;;;;;x
THEYNAP_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYNAP_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYNAP_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
THEYNAP_MAP;*;*;*;*;*;*;*;;;;;;;x
OTHERNAP_SETUP;When other nations sign a non-aggression pact.;Quand d'autres nations signent un pacte de non-agression;Wenn andere Nationen einen Nichtangriffspakt unterzeichnen.;;Cuando otra nación firma un pacto de no agresión.;;;;;;;;;x
OTHERNAP_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa que;;;;;;;;;x
OTHERNAP_1;Non-Aggression Pact.;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresión;;;;;;;;;x
OTHERNAP_2;$MONARCHTITLE$, $ACTOR$ have decided to sign a;$MONARCHTITLE$, $ACTOR$ ont décidé de signer un;$MONARCHTITLE$, $ACTOR$ beschlossen die Unterzeichnung eines;;$MONARCHTITLE$, $ACTOR$ ha decidido firmar un;;;;;;;;;x
OTHERNAP_3;Non-Aggression Pact;pacte de non-agression;Nichtangriffspakts;;pacto de no agresión;;;;;;;;;x
OTHERNAP_4;with;avec;mit;;con;;;;;;;;;x
OTHERNAP_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
OTHERNAP_6;They can no longer declare war on one another.;Ils ne peuvent plus se déclarer la guerre.;Sie können einander nicht länger den Krieg erklären.;;Ya no pueden declararse la guerra entre ellos.;;;;;;;;;x
OTHERNAP_LOG;$ACTOR$ signed a non-aggression pact with $RECIPIENT$.;$ACTOR$ a signé un pacte de non-agression avec $RECIPIENT$.;$ACTOR$ unterzeichnete einen Nichtangriffspakt mit $RECIPIENT$.;;$ACTOR$ firmó un pacto de no agresión con $RECIPIENT$.;;;;;;;;;x
OTHERNAP_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERNAP_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERNAP_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
OTHERNAP_MAP;*;*;*;*;*;*;*;;;;;;;x
WECANCELNAP_SETUP;When we cancel a non-aggression pact;Quand nous annulons un pacte de non-agression.;Wenn wir einen Nichtangriffspakt aufkündigen;;Cuando cancelamos un pacto de no agresión.;;;;;;;;;x
WECANCELNAP_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x
WECANCELNAP_1;Non-Aggression Pact.;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresión;;;;;;;;;x
WECANCELNAP_2;$MONARCHTITLE$, we have decided to cancel our;$MONARCHTITLE$, nous avons décidé d'annuler notre;$MONARCHTITLE$, wir beschlossen, unseren;;$MONARCHTITLE$, hemos decidido cancelar nuestro;;;;;;;;;x
WECANCELNAP_3;Non-Aggression Pact;pacte de non-agression;Nichtangriffspakt;;pacto de no agresión;;;;;;;;;x
WECANCELNAP_4;with;avec;mit;;con;;;;;;;;;x
WECANCELNAP_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$ aufzukündigen;;$RECIPIENT$;;;;;;;;;x
WECANCELNAP_6;We can now declare war on them.;Nous pouvons leur déclarer la guerre.;Wir können ihnen nun den Krieg erklären.;;Ahora podemos declararles la guerra.;;;;;;;;;x
WECANCELNAP_LOG;We canceled our non-aggression pact with $RECIPIENT$.;Nous avons annulé notre pacte de non-agression avec $RECIPIENT$.;Wir kündigten unseren Nichtangriffspakt mit $RECIPIENT$ auf.;;Cancelamos un pacto de no agresión con $RECIPIENT$.;;;;;;;;;x
WECANCELNAP_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WECANCELNAP_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WECANCELNAP_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WECANCELNAP_MAP;*;*;*;*;*;*;*;;;;;;;x
OTHERCANCELNAP_SETUP;When another nation cancels a non-aggression pact.;Quand une autre nation annule un pacte de non-agression.;Wenn eine andere Nation einen Nichtangriffspakt aufkündigt. ;;Cuando otra nación cancela un pacto de no agresión.;;;;;;;;;x
OTHERCANCELNAP_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa que;;;;;;;;;x
OTHERCANCELNAP_1;Non-Aggression Pact.;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresión;;;;;;;;;x
OTHERCANCELNAP_2;$MONARCHTITLE$, $ACTOR$ have decided to cancel their;$MONARCHTITLE$, $ACTOR$ a décidé d'annuler leur;$MONARCHTITLE$, $ACTOR$ beschlossen die Aufkündigung ihres;;$MONARCHTITLE$, $ACTOR$ ha decidido cancelar su;;;;;;;;;x
OTHERCANCELNAP_3;Non-Aggression Pact;pacte de non-agression;Nichtangriffspakts;;pacto de no agresión;;;;;;;;;x
OTHERCANCELNAP_4;with;avec;mit;;con;;;;;;;;;x
OTHERCANCELNAP_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
OTHERCANCELNAP_6;War may now be in the cards.;La guerre est maintenant probable.;Jetzt könnte es Krieg geben.;;La guerra puede estar ahora en las cartas.;;;;;;;;;x
OTHERCANCELNAP_LOG;$ACTOR$ canceled their non-aggression pact with $RECIPIENT$.;$ACTOR$ ont annulé leur pacte de non-agression avec $RECIPIENT$.;$ACTOR$ kündigten ihren Nichtangriffspakt mit $RECIPIENT$ auf.;;$ACTOR$ canceló su pacto de no agresión con $RECIPIENT$.;;;;;;;;;x
OTHERCANCELNAP_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERCANCELNAP_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERCANCELNAP_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
OTHERCANCELNAP_MAP;*;*;*;*;*;*;*;;;;;;;x
THEYCANCELNAP_SETUP;When another nation cancels a non-aggression pact with us.;Quand une autre nation annule le pacte de non-agression avec nous.;Wenn eine andere Nation ihren Nichtangriffspakt mit uns aufkündigt.;;Cuando otra nación cancela un pacto de no agresión con nosotros.;;;;;;;;;x
THEYCANCELNAP_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa de;;;;;;;;;x
THEYCANCELNAP_1;Non-Aggression Pact.;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresión;;;;;;;;;x
THEYCANCELNAP_2;$MONARCHTITLE$, our;$MONARCHTITLE$, notre;$MONARCHTITLE$, unser;;$MONARCHTITLE$, nuestro;;;;;;;;;x
THEYCANCELNAP_3;Non-Aggression Pact;pacte de non-agression;Nichtangriffspakt;;pacto de no agresión;;;;;;;;;x
THEYCANCELNAP_4;with;avec;mit;;con;;;;;;;;;x
THEYCANCELNAP_5;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
THEYCANCELNAP_6;Have been CANCELED.;a été ANNULÉ.;wurde AUFGEKÜNDIGT.;;Ha sido CANCELADO.;;;;;;;;;x
THEYCANCELNAP_LOG;$ACTOR$ canceled their non-aggression pact with $RECIPIENT$.;$ACTOR$ ont annulé leur pacte de non-agression avec $RECIPIENT$.;$ACTOR$ kündigten ihren Nichtangriffspakt mit $RECIPIENT$ auf.;;$ACTOR$ canceló su pacto de no agresión con $RECIPIENT$.;;;;;;;;;x
THEYCANCELNAP_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYCANCELNAP_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
THEYCANCELNAP_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
THEYCANCELNAP_MAP;*;*;*;*;*;*;*;;;;;;;x
WEREJECTNAP_SETUP;When we reject a non-aggression pact;Quand nous refusons un pacte de non-agression;Wenn wir einen Nichtangriffspakt zurückweisen;;Cuando rechazamos un pacto de no agresión.;;;;;;;;;x
WEREJECTNAP_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x
WEREJECTNAP_1;Non-Aggression Pact.;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresión;;;;;;;;;x
WEREJECTNAP_2;$MONARCHTITLE$, we have decided to reject the;$MONARCHTITLE$, nous avons décidé de rejeter le;$MONARCHTITLE$, wir beschlossen, das Angebot über einen;;$MONARCHTITLE$, hemos decidido rechazar el;;;;;;;;;x
WEREJECTNAP_3;Non-Aggression Pact;pacte de non-agression;Nichtangriffspakt;;pacto de no agresión;;;;;;;;;x
WEREJECTNAP_4;offered by;avec;von;;ofrecido por;;;;;;;;;x
WEREJECTNAP_5;$ACTOR$;$ACTOR$;$ACTOR$ zurückzuweisen;;$ACTOR$;;;;;;;;;x
WEREJECTNAP_6;We have preserved our freedom.;Nous avons conservé notre liberté.;Wir haben unsere Freiheit bewahrt.;;Hemos preservado nuestra libertad.;;;;;;;;;x
WEREJECTNAP_LOG;We rejected a non-aggression pact with $ACTOR$.;Nous avons rejeté un pacte de non-agression avec $ACTOR$.;Wir wiesen einen Nichtangriffspakt mit $ACTOR$ zurück.;;Rechazamos un pacto de no agresión con $ACTOR$.;;;;;;;;;x
WEREJECTNAP_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEREJECTNAP_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WEREJECTNAP_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
WEREJECTNAP_MAP;*;*;*;*;*;*;*;;;;;;;x
OTHERREJECTNAP_SETUP;When another nation rejects a non-aggression pact.;Quand une autre nation refuse un pacte de non-agression;Wenn eine andere Nation einen Nichtangriffspakt zurückweist.;;Cuando otra nación rechaza un pacto de no agresión.;;;;;;;;;x
OTHERREJECTNAP_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa de;;;;;;;;;x
OTHERREJECTNAP_1;Non-Aggression Pact.;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresión;;;;;;;;;x
OTHERREJECTNAP_2;$MONARCHTITLE$, $RECIPIENT$ have rejected the;$MONARCHTITLE$, $RECIPIENT$ ont rejeté le;$MONARCHTITLE$, $RECIPIENT$ haben das Angebot über einen;;$MONARCHTITLE$, $RECIPIENT$ ha rechazado el;;;;;;;;;x
OTHERREJECTNAP_3;Non-Aggression Pact;pacte de non-agression;Nichtangriffspakt;;pacto de no agresión;;;;;;;;;x
OTHERREJECTNAP_4;offered by;proposé par;von;;ofrecido por;;;;;;;;;x
OTHERREJECTNAP_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$ zurückgewiesen;;$RECIPIENT$;;;;;;;;;x
OTHERREJECTNAP_6;*;*;*;;*;;;;;;;;;x
OTHERREJECTNAP_LOG;$RECIPIENT$ rejected a non-aggression pact with $ACTOR$.;$RECIPIENT$ a rejeté un pacte de non-agression avec $ACTOR$.;$RECIPIENT$ wiesen einen Nichtangriffspakt mit $ACTOR$ zurück.;;$RECIPIENT$ rechazó un pacto de no agresión con $ACTOR$.;;;;;;;;;x
OTHERREJECTNAP_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERREJECTNAP_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
OTHERREJECTNAP_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
OTHERREJECTNAP_MAP;*;*;*;*;*;*;*;;;;;;;x
THEYREJECTNAP_SETUP;When another nation rejects a Non-Aggression pact offered by us.;Quand une autre nation refuse un pacte de non-agression que nous leur proposons.;Wenn eine andere Nation unser Angebot über einen Nichtangriffspakt zurückweist.;;Otra nación rechaza pacto de no agresión propuesto por nosotros.;;;;;;;;;x
THEYREJECTNAP_HEADER;$foreign_minister$ reports;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x
THEYREJECTNAP_1;Non-Aggression Pact.;Pacte de non-agression.;Nichtangriffspakt.;;Pacto de no agresión;;;;;;;;;x
THEYREJECTNAP_2;$MONARCHTITLE$, our offer of a;$MONARCHTITLE$, notre proposition de;$MONARCHTITLE$, unser Angebot über einen;;$MONARCHTITLE$, nuestra oferta de un;;;;;;;;;x
THEYREJECTNAP_3;Non-Aggression Pact;pacte de non-agression;Nichtangriffspakt;;pacto de no agresión;;;;;;;;;x
THEYREJECTNAP_4;with;avec;mit;;con;;;;;;;;;x
