CONFIRM_CANCEL_CONSTRUCTION_TITLE;Cancel Construction?;Annuler la construction ?;Bau abbrechen?;;¿Anular construcción?;;;;;;;;;x
CONFIRM_CANCEL_CONSTRUCTION_DESC;Are you sure you wish to cancel this construction?;Êtes-vous sûr de vouloir annuler cette construction ?;Sind Sie sicher, diesen Bau abbrechen zu wollen?;;¿Seguro que quieres anular esta construcción?;;;;;;;;;x
#PROV14135;Lake Winnipeg;Lac Winnipeg;Winnipegsee;;Lago Winnipeg;;;;;;;;;x
#PROV14136;Northern Caspian Sea;Nord de la mer Caspienne;Nördliches Kaspisches Meer;;Mar Caspio Septentrional;;;;;;;;;x
#PROV14137;Western Caspian Sea;Ouest de la mer Caspienne;Westliches Kaspisches Meer;;Mar Caspio Occidental;;;;;;;;;x
#PROV14138;Eastern Caspian Sea;Est de la mer Caspienne;Östliches Kaspisches Meer;;Mar Caspio Oriental;;;;;;;;;x
#PROV14139;Southern Caspian Sea;Sud de la mer Caspienne;Südliches Kaspisches Meer;;Mar Caspio Meridional;;;;;;;;;x
#PROV14140;Aral Sea;Mer d’Aral;Aralsee;;Mar de Aral;;;;;;;;;x
#PROV14141;Lake Balkhash;Lac Balkhash;Balchaschsee;;Lago Baljash;;;;;;;;;x
#PROV14142;Lake Baikal;Lac Baïkal;Baikalsee;;Lago Baikal;;;;;;;;;x
#PROV14143;Lake Nyasa;Lac Nyasa;Nyasasee;;Lago Nyasa;;;;;;;;;x
#PROV14144;Lake Tanganyika;Lac Tanganyika;Tanganyikasee;;Lago Tanganica;;;;;;;;;x
#PROV14145;Lake Victoria;Lac Victoria;Victoriasee;;Lago Victoria;;;;;;;;;x
#PROV14146;Lake Ladoga;Lac Ladoga;Ladogasee;;Lago Ladoga;;;;;;;;;x
#PROV14147;Lake Onega;Lac Onega;Onegasee;;Lago Onega;;;;;;;;;x
#PROV14148;Vänern;Vänern;Vänern;;Lago Vänern;;;;;;;;;x
#PROV14149;Lake Volta;Lac Volta;Voltasee;;Lago Volta;;;;;;;;;x
DIP_THEY_PUPPET;They are a puppet state of §Y$OVERLORD$§W;État fantoche de §Y$OVERLORD$§W;Sie sind ein Marionettenstaat von §Y$OVERLORD$§W;;Es un Estado títere de §Y$OVERLORD$§W;;;;;;;;;x
UV_UNDER_ATTACK;This unit is under attack;Cette unité est attaquée;Diese Einheit wird angegriffen;;Esta unidad está siendo atacada;;;;;;;;;x
UV_ATTACKING;This unit is attacking;Cette unité attaque;Diese Einheit greift an;;Esta unidad está atacando;;;;;;;;;x
UV_MOVING;This unit is moving;Cette unité se déplace;Diese Einheit ist auf dem Marsch;;Esta unidad se está moviendo;;;;;;;;;x
UV_RETREAT;This unit is retreating;Cette unité bat en retraite;Diese Einheit ist auf dem Rückzug;;Esta unidad se está retirando;;;;;;;;;x
UV_NOT_MOBILE;This unit is not allowed to move;Cette unité n’est pas autorisée à se déplacer;Diese Einheit darf nicht marschieren;;Esta unidad no puede moverse;;;;;;;;;x
PAUSE_RESUME;Resume;Reprise;Weiter;;Reanudar;;;;;;;;;x
MESSAGECAT_COMBAT;Combat Messages;Messages relatifs au combat;Gefechtsmeldungen;;Mensajes de combate;;;;;;;;;x
MESSAGECAT_DIPLOMACY;Diplomatic Messages;Messages relatifs à la diplomatie;Diplomatische Meldungen;;Mensajes diplomáticos;;;;;;;;;x
MESSAGECAT_UNITS;Unit Messages;Messages relatifs aux unités;Einheiten-Meldungen;;Mensajes de unidades;;;;;;;;;x
MESSAGECAT_PROVS;Province Messages;Messages relatifs aux provinces;Provinzmeldungen;;Mensajes de provincias;;;;;;;;;x
MESSAGECAT_EVENTS;Event Messages;Messages relatifs aux événements;Ereignismeldungen;;Mensajes de sucesos;;;;;;;;;x
MESSAGECAT_OTHERS;Other Messages;Autres messages;Andere Meldungen;;Otros mensajes;;;;;;;;;x
MESSAGECAT_ALL;All Messages;Tous les messages;Alle Meldungen;;Todos los mensajes;;;;;;;;;x
MS_PASS;Password:;Mot de passe :;Passwort:;;Contraseña:;;;;;;;;;x
MS_NOT_CONNECTED;Not connected;Pas de connexion;Nicht verbunden;;Sin conexión;;;;;;;;;x
MS_CONNECTING;Connecting...;Connexion en cours...;Verbinden ...;;Conectando...;;;;;;;;;x
MS_FAILED;Connection failed;Échec de la connexion;Verbindung fehlgeschlagen;;Fallo de conexión;;;;;;;;;x
MS_CANCEL;Cancel;Annuler;Abbrechen;;Cancelar;;;;;;;;;x
MS_CONNECT;Connect;Se connecter;Verbinden;;Conectar;;;;;;;;;x
MS_EMPTY_USERNAME;You must enter a username!;Vous devez entrer un nom d’utilisateur !;Sie müssen einen Benutzernamen angeben!;;¡Tienes que introducir un nombre de usuario!;;;;;;;;;x
MS_LOGGED_AS;Logged in as:;Connexion :;Angemeldet als:;;Conectado:;;;;;;;;;x
MS_CREDITS;Available Credits:;Crédits disponibles :;Verfügbare Credits:;;Créditos disponibles:;;;;;;;;;x
MS_MY_ITEMS;My Items;Mes éléments;Meine Gegenstände:;;Mis artículos;;;;;;;;;x
MS_CLOSE;Close;Fermer;Schließen ;;Cerrar;;;;;;;;;x
MS_PURCHASE_BONUS_CONTENT;Purchase Bonus Content;Acheter contenu bonus;Bonus-Content kaufen;;Comprar contenido de bonificación;;;;;;;;;x
MS_DOWNLOAD;Download;Télécharger;Download;;Descargar;;;;;;;;;x
MS_INSTALL;Install;Installer;Installieren;;Instalar;;;;;;;;;x
MS_BUY_ITEM;Buy Item;Acheter l'élément;Gegenstand kaufen;;Comprar artículo;;;;;;;;;x
ME_ERROR;Error: ;Erreur : ;Fehler: ;;Error: ;;;;;;;;x;
ME_STATUS_OK;Status Ok;Statut OK;Status OK;;Estado OK;;;;;;;;x;
GGCOINS_ERR_NO_MEM;Memory allocation error;Erreur d’allocation de mémoire;Speicherzuweisungsfehler;;Error de asignación de memoria;;;;;;;;x;
GGCOINS_ERR_NET;Network Error;Erreur de réseau;Netzwerkfehler;;Error en la red;;;;;;;;x;
GGCOINS_ERR_HANDSHAKE;Connection error - Please check your firewall settings;Erreur de connexion – Veuillez vérifier les paramètres du pare-feu;Verbindungsfehler - Bitte prüfen Sie Ihre Firewall-Einstellungen;;Error de conexión. Comprueba los ajustes de tu firewall.;;;;;;;;x;
GGCOINS_ERR_INVALID_RESPONSE;Wrong combination of username and password;Mauvaise combinaison de nom d’utilisation/mot de passe;Falsche Kombination von Benutzername und Passwort;;Combinación errónea de nombre de usuario y contraseña;;;;;;;;x;
GGCOINS_ERR_NOT_SIGNED_IN;Not logged in;Pas de connexion;Nicht angemeldet;;No se ha iniciado sesión;;;;;;;;x;
GGCOINS_ERR_NOT_FOUND;Item not found;Élément introuvable;Gegenstand nicht gefunden;;Artículo no encontrado;;;;;;;;x;
GGCOINS_ERR_PRICE_INCREASED;Price is increased, please update your list;Le prix a augmenté, veuillez mettre votre liste à jour.;Preis wurde erhöht, bitte aktualisieren Sie Ihre Liste;;El precio ha aumentado, por favor, actualiza la lista;;;;;;;;x;
GGCOINS_ERR_OUT_OF_CREDITS;You do not have enough coins.;Vous n’avez pas assez de pièces.;Sie haben nicht genug Geld.;;No tienes monedas suficientes.;;;;;;;;x;
GGCOINS_ERR_DUPLICATE;You already own this item;Cet élément vous appartient déjà.;Sie besitzen diesen Gegenstand schon;;Ya posees este artículo;;;;;;;;x;
ME_PURCHASE_SUCCESSFUL;Purchase Successful! Look under owned items tab to install.;Achat réussi ! Consultez l’onglet relatif aux éléments vous appartenant pour l’installer.;Kauf erfolgreich getätigt! Schauen Sie zur Installierung in das Register mit Ihren Gegenständen.;;¡Compra con éxito! Comprueba la pestaña de objetos en propiedad para instalar.;;;;;;;;x;
ME_BUY_ITEM;Buy Item;Acheter l'élément;Gegenstand kaufen;;Comprar artículo;;;;;;;;x;
ME_BUY_ITEM_DESC;Are you sure you wish to buy §Y$NAME$§W for §Y$CREDITS$§W Coins? This cannot be undone.;Êtes-vous sûr de vouloir acheter §Y$NAME$§W pour §Y$CREDITS$§W pièces ? Cette action est irréversible.;Sind Sie sicher, §Y$NAME$§W für §Y$CREDITS$§W Münzen kaufen zu wollen? Diese Handlung kann nicht rückgängig gemacht werden.;;¿Seguro que quieres comprar §Y$NAME$§W por §Y$CREDITS$§W monedas? No podrás dar marcha atrás.;;;;;;;;x;
MS_AVAILABLE_ITEMS;Available Items;Éléments disponibles;Verfügbare Gegenstände;;Artículos disponibles;;;;;;;;x;
MESSAGESETTINGS_ALL;All;Tous;Alles;;Todos;;;;;;;;;x
MESSAGESETTINGS_COMBAT;Combat;Combat;Kampf;;Combate;;;;;;;;;x
MESSAGESETTINGS_DIPLOMACY;Diplomacy;Diplomatie;Diplomatie;;Diplomacia;;;;;;;;;x
MESSAGESETTINGS_UNITS;Units;Unités;Einheiten;;Unidades;;;;;;;;;x
MESSAGESETTINGS_PROVINCES;Provinces;Provinces;Provinzen;;Provincias;;;;;;;;;x
MESSAGESETTINGS_EVENTS;Events;Événements;Ereignisse;;Sucesos;;;;;;;;;x
MESSAGESETTINGS_OTHER;Other;Autres;Anderes;;Otros;;;;;;;;;x
ME_CLICK_BUY;Click here to purchase this item using your blue coins;Cliquez ici pour acheter cet élément avec vos pièces bleues.;Klicken Sie hier, um diesen Gegenstand mit Ihren blauen Münzen zu kaufen;;Haz clic aquí para comprar este artículo con tus monedas azules;;;;;;;;;x
ME_DOWNLOAD;Click here to download your item;Cliquez ici pour télécharger votre élément.;Klicken Sie hier, um Ihren Gegenstand herunterzuladen;;Haz clic aquí para descargar tu artículo;;;;;;;;;x
ME_DOWNLOAD_ERROR;Download Error!;Erreur de téléchargement !;Fehler beim Downloaden!;;¡Error en la descarga!;;;;;;;;;x
ME_INSTALL;Click here to install your item. Restart might be required for installation to take effect.;Cliquez ici pour installer votre élément. Un redémarrage peut être nécessaire pour que l’installation prenne effet.;Klicken Sie hier, um Ihren Gegenstand zu installieren. Ein Neustart mag vonnöten sein, um die Installation zu aktivieren.;;Haz clic aquí para instalar tu artículo Puede que sea necesario reiniciar para que culmine la instalación.;;;;;;;;;x
ME_BAD_VERSION;This coin is for a higher version of the game, you need at least version $NUMBER$.;Cette pièce est réservée à une version supérieure du jeu, vous devez disposer au minimum de la version $NUMBER$.;Diese Münze ist für eine höhere Spielversion. Sie brauchen mindestens Version $NUMBER$.;;Esta moneda es para una versión superior del juego, necesitas al menos la versión $NUMBER$.;;;;;;;;;x
ME_NO_FILE;This item does not have a file;Aucun fichier n'est associé à cet élément.;Dieser Gegenstand hat keine Datei;;Este artículo no tiene archivo;;;;;;;;;x
ME_INSTALL_SUCCESS;Installation Successful!;Installation réussie !;Installation erfolgreich!;;¡Éxito en la instalación!;;;;;;;;;x
ME_INSTALL_FAIL;Installation failed!;Échec de l’installation !;Installation fehlgeschlagen!;;¡Instalación fallida!;;;;;;;;;x
FE_MICRO;Buy Bonus Items;Acheter des éléments bonus;Bonusgegenstände kaufen;;Comprar contenido;;;;;;;;;x
EVTOPTA516;We'll settle for what we asked for;Nous allons en rester à nos exigences de départ.;Wir geben uns mit unserer ursprünglichen Forderung zufrieden;;Nos conformaremos con lo que pedimos;;;;;;;;;x
EVTOPTB516;Create a Puppet;Créer état fantoche;Marionettenregierung einsetzen;;Organicemos un Estado títere;;;;;;;;;x
EVTOPTC516;Annex them;Les annexer;Annektieren;;Anexionémoslo;;;;;;;;;x
LE_SUPPLIES;Supply Units;Ravitaillement;Nachschub;;Unid. abastecim.;;;;;;;;;x
LE_FUEL;Fuel Units;Carburant;Treibstoff;;Unid. combus.;;;;;;;;;x
LEDGER_SUNK_SHIP;Ships Sunk;Navires coulés;Versenkte Schiffe;;Barcos hundidos;;;;;;;;;x
MOVE_ORDER_DESC;Move to province.;Rejoindre la province.;Zu Provinz bewegen.;;Moverse hacia la provincia.;;;;;;;;;x
ORDER_JOIN_FLEET_DESC;Link up with own fleet;Relier avec votre propre flotte;Mit eigener Flotte zusammenlegen;;Unirse con la propia flota;;;;;;;;;x
ORDER_REBASE_DESC;Relocate to new base;Relocaliser vers la nouvelle base;Auf neuen Stützpunkt verlegen;;Trasladar a nueva base;;;;;;;;;x
ORDER_RESERVE_DESC;Remain in reserve. Ships will be detached to other ships belonging to the base as needed;En réserve. Si nécessaire, des navires rejoindront d’autres navires de la base.;In Reserve bleiben. Diese Schiffe werden anderen Schiffen, die auf demselben Stützpunkt stationiert sind, bei Bedarf angegliedert.;;Permanecer en la reserva. Los barcos serán destacados con otros que pertenezcan en la base según sea necesario;;;;;;;;;x
ORDER_PATROL_DESC;Patrol the selected province and the surrounding area;Patrouillez la province sélectionnée ainsi que les alentours.;Ausgewählte Provinz und umliegendes Einsatzgebiet patrouillieren;;Patrullar la provincia seleccionada y las zonas circundantes;;;;;;;;;x
ORDER_INTERCEPT_DESC;Atempt to intercept and engage hostile units when they appear in selected province and surrounding area.;Essayez d’intercepter et d’attaquer les unités ennemies lorsqu’elles apparaissent dans la province sélectionnée et aux alentours.;Feindliche Einheiten abfangen und bekämpfen, wenn sie in der ausgewählten Provinz und dem umliegenden Gebieten erscheinen.;;Intento de interceptar y atacar unidades hostiles cuando aparezcan en la provincia seleccionada y las zonas circundantes.;;;;;;;;;x
ORDER_SORTIE_DESC;Sortie to the selected province and engage any enemy found there. If no hostile forces are found, return to base;Rejoignez la province sélectionnée et attaquez tous les ennemis qui s’y trouvent. En l’absence de forces ennemies, rentrez à la base.;Zur ausgewählten Provinz fliegen und dort alle auffindbare Feinde bekämpfen. Wenn keine Feinde gefunden werden, Rückkehr zum Stützpunkt;;Salida a la provincia seleccionada y atacar a cualquier enemigo que se encuentre allí. Si no se encuentran fuerzas hostiles, volver a la base;;;;;;;;;x
ORDER_CONVOY_ESCORT_DESC;Atempt to protect friedly convoys in the area;Essayez de protéger les convois alliés de la zone.;Eigene Konvois im Einsatzgebiet schützen;;Intento de proteger convoyes amigos en la zona;;;;;;;;;x
ORDER_CONVOY_RAID_DESC;Atempt to locate and destroy hostile convoys in the area;Essayez de localiser et d’éliminer les convois ennemis de la zone.;Feindliche Konvois im Einsatzgebiet finden und vernichten;;Intento de localizar convoyes hostiles en al zona;;;;;;;;;x
ORDER_TRANSPORT_DESC;Transport land units on board the fleet to the friendly land province, then return to base.;Acheminez les unités terrestres à bord de la flotte vers la province alliée, puis rentrez à la base.;Landeinheiten an Bord der Flotte zur eigenen Landprovinz transportieren und dann zum Stützpunkt zurückkehren.;;Transportar unidades terrestres a bordo de la flota hacia la provincia terrestre amiga y volver a la base.;;;;;;;;;x
ORDER_INVADE_DESC;Land troops, carried on the fleet, in the selected province;Débarquez des troupes, acheminées par la flotte, dans la province sélectionnée.;Per Flotte transportierte Truppen in der ausgewählten Provinz anlanden;;Tropas terrestres, transportadas en la flota, en la provincia seleccionada;;;;;;;;;x
OUT_OF_RANGE;Target is out of range. Your fleet can only reach $MYRANGE$ km rather than the required $RANGE$kms;La cible est d’atteinte. Votre flotte ne peut parcourir que $MYRANGE$ km et non les $RANGE$kms requis.;Das Ziel ist außer Reichweite. Ihre Flotte hat statt der erforderlichen Reichweite von $RANGE$ km nur eine Reichweite von $MYRANGE$ km;;El objetivo se encuentra fuera del alcance. Tu flota solo puede alcanzar $MYRANGE$km en vez de los $RANGE$km requeridos;;;;;;;;;x
north_africa_region;North Africa;Afrique du Nord;Nordafrika;;África del Norte;;;;;;;;;x
syrian_region;Syria;Syrie;Syrien;;Siria;;;;;;;;;x
SELECT_ALL_CHILDUNITS;Select All;Tout Select;Alles ausw.;;Selecc. todo;;;;;;;;;x
DETRAWITHUS_SETUP;When another nation declines our Trade Agreement proposal;Lorsqu’une autre nation décline notre proposition d’accord commercial;Wenn ein anderes Land unseren Vorschlag für ein Handelsabkommen zurückweist;Kiedy jakieœ pañstwo odmawia podpisania z nami umowy handlowej ;Cuando otra nación rehúse nuestra propuesta de acuerdo comercial.;Quando una nazione respinge la nostra proposta di accordo commerciale;Mikor egy másik nemzet elutasítja a mi kereskedelmi egyezmény benyújtásunkat;Když jiný národ odmítne naši obchodní nabídku;;;;;;x
DETRAWITHUS_HEADER;$foreign_minister$ reports:;$foreign_minister$ rapporte :;$foreign_minister$ berichtet:;;$foreign_minister$ informa de:;;;;;;;;;x
DETRAWITHUS_1;$MONARCHTITLE$, we are sorry to inform you that;$MONARCHTITLE$, nous sommes au regret d'avoir à vous informer que;$MONARCHTITLE$, ;;$MONARCHTITLE$, lamentamos informarle que;;;;;;;;;x
DETRAWITHUS_2;$RECIPIENT$;$RECIPIENT$;es gibt leider schlechte Neuigkeiten. ;Przykro nam poinformowaæ ciê, ¿e pañstwo $RECIPIENT$;$RECIPIENT$;$MONARCHTITLE$, siamo spiacenti di comunicare che: $RECIPIENT$;Sajnáljuk, hogy ezt kell közölnünk:;$MONARCHTITLE$, byli jsme, bohužel, informováni, že $RECIPIENT$;;;;;;x
DETRAWITHUS_3;Declined the Trade Agreement;a décliné l'accord commercial;$RECIPIENT$ wies das Handelsabkommen;odmawia podpisania z nami umowy handlowej;Rechaza el acuerdo comercial;respinge l'accordo commerciale;A kereskedelmi egyezményre tett ajánlatukat;odmítl obchodní dohodu;;;;;;x
DETRAWITHUS_4;that we proposed.;proposé.;mit uns zurück.;któr¹ zaproponowaliœmy.;que propusimos.;con noi.;visszautasítottuk.;, kterou jsme navrhli.;;;;;;x
DETRAWITHUS_5;*;*;*;*;*;*;*;;;;;;;x
DETRAWITHUS_6;*;*;*;*;*;*;*;;;;;;;x
DETRAWITHUS_LOG;$RECIPIENT$ declined our Trade Agreement proposal.;$RECIPIENT$ : ce pays a décliné notre proposition d'accord commercial.;$RECIPIENT$ wies unseren Vorschlag für ein Handelsabkommen zurück.;Pañstwo $RECIPIENT$ odmawia podpisania z nami umowy handlowej.;$RECIPIENT$ ha rehusado nuestra propuesta de acuerdo comercial.;$RECIPIENT$ ha respinto la nostra proposta di accordo commerciale.;$RECIPIENT$ elutasította a kereskedelmi egyezmény javaslatunkat.;$RECIPIENT$ odmítl naši obchodní nabídku.;;;;;;x
DETRAWITHUS_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DETRAWITHUS_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DETRAWITHUS_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
DETRAWITHUS_MAP;*;*;*;*;*;*;*;;;;;;;x
AT_WAR_WITH_FACTION;We are at war with their faction.;Nous sommes en guerre contre leur faction.;Wir befinden uns im Krieg mit ihrem Bündnis.;;Estamos en guerra con su facción.;;;;;;;;;x
THEY_AT_WAR_WITH_FACTION;They are at war with our faction.;Ils sont en guerre contre notre faction.;Sie befinden sich im Krieg mit unserem Bündnis.;;Están en guerra con nuestra facción.;;;;;;;;;x
MODIFIER_NEUTRALITY;Neutrality;Neutralité;Neutralität;;Neutralidad;;;;;;;;;x
TRADE_IS_INACTIVE;Trade is inactive, most likely due to either party being out of a traded resources;Le commerce est inactif, vraisemblablement en raison d’un manque de ressources.;Handel ist ausser Kraft, wahrscheinlich weil einem der Partner die Ressource ausgegangen ist;;El comercio se encuentra inactivo, probablemente debido a que una de las partes se ha quedado sin recursos comerciales;;;;;;;;;x
FACTION_DRIFT_REVANCH_NEW;§R-$VAL$§W due to the fact that $FACTION$ members are controlling provinces that are cores of $COUNTRY$.;§R-$VAL$§W en raison du fait que les membres de $FACTION$ contrôlent les principales provinces de $COUNTRY$.;§R-$VAL$§W, weil $FACTION$-Mitglieder Kernprovinzen von $COUNTRY$ kontrollieren.;;§R-$VAL$§W debido al hecho de que los miembros de $FACTION$ controlan las provincias esenciales para $COUNTRY$.;;;;;;;;;x
MESSAGE_IS_PAUSE;This message type $TRUTH$ currently displayed as a popup and will pause the game.;Ce type message s’affiche actuellement $TRUTH$ sous forme de popup et va mettre le jeu en pause.;Dieser Meldungstyp wird momentan $TRUTH$ als Popup angezeigt und pausiert das Spiel.;;Este tipo de mensaje actualmente $TRUTH$ representado como una ventana emergente y pondrá el juego en pausa.;;;;;;;;;x
LICBUYDECLINE_6;our request. \n We wanted to produce §Y$NUM$§W runs of \n$NAME$ \n We must find other ways to strengthen our armed forces.;notre requête. \n Nous voulions produire §Y$NUM$§W séries de \n$NAME$ \n Nous devons trouver d'autres façons de renforcer notre armée.;unsere Anfrage. \n Wir wollten §Y$NUM$§W \n$NAME$ produzieren\n Wir müssen andere Wege finden, unsere Streitkräfte zu verstärken.;;nuestra solicitud. \n Queríamos producir §Y$NUM$§W de \n$NAME$ \n Tenemos que buscar otras formas de reforzar nuestras fuerzas armadas.;;;;;;;;;x
MICRO_ERROR_TITLE;Error!;Erreur !;Fehler!;;¡Error!;;;;;;;;;x
MICRO_ERROR_DESC;Failed to open ggcoins.dll. Make sure this file is present or reinstall game.;Ouverture de ggcoins.dll impossible. Vérifiez que ce fichier est présent ou réinstallez le jeu.;ggcoins.dll konnte nicht geöffnet werden. Prüfen Sie, ob diese Datei vorliegt oder installieren Sie das Spiel neu.;;No se pudo abrir ggcoins.dll. Asegúrate de que el archivo existe o reinstala el juego.;;;;;;;;;x
TRADE_INACTIVE_CONVOY;§Y$COUNTRY$§W have not assigned enough convoys.;§Y$COUNTRY$§W n’a pas reçu suffisamment de convois.;§Y$COUNTRY$§W hat nicht genügend Konvois eingeteilt;;§Y$COUNTRY$§W no ha asignado suficientes convoyes.;;;;;;;;;x
TRADE_INACTIVE_NO_RES;§Y$COUNTRY$§W does not have enough §Y$RES$§Y.;§Y$COUNTRY$§W n’a pas assez de §Y$RES$§Y.;§Y$COUNTRY$§W hat nicht genug §Y$RES$§Y.;;§Y$COUNTRY$§W no tiene suficiente §Y$RES$§Y.;;;;;;;;;x
UV_NO_MORALE;Cannot move due to poor organisation. Current organisation is §Y$ORG$§W out of §Y$NEED$§W needed.;Déplacement impossible en raison d’une mauvaise organisation. Organisation actuelle : §Y$ORG$§W Organisation requise : §Y$NEED$§W.;Marsch aufgrund mangelnder Organisation unmöglich. Momentaner Organisationswert ist §Y$ORG$§W, §Y$NEED$§W werden gebraucht.;;No puede moverse debido a su escasa organización. La organización actual es de §Y$ORG$§W, lejos de la necesaria §Y$NEED$§W.;;;;;;;;;x
UV_NO_STRENGHT;Cannot move due to poor Strenght. Current Strenght is §Y$STR$§W out of §Y$NEED$§W needed.;Déplacement impossible en raison d’un manque de force. Force actuelle : §Y$STR$§W Force requise : §Y$NEED$§W.;Marsch aufgrund mangelnder Stärke unmöglich. Momentaner Stärkewert ist §Y$STR$§W, §Y$NEED$§W werden gebraucht.;;No puede moverse debido a su escasa fuerza. La fuerza actual es de §Y$STR$§W, lejos de la necesaria §Y$NEED$§W.;;;;;;;;;x
TR_CANT_CONVOY;$ACTOR$ cannot trace a convoyroute to collect his goods;$ACTOR$ ne peut tracer un itinéraire pour récupérer ses marchandises;$ACTOR$ kann eine Konvoiroute nicht einrichten, um seine Waren zu transportieren;;$ACTOR$ no puede trazar una ruta de convoyes para recoger estos bienes;;;;;;;;;x
Influences;Influences;Influences;Einflüsse;;Influencias;;;;;;;;;x
Diplomacy;Diplomacy;Diplomatie;Diplomatie;;Diplomacia;;;;;;;;;x
Production;Production;Production;Produktion;;Producción;;;;;;;;;x
Technology;Technology;Technologie;Technologie;;Tecnología;;;;;;;;;x
Politics;Politics;Politique;Politik;;Política;;;;;;;;;x
Intelligence;Intelligence;Renseignements;Aufklärung;;Inteligencia;;;;;;;;;x
Statistics;Statistics;Statistiques;Statistiken;;Estadísticas;;;;;;;;;x
Land;Land;Terre;Land;;Tierra;;;;;;;;;x
Naval;Naval;Mer;Marine;;Naval;;;;;;;;;x
Air;Air;Air;Luft;;Aéreos;;;;;;;;;x
Doctrines;Doctrines;Doctrines;Doktrinen;;Doctrinas;;;;;;;;;x
Industry;Industry;Industrie;Industrie;;Industria;;;;;;;;;x
Secret;Secret;Secret;Geheim;;Secreto;;;;;;;;;x
Popularity;Popularity;Popularité;Beliebtheit;;Popularidad;;;;;;;;;x
Overview;Overview;Vue d’ensemble;Überblick;;Perspectiva;;;;;;;;;x
Misc;Misc;Divers;Versch;;Miscelánea;;;;;;;;;x
Military;Military;Armée;Militär;;Militar;;;;;;;;;x
none;none;Aucun(e);keine;;ninguna;;;;;;;;;x
Nation Statistics;Nation Statistics;Statistiques nationales;Landesstatistiken;;Estadísticas de la nación;;;;;;;;;x
fascism;Fascism;Fascisme;Faschismus;;Fascismo;;;;;;;;;x
democracy;Democracy;Démocratie;Demokratie;;Democracia;;;;;;;;;x
communism;Communism;Communisme;Kommunismus;;Comunismo;;;;;;;;;x
Start Research;Start Research;Démarrer la recherche;Forschung beginnen;;Iniciar investigación;;;;;;;;;x
Build;Build;Créer;Bauen;;Hacer;;;;;;;;;x
OV_STANCE;This determies how agressively the unit will perform its mission.;Cela détermine l’agressivité de l’unité à mener à bien sa mission.;Dies bestimmt, wie aggressiv die Einheit ihre Mission ausführen wird.;;Esto determina la agresividad con la que la unidad realizará la misión.;;;;;;;;;x
OV_PRIO;This determines the priority given to reinforcing this unit. Reinforcements will come from other units, that have the reserve order, in its home base.;Cela détermine la priorité donnée au renforcement de cette unité. Les renforts viennent des autres unités en réserve dans sa base.;Dies bestimmt die Priorität, die der Verstärkung dieser Einheit zugewiesen wird. Verstärkung kommt von anderen Einheiten, die sich im Reservestatus auf ihren Heimstützpunkten befinden.;;Esto determina la prioridad de refuerzo de esta unidad. Los refuerzos procederán de otras unidades con orden de reserva en su base principal.;;;;;;;;;x
THEATRE_RECALC;Define Theatres;Créer Théâtres;Kriegsschauplatz;;Define Teatros;;;;;;;;;x
THEATRE_RECALC_DESC;Determines the optimum theatres at this time, creating or removing Theatre HQs as needed.;Détermine au mieux les théâtres d'opérations du moment, créé ou supprime les QG de Théâtre au besoin;Bestimmt die optimalen Kriegsschauplätze und erstellt oder entfernt die entsprechenden HQ's nach Bedarf.;;Determina los teatros óptimos en este momento, creando o eliminando del teatro tantas brigadas como sean necesarias.;;;;;;;;;x
THEATRE_ASSIGN_TROOPS;Theatre Forces;Forces Théâtre;Truppen;;Fuerzas Teatro;;;;;;;;;x
THEATRE_ASSIGN_TROOPS_DESC;Automatically assigns forces to the best theatres.;Assigne automatiquement les forces aux meilleurs théâtres d'opérations;Weist Truppen automatisch den besten Kriegsschauplätzen zu.;;Asigna automáticamentre fuerzas para los mejores teatros.;;;;;;;;;x
FACTION_DISTANCE_2;Their alignment needs to be less than §Y$VAL$§W from the §Y$FACTION$§W. Their alignment is currently §Y$VALC$§W.;Notre alignement doit être moins de §Y$VAL$§W des §Y$FACTION$§W. Notre alignement avec eux est actuellement de §Y$VALC$§W.;Unsere Ausrichtung muss unter §Y$VAL$§W der §Y$FACTION$§W liegen. Unsere Ausrichtung an ihnen liegt momentan bei §Y$VALC$§W.;;Nuestra alineación necesita ser menor que §Y$VAL$§W de la §Y$FACTION$§W. Nuestra alineación hacia ellos es actualmente §Y$VALC$§W.;;;;;;;;;x
MODIFIER_RESEARCH_EFFICIENCY;Research Efficiency;Efficacité des recherches;Forschungseffizienz;;Rendimiento de la Investigación;;;;;;;;;x
