EVTDESC1402;Ribbentrop asked the Poles for the return of Danzig and a strip of German territory across the Polish corridor on which a German-run road and rail link could be built.  This time Hitler met real resistance.  On 31 March 1939 the British and French guaranteed the borders of Poland.  Encouraged by the guarantee, the Poles were not about to compromise.\n Then, as 1939 progressed, the position of the Soviet Union became critical. If Stalin allied himself with Britain, Germany would run the risk of a two-front war if she pushed the world to conflict.  British attempts at negotiation with the Soviet Union were, however lacklustre.  Stalin was also unwilling to be pushed into a war which offered him little in terms of his own narrow self-interest.\n Then the Nazis pulled what Manfred von Schröder calls a stroke of "courage and genius" - they signed their own treaty with the Soviet Union", their greatest ideological enemy.;;;;;;;;;;;;;x
EVTOPTA1402;Great!;;;;;;;;;;;;;x
EVTNAME1403;Guarantee Independence of Poland - Poland Declines;;;;;;;;;;;;;x
EVTDESC1403;Ribbentrop asked the Poles for the return of Danzig and a strip of German territory across the Polish corridor on which a German-run road and rail link could be built.  This time Hitler met real resistance.  On 31 March 1939 the British and French guaranteed the borders of Poland.  Encouraged by the guarantee, the Poles were not about to compromise.\n Then, as 1939 progressed, the position of the Soviet Union became critical. If Stalin allied himself with Britain, Germany would run the risk of a two-front war if she pushed the world to conflict.  British attempts at negotiation with the Soviet Union were, however lacklustre.  Stalin was also unwilling to be pushed into a war which offered him little in terms of his own narrow self-interest.\n Then the Nazis pulled what Manfred von Schröder calls a stroke of "courage and genius" - they signed their own treaty with the Soviet Union", their greatest ideological enemy.;;;;;;;;;;;;;x
EVTOPTA1403;Their loss;;;;;;;;;;;;;x
EVTNAME1404;Danzig or War;;;;;;;;;;;;;x
EVTDESC1404;Ribbentrop asked the Poles for the return of Danzig and a strip of German territory across the Polish corridor on which a German-run road and rail link could be built.  This time Hitler met real resistance.  On 31 March 1939 the British and French guaranteed the borders of Poland.  Encouraged by the guarantee, the Poles were not about to compromise.\n Then, as 1939 progressed, the position of the Soviet Union became critical. If Stalin allied himself with Britain, Germany would run the risk of a two-front war if she pushed the world to conflict.  British attempts at negotiation with the Soviet Union were, however lacklustre.  Stalin was also unwilling to be pushed into a war which offered him little in terms of his own narrow self-interest.\n Then the Nazis pulled what Manfred von Schröder calls a stroke of "courage and genius" - they signed their own treaty with the Soviet Union", their greatest ideological enemy.;;;;;;;;;;;;;x
EVTOPTA1404;Then it is War;;;;;;;;;;;;;x
EVTOPTB1404;Fold;;;;;;;;;;;;;x
EVTNAME1405;Danzig or War - WAR!;;;;;;;;;;;;;x
EVTDESC1405;Ribbentrop asked the Poles for the return of Danzig and a strip of German territory across the Polish corridor on which a German-run road and rail link could be built.  This time Hitler met real resistance.  On 31 March 1939 the British and French guaranteed the borders of Poland.  Encouraged by the guarantee, the Poles were not about to compromise.\n Then, as 1939 progressed, the position of the Soviet Union became critical. If Stalin allied himself with Britain, Germany would run the risk of a two-front war if she pushed the world to conflict.  British attempts at negotiation with the Soviet Union were, however lacklustre.  Stalin was also unwilling to be pushed into a war which offered him little in terms of his own narrow self-interest.\n Then the Nazis pulled what Manfred von Schröder calls a stroke of "courage and genius" - they signed their own treaty with the Soviet Union", their greatest ideological enemy.;;;;;;;;;;;;;x
EVTOPTA1405;OK;;;;;;;;;;;;;x
EVTNAME1406;Danzig or War - The Poles fold;;;;;;;;;;;;;x
EVTDESC1406;Ribbentrop asked the Poles for the return of Danzig and a strip of German territory across the Polish corridor on which a German-run road and rail link could be built.  This time Hitler met real resistance.  On 31 March 1939 the British and French guaranteed the borders of Poland.  Encouraged by the guarantee, the Poles were not about to compromise.\n Then, as 1939 progressed, the position of the Soviet Union became critical. If Stalin allied himself with Britain, Germany would run the risk of a two-front war if she pushed the world to conflict.  British attempts at negotiation with the Soviet Union were, however lacklustre.  Stalin was also unwilling to be pushed into a war which offered him little in terms of his own narrow self-interest.\n Then the Nazis pulled what Manfred von Schröder calls a stroke of "courage and genius" - they signed their own treaty with the Soviet Union", their greatest ideological enemy.;;;;;;;;;;;;;x
EVTOPTA1406;Excellent!;;;;;;;;;;;;;x
EVTNAME1501;The Molotov-Ribbentrop Pact;;;;;;;;;;;;;x
EVTDESC1501;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty.  Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland.  According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig.\n Poland would be partitioned into three major areas.  The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east.  Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory.  The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;;;;;x
EVTOPTA1501;A Most Excellent Proposition;;;;;;;;;;;;;x
EVTOPTB1501;No deals with the enemies of the Workers!;;;;;;;;;;;;;x
EVTOPTC1501;Propose an unholy alliance;;;;;;;;;;;;;x
EVTNAME1502;The Molotov-Ribbentrop Pact - The Soviets Accept;;;;;;;;;;;;;x
EVTDESC1502;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty.  Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland.  According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig.\n Poland would be partitioned into three major areas.  The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east.  Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory.  The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;;;;;x
EVTOPTA1502;OK;;;;;;;;;;;;;x
EVTNAME1503;The Molotov-Ribbentrop Pact - The Soviets Refuse;;;;;;;;;;;;;x
EVTDESC1503;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty.  Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland.  According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig.\n Poland would be partitioned into three major areas.  The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east.  Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory.  The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;;;;;x
EVTOPTA1503;Their loss;;;;;;;;;;;;;x
EVTNAME1504;The Molotov-Ribbentrop Pact - Soviets Propose Alliance;;;;;;;;;;;;;x
EVTDESC1504;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty.  Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland.  According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig.\n Poland would be partitioned into three major areas.  The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east.  Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory.  The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;;;;;x
EVTOPTA1504;Refuse alliance, but stand by pact;;;;;;;;;;;;;x
EVTOPTB1504;Let the world tremble!;;;;;;;;;;;;;x
EVTNAME1505;The Molotov-Ribbentrop Pact - No Full Alliance;;;;;;;;;;;;;x
EVTDESC1505;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty.  Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland.  According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig.\n Poland would be partitioned into three major areas.  The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east.  Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory.  The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;;;;;x
EVTOPTA1505;Too Bad;;;;;;;;;;;;;x
EVTNAME1506;The Molotov-Ribbentrop Pact - Full Alliance;;;;;;;;;;;;;x
EVTDESC1506;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty.  Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland.  According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig.\n Poland would be partitioned into three major areas.  The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east.  Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory.  The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;;;;;x
EVTOPTA1506;Let the world tremble!;;;;;;;;;;;;;x
EVTNAME509;Surrender to Germany;;;;;;;;;;;;;x
EVTDESC509;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty.  Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland.  According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig.\n Poland would be partitioned into three major areas.  The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east.  Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory.  The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;;;;;x
EVTOPTA509;Surrender;;;;;;;;;;;;;x
EVTOPTB509;Fight to the bitter end!;;;;;;;;;;;;;x
EVTNAME511;Eastern Poland to the Soviets - Germany Honors the Pact;;;;;;;;;;;;;x
EVTDESC511;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty.  Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland.  According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig.\n Poland would be partitioned into three major areas.  The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east.  Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory.  The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;;;;;x
EVTOPTA511;Fantastic!;;;;;;;;;;;;;x
EVTNAME1509;USSR Claims Bessarabia;;;;;;;;;;;;;x
EVTDESC1509;On 27th June 1940, Romania bowed to a Russian ultimatum demanding the immediate cession not only of Bessarabia but also the northern part of Bukovina.  That area had never been formally ceded to Romania and was thus claimed for the USSR’s sphere of influence in the agreement with Hitler.;;;;;;;;;;;;;x
EVTOPTA1509;Accept;;;;;;;;;;;;;x
EVTOPTB1509;Refuse;;;;;;;;;;;;;x
EVTNAME1510;Claim Bessarabia - Done;;;;;;;;;;;;;x
EVTDESC1510;On 27th June 1940, Romania bowed to a Russian ultimatum demanding the immediate cession not only of Bessarabia but also the northern part of Bukovina.  That area had never been formally ceded to Romania and was thus claimed for the USSR’s sphere of influence in the agreement with Hitler.;;;;;;;;;;;;;x
EVTOPTA1510;Excellent!;;;;;;;;;;;;;x
EVTNAME1511;Claim Bessarabia - the Romanians Fight!;;;;;;;;;;;;;x
EVTDESC1511;On 27th June 1940, Romania bowed to a Russian ultimatum demanding the immediate cession not only of Bessarabia but also the northern part of Bukovina.  That area had never been formally ceded to Romania and was thus claimed for the USSR’s sphere of influence in the agreement with Hitler.;;;;;;;;;;;;;x
EVTOPTA1511;They will rue this day...;;;;;;;;;;;;;x
EVTNAME1512;Ultimatum From the Soviet Union;;;;;;;;;;;;;x
EVTDESC1512;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States.  According to the non-aggression pact signed by Hitler and Stalin the previous year, the Soviets would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania.  The 15th of June, an ultimatum was delivered to Lithuania and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x
EVTOPTA1512;Accept the inevitable;;;;;;;;;;;;;x
EVTOPTB1512;Fight for independence;;;;;;;;;;;;;x
EVTNAME1513;Ultimatum - Estonia Accepts Annexation;;;;;;;;;;;;;x
EVTDESC1513;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States.  According to the non-aggression pact signed by Hitler and Stalin the previous year, the Soviets would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania.  The 15th of June, an ultimatum was delivered to Lithuania and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x
EVTOPTA1513;Good;;;;;;;;;;;;;x
EVTNAME1514;Ultimatum - Estonia Decides to Fight;;;;;;;;;;;;;x
EVTDESC1514;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States.  According to the non-aggression pact signed by Hitler and Stalin the previous year, the Soviets would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania.  The 15th of June, an ultimatum was delivered to Lithuania and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x
EVTOPTA1514;OK;;;;;;;;;;;;;x
EVTNAME1515;Ultimatum From the Soviet Union;;;;;;;;;;;;;x
EVTDESC1515;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States.  According to the non-aggression pact signed by Hitler and Stalin the previous year, the Soviets would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania.  The 15th of June, an ultimatum was delivered to Lithuania and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x
EVTOPTA1515;Accept the inevitable;;;;;;;;;;;;;x
EVTOPTB1515;Fight for independence;;;;;;;;;;;;;x
EVTNAME1516;Ultimatum - Latvia Accepts Annexation;;;;;;;;;;;;;x
EVTDESC1516;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States.  According to the non-aggression pact signed by Hitler and Stalin the previous year, the Soviets would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania.  The 15th of June, an ultimatum was delivered to Lithuania and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x
EVTOPTA1516;Good;;;;;;;;;;;;;x
EVTNAME1517;Ultimatum - Latvia Decides to Fight;;;;;;;;;;;;;x
EVTDESC1517;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States.  According to the non-aggression pact signed by Hitler and Stalin the previous year, the Soviets would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania.  The 15th of June, an ultimatum was delivered to Lithuania and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x
EVTOPTA1517;OK;;;;;;;;;;;;;x
EVTNAME1518;Ultimatum From the Soviet Union;;;;;;;;;;;;;x
EVTDESC1518;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States.  According to the non-aggression pact signed by Hitler and Stalin the previous year, the Soviets would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania.  The 15th of June, an ultimatum was delivered to Lithuania and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x
EVTOPTA1518;Accept the inevitable;;;;;;;;;;;;;x
EVTOPTB1518;Fight for independence;;;;;;;;;;;;;x
EVTNAME1519;Ultimatum - Lithuania Accepts Annexation;;;;;;;;;;;;;x
EVTDESC1519;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States.  According to the non-aggression pact signed by Hitler and Stalin the previous year, the Soviets would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania.  The 15th of June, an ultimatum was delivered to Lithuania and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x
EVTOPTA1519;Good;;;;;;;;;;;;;x
EVTNAME1520;Ultimatum - Lithuania Decides to Fight;;;;;;;;;;;;;x
EVTDESC1520;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States.  According to the non-aggression pact signed by Hitler and Stalin the previous year, the Soviets would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania.  The 15th of June, an ultimatum was delivered to Lithuania and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x
EVTOPTA1520;OK;;;;;;;;;;;;;x
EVTNAME1601;Destroyers for Bases;;;;;;;;;;;;;x
EVTDESC1601;On the 2nd of September,1940, the governments of the United States and the United Kingdom reached an agreement for the transfer of 50 destroyers of the 1200 type from the US Navy to the Royal Navy in return for American basing rights for 99 years in the Caribbean, Guiana, Newfoundland, Bermuda, etc.;;;;;;;;;;;;;x
EVTOPTA1601;We need all the help we can get;;;;;;;;;;;;;x
EVTNAME1602;The Lend-Lease Act;;;;;;;;;;;;;x
EVTDESC1602;The Lend-Lease Agreements were arrangements for the transfer of war supplies, including food, machinery, and services, to nations whose defence was considered vital to the defence of the United States in World War II.  The Lend-Lease Act, passed in 1941 by the U.S. Congress, gave the President power to sell, transfer, lend or lease such war materials.  The President was directed to set the terms for aid repayment to be "in kind or property" or any other direct or indirect benefit which the President deems satisfactory."\n Harry L. Hopkins was appointed in March", 1941 to administer lend-lease.  He was replaced in July by Edward R. Stettinius, Jr., who headed the Office of Lend-Lease Administration, set up in Oct., 1941.  In Sept. 1943, lend-lease was incorporated into the Foreign Economic Administration under Leo T. Crowley.  In Sept. 1945, it was transferred to the Dept. of State.\n Lend-lease was originally intended for China and countries of the British Empire.  In Nov.,1941, the USSR was included, and by the end of the war practically all the allies of the United States had been declared eligible for lend-lease aid.  Although not all requested or received it, lend-lease agreements were signed with numerous countries.;;;;;;;;;;;;;x
EVTOPTA1602;Excellent!;;;;;;;;;;;;;x
EVTNAME1603;The Lend-Lease Act;;;;;;;;;;;;;x
EVTDESC1603;The Lend-Lease Agreements were arrangements for the transfer of war supplies, including food, machinery, and services, to nations whose defence was considered vital to the defence of the United States in World War II.  The Lend-Lease Act, passed in 1941 by the U.S. Congress, gave the President power to sell, transfer, lend or lease such war materials.  The President was directed to set the terms for aid repayment to be "in kind or property" or any other direct or indirect benefit which the President deems satisfactory."\n Harry L. Hopkins was appointed in March", 1941 to administer lend-lease.  He was replaced in July by Edward R. Stettinius, Jr., who headed the Office of Lend-Lease Administration, set up in Oct., 1941.  In Sept. 1943, lend-lease was incorporated into the Foreign Economic Administration under Leo T. Crowley.  In Sept. 1945, it was transferred to the Dept. of State.\n Lend-lease was originally intended for China and countries of the British Empire.  In Nov.,1941, the USSR was included, and by the end of the war practically all the allies of the United States had been declared eligible for lend-lease aid.  Although not all requested or received it, lend-lease agreements were signed with numerous countries.;;;;;;;;;;;;;x
EVTOPTA1603;Excellent!;;;;;;;;;;;;;x
EVTNAME1604;The Lend-Lease Act;;;;;;;;;;;;;x
EVTDESC1604;The Lend-Lease Agreements were arrangements for the transfer of war supplies, including food, machinery, and services, to nations whose defence was considered vital to the defence of the United States in World War II.  The Lend-Lease Act, passed in 1941 by the U.S. Congress, gave the President power to sell, transfer, lend or lease such war materials.  The President was directed to set the terms for aid repayment to be "in kind or property" or any other direct or indirect benefit which the President deems satisfactory."\n Harry L. Hopkins was appointed in March", 1941 to administer lend-lease.  He was replaced in July by Edward R. Stettinius, Jr., who headed the Office of Lend-Lease Administration, set up in Oct., 1941.  In Sept. 1943, lend-lease was incorporated into the Foreign Economic Administration under Leo T. Crowley.  In Sept. 1945, it was transferred to the Dept. of State.\n Lend-lease was originally intended for China and countries of the British Empire.  In Nov.,1941, the USSR was included, and by the end of the war practically all the allies of the United States had been declared eligible for lend-lease aid.  Although not all requested or received it, lend-lease agreements were signed with numerous countries.;;;;;;;;;;;;;x
EVTOPTA1604;Excellent!;;;;;;;;;;;;;x
EVTNAME1605;The Lend-Lease Act;;;;;;;;;;;;;x
EVTDESC1605;The Lend-Lease Agreements were arrangements for the transfer of war supplies, including food, machinery, and services, to nations whose defence was considered vital to the defence of the United States in World War II.  The Lend-Lease Act, passed in 1941 by the U.S. Congress, gave the President power to sell, transfer, lend or lease such war materials.  The President was directed to set the terms for aid repayment to be "in kind or property" or any other direct or indirect benefit which the President deems satisfactory."\n Harry L. Hopkins was appointed in March", 1941 to administer lend-lease.  He was replaced in July by Edward R. Stettinius, Jr., who headed the Office of Lend-Lease Administration, set up in Oct., 1941.  In Sept. 1943, lend-lease was incorporated into the Foreign Economic Administration under Leo T. Crowley.  In Sept. 1945, it was transferred to the Dept. of State.\n Lend-lease was originally intended for China and countries of the British Empire.  In Nov.,1941, the USSR was included, and by the end of the war practically all the allies of the United States had been declared eligible for lend-lease aid.  Although not all requested or received it, lend-lease agreements were signed with numerous countries.;;;;;;;;;;;;;x
EVTOPTA1605;Excellent!;;;;;;;;;;;;;x
EVTNAME1606;US Occupation of Iceland and Greenland;;;;;;;;;;;;;x
EVTDESC1606;After the German occupation of Denmark in April 1940 British forces swiftly took possession of Iceland to counter a possible threat of a German Invasion.  Britain held it with few forces and in early 1941 it was evident that it would be better if the United States took over the watch-keeping.  By the summer of 1941, U.S. troops occupied both Greenland and Iceland in the North Atlantic.\n The U.S. occupation of Greenland was arranged through an agreement between the United States government and a rebellious Danish Ambassador in Washington.  This Danish Ambassador refused to recognize or obey the Danish government in Copenhagen after the German occupation of Denmark, which began in April of 1940.  The Greenland Agreement, signed in April of 1941, encountered vigorous protests from both the Danish government and the German Embassy in Washington.;;;;;;;;;;;;;x
EVTOPTA1606;Give them to the USA;;;;;;;;;;;;;x
EVTNAME1701;Marco Polo Bridge Incident;;;;;;;;;;;;;x
EVTDESC1701;On 8 July 1937 Japanese garrison troops in Feng-Tai, southwest of Beiping, clashed with Chinese forces at the Marco Polo Bridge.  The battle was at first limited to a local conflict and some hurried negotiations restored order, but soon thereafter new incidents flared up and Japanese forces began offensive operations.;;;;;;;;;;;;;x
EVTOPTA1701;We must defend our nation;;;;;;;;;;;;;x
EVTNAME1801;Japan Demands French Indochina;;;;;;;;;;;;;x
EVTDESC1801;After the Fall of France and the installation of a pro-German government in Vichy Japan was able to profit from the new political situation in South-East Asia and occupy French Indochina under the argument that it "protected" this area from the British.;;;;;;;;;;;;;x
EVTOPTA1801;Accept;;;;;;;;;;;;;x
EVTOPTB1801;Refuse;;;;;;;;;;;;;x
EVTNAME1802;Japan Demands French Indochina;;;;;;;;;;;;;x
EVTDESC1802;After the Fall of France and the installation of a pro-German government in Vichy Japan was able to profit from the new political situation in South-East Asia and occupy French Indochina under the argument that it "protected" this area from the British.;;;;;;;;;;;;;x
EVTOPTA1802;The Japanese are getting dangerous;;;;;;;;;;;;;x
EVTNAME1803;Vichy Accepts Our Demands;;;;;;;;;;;;;x
EVTDESC1803;After the Fall of France and the installation of a pro-German government in Vichy Japan was able to profit from the new political situation in South-East Asia and occupy French Indochina under the argument that it "protected" this area from the British.;;;;;;;;;;;;;x
EVTOPTA1803;Very Good!;;;;;;;;;;;;;x
EVTNAME1804;Vichy Refuses Our Demands;;;;;;;;;;;;;x
EVTDESC1804;After the Fall of France and the installation of a pro-German government in Vichy Japan was able to profit from the new political situation in South-East Asia and occupy French Indochina under the argument that it "protected" this area from the British.;;;;;;;;;;;;;x
EVTOPTA1804;Curses!;;;;;;;;;;;;;x
EVTNAME1901;Italian Ultimatum;;;;;;;;;;;;;x
EVTDESC1901;Italy delivered Tiranë an ultimatum on March 25,1939, demanding that it accede to Italy's occupation of Albania.  King Zog refused to accept money in exchange for countenancing a full Italian takeover and colonization of Albania, and on April 7,1939, Mussolini's troops invaded Albania.  Despite some stubborn resistance, especially at Durrës, the Italians made short shrift of the Albanians.\n Unwilling to become an Italian puppet, King Zog, his wife, Queen Geraldine Apponyi, and their infant son, Skander fled to Greece and eventually to London.  On April 12, the Albanian parliament voted to unite the country with Italy.  Victor Emmanuel III took the Albanian crown, and the Italians set up a fascist government under Shefqet Verlaci and soon absorbed Albania's military and diplomatic services into Italy's.;;;;;;;;;;;;;x
EVTOPTA1901;Never!;;;;;;;;;;;;;x
EVTOPTB1901;Very well;;;;;;;;;;;;;x
EVTNAME1902;Annexation of Albania - Zog Refuses;;;;;;;;;;;;;x
EVTDESC1902;Italy delivered Tiranë an ultimatum on March 25,1939, demanding that it accede to Italy's occupation of Albania.  King Zog refused to accept money in exchange for countenancing a full Italian takeover and colonization of Albania, and on April 7,1939, Mussolini's troops invaded Albania.  Despite some stubborn resistance, especially at Durrës, the Italians made short shrift of the Albanians.\n Unwilling to become an Italian puppet, King Zog, his wife, Queen Geraldine Apponyi, and their infant son, Skander fled to Greece and eventually to London.  On April 12, the Albanian parliament voted to unite the country with Italy.  Victor Emmanuel III took the Albanian crown, and the Italians set up a fascist government under Shefqet Verlaci and soon absorbed Albania's military and diplomatic services into Italy's.;;;;;;;;;;;;;x
EVTOPTA1902;Declare War;;;;;;;;;;;;;x
EVTOPTB1902;We do not dare follow through;;;;;;;;;;;;;x
EVTNAME1903;Annexation of Albania - Zog Accepts;;;;;;;;;;;;;x
EVTDESC1903;Italy delivered Tiranë an ultimatum on March 25,1939, demanding that it accede to Italy's occupation of Albania.  King Zog refused to accept money in exchange for countenancing a full Italian takeover and colonization of Albania, and on April 7,1939, Mussolini's troops invaded Albania.  Despite some stubborn resistance, especially at Durrës, the Italians made short shrift of the Albanians.\n Unwilling to become an Italian puppet, King Zog, his wife, Queen Geraldine Apponyi, and their infant son, Skander fled to Greece and eventually to London.  On April 12, the Albanian parliament voted to unite the country with Italy.  Victor Emmanuel III took the Albanian crown, and the Italians set up a fascist government under Shefqet Verlaci and soon absorbed Albania's military and diplomatic services into Italy's.;;;;;;;;;;;;;x
EVTOPTA1903;Great!;;;;;;;;;;;;;x
EVTNAME2001;Spanish Civil War;;;;;;;;;;;;;x
EVTDESC2001;In early 1936 after the electoral victory of the Socialists, popular demands for social equality evolved into a virtual revolution against the clergy landowners and monarchists.  Mobs attacked churches and tried to collectivise farms.  Unions started strikes and anarchists assassinated "enemies of the people."   The newly installed government was unable to restore order.\n The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves" the "Nationalists."  The government facing an army rebellion styled themselves" "Republicans" and decided to fight", joining in with the forces of revolution.\n The Spanish Civil War had begun!  Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;;;;;;;;;;;;;x
EVTOPTA2001;En la Defensa de la Democracia!;;;;;;;;;;;;;x
EVTNAME2002;Spanish Civil War - Fascist Nation;;;;;;;;;;;;;x
EVTDESC2002;In early 1936 after the electoral victory of the Socialists, popular demands for social equality evolved into a virtual revolution against the clergy landowners and monarchists.  Mobs attacked churches and tried to collectivise farms.  Unions started strikes and anarchists assassinated "enemies of the people."   The newly installed government was unable to restore order.\n The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves" the "Nationalists."  The government facing an army rebellion styled themselves" "Republicans" and decided to fight", joining in with the forces of revolution.\n The Spanish Civil War had begun!  Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;;;;;;;;;;;;;x
EVTOPTA2002;Anarchism and Communism must fall!;;;;;;;;;;;;;x
EVTNAME2101;The End of Tannu Tuva;;;;;;;;;;;;;x
EVTDESC2101;Negotiations with Moscow have reached a satisfactory conclusion and an agreement is on the table for Tannu Tuva to become a Soviet republic.;;;;;;;;;;;;;x
EVTOPTA2101;Sign the agreement;;;;;;;;;;;;;x
EVTOPTB2101;Reject the agreement;;;;;;;;;;;;;x
EVTNAME2102;Tannu Tuva Becomes a Soviet Republic;;;;;;;;;;;;;x
EVTDESC2102;Chinese influence in Tannu Tuva was permanently ended when Tannu Tuva became part of the USSR in November 1944.;;;;;;;;;;;;;x
EVTOPTA2102;A great moment for our nation;;;;;;;;;;;;;x
EVTOPTB2102;This is not necessary;;;;;;;;;;;;;x
EVTNAME2201;Operation Zet - Assistance to China;;;;;;;;;;;;;x
