# MODEL_TAG;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
# Unit names;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
ENG_motorized_infantry_bat_14;Mechanised Fusiliers '60;;;;;;;;;;;;x
##################### Mechanized Infantry #################;;;;;;;;;;;;;;x
ENG_mechanized_brigade_0;Armoured Fusiliers '30;;;;;;;;;;;;x
ENG_mechanized_brigade_1;Armoured Fusiliers '34;;;;;;;;;;;;x
ENG_mechanized_brigade_2;Armoured Fusiliers '36;;;;;;;;;;;;x
ENG_mechanized_brigade_3;Armoured Fusiliers '38;;;;;;;;;;;;x
ENG_mechanized_brigade_4;Armoured Fusiliers '40;;;;;;;;;;;;x
ENG_mechanized_brigade_5;Armoured Fusiliers '42;;;;;;;;;;;;x
ENG_mechanized_brigade_6;Armoured Fusiliers '44;;;;;;;;;;;;x
ENG_mechanized_brigade_7;Armoured Fusiliers '46;;;;;;;;;;;;x
ENG_mechanized_brigade_8;Armoured Fusiliers '48;;;;;;;;;;;;x
ENG_mechanized_brigade_9;Armoured Fusiliers '50;;;;;;;;;;;;x
ENG_mechanized_brigade_10;Armoured Fusiliers '52;;;;;;;;;;;;x
ENG_mechanized_brigade_11;Armoured Fusiliers '54;;;;;;;;;;;;x
ENG_mechanized_brigade_12;Armoured Fusiliers '56;;;;;;;;;;;;x
ENG_mechanized_brigade_13;Armoured Fusiliers '58;;;;;;;;;;;;x
ENG_mechanized_brigade_14;Armoured Fusiliers '60;;;;;;;;;;;;x
##################### Mechanized Infantry Bat #################;;;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_0;Armoured Fusiliers '30;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_1;Armoured Fusiliers '34;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_2;Armoured Fusiliers '36;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_3;Armoured Fusiliers '38;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_4;Armoured Fusiliers '40;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_5;Armoured Fusiliers '42;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_6;Armoured Fusiliers '44;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_7;Armoured Fusiliers '46;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_8;Armoured Fusiliers '48;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_9;Armoured Fusiliers '50;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_10;Armoured Fusiliers '52;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_11;Armoured Fusiliers '54;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_12;Armoured Fusiliers '56;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_13;Armoured Fusiliers '58;;;;;;;;;;;;x
ENG_mechanized_infantry_bat_14;Armoured Fusiliers '60;;;;;;;;;;;;x
##################### Light Infantry #################;;;;;;;;;;;;;;x
ENG_light_infantry_brigade_0;Rifles;;;;;;;;;;;;x
ENG_light_infantry_brigade_1;Green Jackets '34;;;;;;;;;;;;x
ENG_light_infantry_brigade_2;Green Jackets '36;;;;;;;;;;;;x
ENG_light_infantry_brigade_3;Green Jackets '38;;;;;;;;;;;;x
ENG_light_infantry_brigade_4;Green Jackets '40;;;;;;;;;;;;x
ENG_light_infantry_brigade_5;Green Jackets '42;;;;;;;;;;;;x
ENG_light_infantry_brigade_6;Green Jackets '44;;;;;;;;;;;;x
ENG_light_infantry_brigade_7;Green Jackets '46;;;;;;;;;;;;x
ENG_light_infantry_brigade_8;Green Jackets '48;;;;;;;;;;;;x
ENG_light_infantry_brigade_9;Green Jackets '50;;;;;;;;;;;;x
ENG_light_infantry_brigade_10;Green Jackets '52;;;;;;;;;;;;x
ENG_light_infantry_brigade_11;Green Jackets '54;;;;;;;;;;;;x
ENG_light_infantry_brigade_12;Green Jackets '56;;;;;;;;;;;;x
ENG_light_infantry_brigade_13;Green Jackets '58;;;;;;;;;;;;x
ENG_light_infantry_brigade_14;Green Jackets '60;;;;;;;;;;;;x
##################### Elite, light Infantry #################;;;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_0;SAS '30;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_1;SAS '34;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_2;SAS '36;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_3;SAS '38;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_4;SAS '40;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_5;SAS '42;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_6;SAS '44;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_7;SAS '46;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_8;SAS '48;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_9;SAS '50;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_10;SAS '52;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_11;SAS '54;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_12;SAS '56;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_13;SAS '58;;;;;;;;;;;;x
ENG_elite_light_infantry_battalion_14;SAS '60;;;;;;;;;;;;x
##################### ANZAC #################;;;;;;;;;;;;;;x
ENG_anzac_brigade_0;ANZAC '30;;;;;;;;;;;;x
ENG_anzac_brigade_1;ANZAC '34;;;;;;;;;;;;x
ENG_anzac_brigade_2;ANZAC '36;;;;;;;;;;;;x
ENG_anzac_brigade_3;ANZAC '38;;;;;;;;;;;;x
ENG_anzac_brigade_4;ANZAC '40;;;;;;;;;;;;x
ENG_anzac_brigade_5;ANZAC '42;;;;;;;;;;;;x
ENG_anzac_brigade_6;ANZAC '44;;;;;;;;;;;;x
ENG_anzac_brigade_7;ANZAC '46;;;;;;;;;;;;x
ENG_anzac_brigade_8;ANZAC '48;;;;;;;;;;;;x
ENG_anzac_brigade_9;ANZAC '50;;;;;;;;;;;;x
ENG_anzac_brigade_10;ANZAC '52;;;;;;;;;;;;x
ENG_anzac_brigade_11;ANZAC '54;;;;;;;;;;;;x
ENG_anzac_brigade_12;ANZAC '56;;;;;;;;;;;;x
ENG_anzac_brigade_13;ANZAC '58;;;;;;;;;;;;x
ENG_anzac_brigade_14;ANZAC '60;;;;;;;;;;;;x
##################### Paratroopers #################;;;;;;;;;;;;;;x
ENG_paratrooper_brigade_0;Paratroopers '30;;;;;;;;;;;;x
ENG_paratrooper_brigade_1;Paratroopers '34;;;;;;;;;;;;x
ENG_paratrooper_brigade_2;Paratroopers '36;;;;;;;;;;;;x
ENG_paratrooper_brigade_3;Paratroopers '38;;;;;;;;;;;;x
ENG_paratrooper_brigade_4;Paratroopers '40;;;;;;;;;;;;x
ENG_paratrooper_brigade_5;Paratroopers '42;;;;;;;;;;;;x
ENG_paratrooper_brigade_6;Paratroopers '44;;;;;;;;;;;;x
ENG_paratrooper_brigade_7;Paratroopers '46;;;;;;;;;;;;x
ENG_paratrooper_brigade_8;Paratroopers '48;;;;;;;;;;;;x
ENG_paratrooper_brigade_9;Paratroopers '50;;;;;;;;;;;;x
ENG_paratrooper_brigade_10;Paratroopers '52;;;;;;;;;;;;x
ENG_paratrooper_brigade_11;Paratroopers '54;;;;;;;;;;;;x
ENG_paratrooper_brigade_12;Paratroopers '56;;;;;;;;;;;;x
ENG_paratrooper_brigade_13;Paratroopers '58;;;;;;;;;;;;x
ENG_paratrooper_brigade_14;Paratroopers '60;;;;;;;;;;;;x
##################### Air-Landing Infantry #################;;;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_0;Air-Landing Infantry '30;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_1;Air-Landing Infantry '34;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_2;Air-Landing Infantry '36;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_3;Air-Landing Infantry '38;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_4;Air-Landing Infantry '40;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_5;Air-Landing Infantry '42;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_6;Air-Landing Infantry '44;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_7;Air-Landing Infantry '46;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_8;Air-Landing Infantry '48;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_9;Air-Landing Infantry '50;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_10;Air-Landing Infantry '52;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_11;Air-Landing Infantry '54;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_12;Air-Landing Infantry '56;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_13;Air-Landing Infantry '58;;;;;;;;;;;;x
ENG_airlanding_infantry_brigade_14;Air-Landing Infantry '60;;;;;;;;;;;;x
##################### Naval Infantry #################;;;;;;;;;;;;;;x
ENG_naval_infantry_brigade_0;Royal Navy Infantry '30;;;;;;;;;;;;x
ENG_naval_infantry_brigade_1;Royal Navy Infantry '34;;;;;;;;;;;;x
ENG_naval_infantry_brigade_2;Royal Navy Infantry '36;;;;;;;;;;;;x
ENG_naval_infantry_brigade_3;Royal Navy Infantry '38;;;;;;;;;;;;x
ENG_naval_infantry_brigade_4;Royal Navy Infantry '40;;;;;;;;;;;;x
ENG_naval_infantry_brigade_5;Royal Navy Infantry '42;;;;;;;;;;;;x
ENG_naval_infantry_brigade_6;Royal Navy Infantry '44;;;;;;;;;;;;x
ENG_naval_infantry_brigade_7;Royal Navy Infantry '46;;;;;;;;;;;;x
ENG_naval_infantry_brigade_8;Royal Navy Infantry '48;;;;;;;;;;;;x
ENG_naval_infantry_brigade_9;Royal Navy Infantry '50;;;;;;;;;;;;x
ENG_naval_infantry_brigade_10;Royal Navy Infantry '52;;;;;;;;;;;;x
ENG_naval_infantry_brigade_11;Royal Navy Infantry '54;;;;;;;;;;;;x
ENG_naval_infantry_brigade_12;Royal Navy Infantry '56;;;;;;;;;;;;x
ENG_naval_infantry_brigade_13;Royal Navy Infantry '58;;;;;;;;;;;;x
ENG_naval_infantry_brigade_14;Royal Navy Infantry '60;;;;;;;;;;;;x
##################### Marines #################;;;;;;;;;;;;;;x
ENG_marine_brigade_0;Royal Marines '30;;;;;;;;;;;;x
ENG_marine_brigade_1;Royal Marines '34;;;;;;;;;;;;x
ENG_marine_brigade_2;Royal Marines '36;;;;;;;;;;;;x
ENG_marine_brigade_3;Royal Marines '38;;;;;;;;;;;;x
ENG_marine_brigade_4;Royal Marines '40;;;;;;;;;;;;x
ENG_marine_brigade_5;Royal Marines '42;;;;;;;;;;;;x
ENG_marine_brigade_6;Royal Marines '44;;;;;;;;;;;;x
ENG_marine_brigade_7;Royal Marines '46;;;;;;;;;;;;x
ENG_marine_brigade_8;Royal Marines '48;;;;;;;;;;;;x
ENG_marine_brigade_9;Royal Marines '50;;;;;;;;;;;;x
ENG_marine_brigade_10;Royal Marines '52;;;;;;;;;;;;x
ENG_marine_brigade_11;Royal Marines '54;;;;;;;;;;;;x
ENG_marine_brigade_12;Royal Marines '56;;;;;;;;;;;;x
ENG_marine_brigade_13;Royal Marines '58;;;;;;;;;;;;x
ENG_marine_brigade_14;Royal Marines '60;;;;;;;;;;;;x
##################### Mountain Infantry #################;;;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_0;Mountain Fusiliers '30;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_1;Mountain Fusiliers '34;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_2;Mountain Fusiliers '36;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_3;Mountain Fusiliers '38;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_4;Mountain Fusiliers '40;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_5;Mountain Fusiliers '42;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_6;Mountain Fusiliers '44;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_7;Mountain Fusiliers '46;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_8;Mountain Fusiliers '48;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_9;Mountain Fusiliers '50;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_10;Mountain Fusiliers '52;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_11;Mountain Fusiliers '54;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_12;Mountain Fusiliers '56;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_13;Mountain Fusiliers '58;;;;;;;;;;;;x
ENG_bergsjaeger_brigade_14;Mountain Fusiliers '60;;;;;;;;;;;;x
##################### Ski Infantry #################;;;;;;;;;;;;;;x
ENG_ski_brigade_0;Artic Fusiliers '30;;;;;;;;;;;;x
ENG_ski_brigade_1;Artic Fusiliers '34;;;;;;;;;;;;x
ENG_ski_brigade_2;Artic Fusiliers '36;;;;;;;;;;;;x
ENG_ski_brigade_3;Artic Fusiliers '38;;;;;;;;;;;;x
ENG_ski_brigade_4;Artic Fusiliers '40;;;;;;;;;;;;x
ENG_ski_brigade_5;Artic Fusiliers '42;;;;;;;;;;;;x
ENG_ski_brigade_6;Artic Fusiliers '44;;;;;;;;;;;;x
ENG_ski_brigade_7;Artic Fusiliers '46;;;;;;;;;;;;x
ENG_ski_brigade_8;Artic Fusiliers '48;;;;;;;;;;;;x
ENG_ski_brigade_9;Artic Fusiliers '50;;;;;;;;;;;;x
ENG_ski_brigade_10;Artic Fusiliers '52;;;;;;;;;;;;x
ENG_ski_brigade_11;Artic Fusiliers '54;;;;;;;;;;;;x
ENG_ski_brigade_12;Artic Fusiliers '56;;;;;;;;;;;;x
ENG_ski_brigade_13;Artic Fusiliers '58;;;;;;;;;;;;x
ENG_ski_brigade_14;Artic Fusiliers '60;;;;;;;;;;;;x
##################### Garrison #################;;;;;;;;;;;;;;x
ENG_garrison_brigade_0;Garrison '30;;;;;;;;;;;;x
ENG_garrison_brigade_1;Garrison '34;;;;;;;;;;;;x
ENG_garrison_brigade_2;Garrison '36;;;;;;;;;;;;x
ENG_garrison_brigade_3;Garrison '38;;;;;;;;;;;;x
ENG_garrison_brigade_4;Garrison '40;;;;;;;;;;;;x
ENG_garrison_brigade_5;Garrison '42;;;;;;;;;;;;x
ENG_garrison_brigade_6;Garrison '44;;;;;;;;;;;;x
ENG_garrison_brigade_7;Garrison '46;;;;;;;;;;;;x
ENG_garrison_brigade_8;Garrison '48;;;;;;;;;;;;x
ENG_garrison_brigade_9;Garrison '50;;;;;;;;;;;;x
ENG_garrison_brigade_10;Garrison '52;;;;;;;;;;;;x
ENG_garrison_brigade_11;Garrison '54;;;;;;;;;;;;x
ENG_garrison_brigade_12;Garrison '56;;;;;;;;;;;;x
ENG_garrison_brigade_13;Garrison '58;;;;;;;;;;;;x
ENG_garrison_brigade_14;Garrison '60;;;;;;;;;;;;x
##################### Garrison Detachment #################;;;;;;;;;;;;;;x
ENG_garrison_detachment_0;Garrison '30;;;;;;;;;;;;x
ENG_garrison_detachment_1;Garrison '34;;;;;;;;;;;;x
ENG_garrison_detachment_2;Garrison '36;;;;;;;;;;;;x
ENG_garrison_detachment_3;Garrison '38;;;;;;;;;;;;x
ENG_garrison_detachment_4;Garrison '40;;;;;;;;;;;;x
ENG_garrison_detachment_5;Garrison '42;;;;;;;;;;;;x
ENG_garrison_detachment_6;Garrison '44;;;;;;;;;;;;x
ENG_garrison_detachment_7;Garrison '46;;;;;;;;;;;;x
ENG_garrison_detachment_8;Garrison '48;;;;;;;;;;;;x
ENG_garrison_detachment_9;Garrison '50;;;;;;;;;;;;x
ENG_garrison_detachment_10;Garrison '52;;;;;;;;;;;;x
ENG_garrison_detachment_11;Garrison '54;;;;;;;;;;;;x
ENG_garrison_detachment_12;Garrison '56;;;;;;;;;;;;x
ENG_garrison_detachment_13;Garrison '58;;;;;;;;;;;;x
ENG_garrison_detachment_14;Garrison '60;;;;;;;;;;;;x
##################### Tropical Garrison #################;;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_0;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_1;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_2;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_3;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_4;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_5;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_6;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_7;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_8;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_9;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_10;Far East Garrison ;;;;;;;;;;;;;x
ENG_tropical_island_garrison_brigade_11;Far East Garrison ;;;;;;;;;;;;;x
##################### Commando #################;;;;;;;;;;;;;;x
ENG_commando_brigade_0;SAS '34;;;;;;;;;;;;x
ENG_commando_brigade_1;SAS '36;;;;;;;;;;;;x
ENG_commando_brigade_2;SAS '38;;;;;;;;;;;;x
ENG_commando_brigade_3;SAS '40;;;;;;;;;;;;x
ENG_commando_brigade_4;SAS '42;;;;;;;;;;;;x
ENG_commando_brigade_5;SAS '44;;;;;;;;;;;;x
ENG_commando_brigade_6;SAS '46;;;;;;;;;;;;x
ENG_commando_brigade_7;SAS '48;;;;;;;;;;;;x
##################### Air Cavalry #################;;;;;;;;;;;;;;x
##################### Colonial Infantry #################;;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_0;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_1;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_2;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_3;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_4;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_5;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_6;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_7;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_8;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_9;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_10;Colonial Infantry ;;;;;;;;;;;;;x
ENG_colonial_infantry_brigade_11;Colonial Infantry ;;;;;;;;;;;;;x
##################### Engineer #################;;;;;;;;;;;;;;x
ENG_engineer_brigade_0;Sappers '36;;;;;;;;;;;;x
ENG_engineer_brigade_1;Sappers '39;;;;;;;;;;;;x
ENG_engineer_brigade_2;Sappers '41;;;;;;;;;;;;x
ENG_engineer_brigade_3;Sappers '43;;;;;;;;;;;;x
ENG_engineer_brigade_4;Sappers '45;;;;;;;;;;;;x
ENG_engineer_brigade_5;Sappers '47;;;;;;;;;;;;x
##################### Motorized Engineer #################;;;;;;;;;;;;;;x
ENG_motorized_engineer_brigade_0;Mechanised Sappers '36;;;;;;;;;;;;x
ENG_motorized_engineer_brigade_1;Mechanised Sappers '39;;;;;;;;;;;;x
ENG_motorized_engineer_brigade_2;Mechanised Sappers '41;;;;;;;;;;;;x
ENG_motorized_engineer_brigade_3;Mechanised Sappers '43;;;;;;;;;;;;x
ENG_motorized_engineer_brigade_4;Mechanised Sappers '45;;;;;;;;;;;;x
ENG_motorized_engineer_brigade_5;Mechanised Sappers '47;;;;;;;;;;;;x
##################### Armored Engineer #################;;;;;;;;;;;;;;x
ENGt_armored_engineers_brigade_0;ARK/AVRE/Crab/Crocodile;;;;;;;;;;;;;x
ENGt_armored_engineers_brigade_1;ARK/AVRE/Crab/Crocodile;;;;;;;;;;;;;x
ENGt_armored_engineers_brigade_2;ARK/AVRE/Crab/Crocodile;;;;;;;;;;;;;x
ENGt_armored_engineers_brigade_3;ARK/AVRE/Crab/Crocodile;;;;;;;;;;;;;x
ENGt_armored_engineers_brigade_4;ARK/AVRE/Crab/Crocodile;;;;;;;;;;;;;x
ENGt_armored_engineers_brigade_5;ARK/AVRE/Crab/Crocodile;;;;;;;;;;;;;x
ENGt_armored_engineers_brigade_6;ARK/AVRE/Crab/Crocodile;;;;;;;;;;;;;x
ENG_armored_engineers_brigade_0;Armoured Sappers '41;;;;;;;;;;;;x
ENG_armored_engineers_brigade_1;Armoured Sappers '42;;;;;;;;;;;;x
ENG_armored_engineers_brigade_2;Armoured Sappers '43;;;;;;;;;;;;x
ENG_armored_engineers_brigade_3;Armoured Sappers '44;;;;;;;;;;;;x
ENG_armored_engineers_brigade_4;Armoured Sappers '45;;;;;;;;;;;;x
ENG_armored_engineers_brigade_5;Armoured Sappers '46;;;;;;;;;;;;x
##################### Airborne Engineer #################;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
##################### Recon Cavalry #################;;;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_0;Mounted Recon '30;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_1;Mounted Recon '34;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_2;Mounted Recon '36;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_3;Mounted Recon '38;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_4;Mounted Recon '40;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_5;Mounted Recon '42;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_6;Mounted Recon '44;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_7;Mounted Recon '46;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_8;Mounted Recon '48;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_9;Mounted Recon '50;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_10;Mounted Recon '52;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_11;Mounted Recon '54;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_12;Mounted Recon '56;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_13;Mounted Recon '58;;;;;;;;;;;;x
ENG_recon_cavalry_brigade_14;Mounted Recon '60;;;;;;;;;;;;x
##################### Motorcycle #################;;;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_0;Motorised Recon '30;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_1;Motorised Recon '34;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_2;Motorised Recon '36;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_3;Motorised Recon '38;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_4;Motorised Recon '40;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_5;Motorised Recon '42;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_6;Motorised Recon '44;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_7;Motorised Recon '46;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_8;Motorised Recon '48;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_9;Motorised Recon '50;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_10;Motorised Recon '52;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_11;Motorised Recon '54;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_12;Motorised Recon '56;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_13;Motorised Recon '58;;;;;;;;;;;;x
ENG_motorcycle_recon_brigade_14;Motorised Recon '60;;;;;;;;;;;;x
##################### Armored Car #################;;;;;;;;;;;;;;x
ENG_armored_car_brigade_0;Rolls-Royce Armored Car;;;;;;;;;;;;;x
ENG_armored_car_brigade_1;Vickers-Crossley;;;;;;;;;;;;;x
ENG_armored_car_brigade_2;Lanchester 6x4;;;;;;;;;;;;;x
ENG_armored_car_brigade_3;Morris CS9;;;;;;;;;;;;;x
ENG_armored_car_brigade_4;Daimler Dingo;;;;;;;;;;;;;x
ENG_armored_car_brigade_5;Marmon-Herrington Mk.II;;;;;;;;;;;;;x
ENG_armored_car_brigade_6;Humber Mk.I;;;;;;;;;;;;;x
ENG_armored_car_brigade_7;Humber Mk.IV;;;;;;;;;;;;;x
ENG_armored_car_brigade_8;Daimler AC Mk.II;;;;;;;;;;;;;x
ENG_armored_car_brigade_9;AEC Mk.II;;;;;;;;;;;;;x
ENG_armored_car_brigade_10;Coventry Mk.II;;;;;;;;;;;;;x
ENG_armored_car_brigade_11;FV601 Saladin;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
##################### Light Armor #################;;;;;;;;;;;;;;x
ENG_light_armor_brigade_0;Vickers Light Tank Mk.V;;;;;;;;;;;;;x
ENG_light_armor_brigade_1;Vickers Light Tank Mk.VIa;;;;;;;;;;;;;x
ENG_light_armor_brigade_2;Vickers Light Tank Mk.VIb;;;;;;;;;;;;;x
ENG_light_armor_brigade_3;Vickers Light Tank Mk.VIc;;;;;;;;;;;;;x
ENG_light_armor_brigade_4;Light Tank Mk.VII Tetrarch;;;;;;;;;;;;;x40
ENG_light_armor_brigade_5;Stuart 'Honey' Mk.III;;;;;;;;;;;;;x
ENG_light_armor_brigade_6;Stuart 'Honey' Mk.III;;;;;;;;;;;;;x
ENG_light_armor_brigade_7;Stuart 'Honey' Mk.V;;;;;;;;;;;;;x
ENG_light_armor_brigade_8;Chaffee Mk.I;;;;;;;;;;;;;x
ENG_light_armor_brigade_9;Chaffee Mk.I;;;;;;;;;;;;;x
ENG_light_armor_brigade_10;Chaffee Mk.I;;;;;;;;;;;;;x
ENG_light_armor_brigade_11;Chaffee Mk.I;;;;;;;;;;;;;x
##################### Light Armor Bat #################;;;;;;;;;;;;;;x
ENG_light_armor_bat_0;Vickers Light Tank Mk.V;;;;;;;;;;;;;x
ENG_light_armor_bat_1;Vickers Light Tank Mk.VIa;;;;;;;;;;;;;x
ENG_light_armor_bat_2;Vickers Light Tank Mk.VIb;;;;;;;;;;;;;x
ENG_light_armor_bat_3;Vickers Light Tank Mk.VIc;;;;;;;;;;;;;x
ENG_light_armor_bat_4;Light Tank Mk.VII Tetrarch;;;;;;;;;;;;;x40
ENG_light_armor_bat_5;Stuart 'Honey' Mk.III;;;;;;;;;;;;;x
ENG_light_armor_bat_6;Stuart 'Honey' Mk.III;;;;;;;;;;;;;x
ENG_light_armor_bat_7;Stuart 'Honey' Mk.V;;;;;;;;;;;;;x
ENG_light_armor_bat_8;Chaffee Mk.I;;;;;;;;;;;;;x
ENG_light_armor_bat_9;Chaffee Mk.I;;;;;;;;;;;;;x
ENG_light_armor_bat_10;Chaffee Mk.I;;;;;;;;;;;;;x
ENG_light_armor_bat_11;Chaffee Mk.I;;;;;;;;;;;;;x
##################### Armor #################;;;;;;;;;;;;;;x
ENG_armor_brigade_0;Medium Mk.II;;;;;;;;;;;;;x
ENG_armor_brigade_1;A9 Cruiser Mk.I;;;;;;;;;;;;;x
ENG_armor_brigade_2;A13 Cruiser Mk.III;;;;;;;;;;;;;x
ENG_armor_brigade_3;A13 Cruiser Mk.IV;;;;;;;;;;;;;x
ENG_armor_brigade_4;A15 Mk.VI Crusader Mk.II;;;;;;;;;;;;;x
ENG_armor_brigade_5;A15 Mk.VI Crusader Mk.III;;;;;;;;;;;;;x
ENG_armor_brigade_6;A27M Mk.IV/Mk.VIII Cromwell;;;;;;;;;;;;;x
ENG_armor_brigade_7;A34 Comet Mk.I;;;;;;;;;;;;;x
