super_heavy_battleship.0 = {
	Ship_Building_Technologies = 0 
	officer_recruitment_program = 0	
	carrier_group_doctrine = 0
	carrier_crew_training = 0
	naval_underway_replenishment = 0
	radar_training = 0
}
carrier.6 = {
	carrier_hanger = 6
	carrier_armour = 6
	carrier_engine = 6
	big_ship_radar = 0
	largewarship_radar = 0
	carrier_deck_armour_optimisation = 0
	lightcruiser_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	battleship_antiaircraft = 0
	Ship_Building_Technologies = 0 
	officer_recruitment_program = 0	
	carrier_group_doctrine = 0
	carrier_crew_training = 0
	naval_underway_replenishment = 0
	radar_training = 0
}
### Light Carrier CVL ###
light_carrier.0 = { # model I
	carrier_hanger = 0
	carrier_armour = 0
	carrier_engine = 0
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
}
light_carrier.1 = { # model II
	carrier_hanger = 1
	carrier_armour = 1
	carrier_engine = 1
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
}
light_carrier.2 = { # model III
	carrier_hanger = 2
	carrier_armour = 2
	carrier_engine = 2
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
}
light_carrier.3 = { # model IV
	carrier_hanger = 3
	carrier_armour = 3
	carrier_engine = 3
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
}
light_carrier.4 = { # model V
	carrier_hanger = 4
	carrier_armour = 4
	carrier_engine = 4
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
}
light_carrier.5 = { # model VI
	carrier_hanger = 5
	carrier_armour = 5
	carrier_engine = 5
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1

}
light_carrier.6 = { # model VI
	carrier_hanger = 6
	carrier_armour = 6
	carrier_engine = 6
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
}
### Escort Carrier ###
escort_carrier.0 = {
	transport_ship_engine = 0
	transport_ship_hull=0
	small_ship_radar = 0
	smallwarship_radar = 0
	hydrophone_dev = 0
	smallwarship_asw = 0
	depth_charge = 0
	lightcruiser_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	carrier_group_doctrine = 0
	carrier_crew_training = 0
	naval_underway_replenishment = 0
	radar_training = 0
	air_launched_torpedo = 0
	small_bomb = 0
	small_navagation_radar  = 0
	Ship_Building_Technologies = 0 
	officer_recruitment_program = 0	
}
escort_carrier.1 = {
	transport_ship_engine = 1
	transport_ship_hull=1
	small_ship_radar = 0
	smallwarship_radar = 0
	hydrophone_dev = 0
	smallwarship_asw = 0
	depth_charge = 0
	lightcruiser_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	carrier_group_doctrine = 0
	carrier_crew_training = 0
	naval_underway_replenishment = 0
	radar_training = 0
	air_launched_torpedo = 0
	small_bomb = 0
	small_navagation_radar  = 0
	Ship_Building_Technologies = 0 
	officer_recruitment_program = 0	
}
escort_carrier.2 = {
	transport_ship_engine = 2
	transport_ship_hull=2
	small_ship_radar = 0
	smallwarship_radar = 0
	hydrophone_dev = 0
	smallwarship_asw = 0
	depth_charge = 0
	lightcruiser_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	carrier_group_doctrine = 0
	carrier_crew_training = 0
	naval_underway_replenishment = 0
	radar_training = 0
	air_launched_torpedo = 0
	small_bomb = 0
	small_navagation_radar  = 0
	Ship_Building_Technologies = 0 
	officer_recruitment_program = 0	
}
escort_carrier.3 = {
	transport_ship_engine = 3
	transport_ship_hull=3
	small_ship_radar = 0
	smallwarship_radar = 0
	hydrophone_dev = 0
	smallwarship_asw = 0
	depth_charge = 0
	lightcruiser_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	carrier_group_doctrine = 0
	carrier_crew_training = 0
	naval_underway_replenishment = 0
	radar_training = 0
	air_launched_torpedo = 0
	small_bomb = 0
	small_navagation_radar  = 0
	Ship_Building_Technologies = 0 
	officer_recruitment_program = 0	
}
escort_carrier.4 = {
	transport_ship_engine = 4
	transport_ship_hull=4
	small_ship_radar = 0
	smallwarship_radar = 0
	hydrophone_dev = 0
	smallwarship_asw = 0
	depth_charge = 0
	lightcruiser_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	carrier_group_doctrine = 0
	carrier_crew_training = 0
	naval_underway_replenishment = 0
	radar_training = 0
	air_launched_torpedo = 0
	small_bomb = 0
	small_navagation_radar  = 0
	Ship_Building_Technologies = 0 
	officer_recruitment_program = 0	
}
### Battlecruiser BC ###
battlecruiser.0 = {
	battlecruiser_engine = 0 
	battlecruiser_armour = 0
	capitalship_armament = 0
	capitalship_secondary = 0
}
battlecruiser.1 = { # renown-class
	battlecruiser_engine = 2 
	battlecruiser_armour = 1
	capitalship_armament = 2
	capitalship_secondary = 1
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	floatplane_dev = 2
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
battlecruiser.2 = { # admiral-class HMS Hood
	battlecruiser_engine = 2 
	battlecruiser_armour = 2
	capitalship_armament = 2
	capitalship_secondary = 3
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	floatplane_dev = 2
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
battlecruiser.3 = { # admiral-class 1942
	battlecruiser_engine = 3 
	battlecruiser_armour = 3
	capitalship_armament = 3
	capitalship_secondary = 4
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	floatplane_dev = 2
	big_ship_radar = 1
	largewarship_radar = 1
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
battlecruiser.4 = { # G3-class
	battlecruiser_engine = 3
	battlecruiser_armour = 3
	capitalship_armament = 4 
	capitalship_secondary = 4
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	floatplane_dev = 2
	big_ship_radar = 1
	largewarship_radar = 1
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
battlecruiser.5 = {
	battlecruiser_engine = 4 
	battlecruiser_armour = 4
	capitalship_armament = 5
	capitalship_secondary = 4
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	floatplane_dev = 2
	big_ship_radar = 1
	largewarship_radar = 1
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
battlecruiser.6 = {
	battlecruiser_engine = 5 
	battlecruiser_armour = 5
	capitalship_armament = 6
	capitalship_secondary = 4
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	floatplane_dev = 2
	big_ship_radar = 1
	largewarship_radar = 1
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
battlecruiser.7 = {
	battlecruiser_engine = 6 
	battlecruiser_armour = 6
	capitalship_armament = 7
	capitalship_secondary = 4
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	floatplane_dev = 2
	big_ship_radar = 1
	largewarship_radar = 1
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
### Pocket Battleship PBB ###
pocket_battleship.0 = {
	capitalship_armament = 1
	heavycruiser_engine = 0
	heavycruiser_armour = 0
	big_ship_radar = 0
	capitalship_secondary = 0
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	fire_control_computer = 0
	floatplane_dev = 0
	officer_recruitment_program = 0
	Ship_Building_Technologies = 0
	naval_underway_replenishment = 0
	cruiser_crew_training = 0
	cruiser_warfare = 0
	spotting = 0
	AAA_control_computer = 0
}
pocket_battleship.1 = {
	capitalship_armament = 2 
	heavycruiser_engine = 1
	heavycruiser_armour = 1
	big_ship_radar = 0
	capitalship_secondary = 0
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	fire_control_computer = 0
	floatplane_dev = 0
	officer_recruitment_program = 0
	Ship_Building_Technologies = 0
	naval_underway_replenishment = 0
	cruiser_crew_training = 0
	cruiser_warfare = 0
	spotting = 0
	AAA_control_computer = 0
}
pocket_battleship.2 = {
	capitalship_armament = 3 
	heavycruiser_engine = 2
	heavycruiser_armour = 2
	big_ship_radar = 0
	capitalship_secondary = 0
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	fire_control_computer = 0
	floatplane_dev = 0
	officer_recruitment_program = 0
	Ship_Building_Technologies = 0
	naval_underway_replenishment = 0
	cruiser_crew_training = 0
	cruiser_warfare = 0
	spotting = 0
	AAA_control_computer = 0
}
pocket_battleship.3 = {
	capitalship_armament = 4 
	heavycruiser_engine = 3
	heavycruiser_armour = 3
	big_ship_radar = 0
	capitalship_secondary = 0
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	fire_control_computer = 0
	floatplane_dev = 0
	officer_recruitment_program = 0
	Ship_Building_Technologies = 0
	naval_underway_replenishment = 0
	cruiser_crew_training = 0
	cruiser_warfare = 0
	spotting = 0
	AAA_control_computer = 0
}
pocket_battleship.4 = {
	capitalship_armament = 5 
	heavycruiser_engine = 4
	heavycruiser_armour = 4
	big_ship_radar = 0
	capitalship_secondary = 0
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	fire_control_computer = 0
	floatplane_dev = 0
	officer_recruitment_program = 0
	Ship_Building_Technologies = 0
	naval_underway_replenishment = 0
	cruiser_crew_training = 0
	cruiser_warfare = 0
	spotting = 0
	AAA_control_computer = 0
}
pocket_battleship.5 = {
	capitalship_armament = 6
	heavycruiser_engine = 5
	heavycruiser_armour = 5
	big_ship_radar = 0
	capitalship_secondary = 0
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	fire_control_computer = 0
	floatplane_dev = 0
	officer_recruitment_program = 0
	Ship_Building_Technologies = 0
	naval_underway_replenishment = 0
	cruiser_crew_training = 0
	cruiser_warfare = 0
	spotting = 0
	AAA_control_computer = 0

}
pocket_battleship.6 = {
	capitalship_armament = 7 
	heavycruiser_engine = 6
	heavycruiser_armour = 6
	big_ship_radar = 0
	capitalship_secondary = 0
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	fire_control_computer = 0
	floatplane_dev = 0
	officer_recruitment_program = 0
	Ship_Building_Technologies = 0
	naval_underway_replenishment = 0
	cruiser_crew_training = 0
	cruiser_warfare = 0
	spotting = 0
	AAA_control_computer = 0
}
### Coastal Battleship CBB ###
coastal_battleship.0 = {
	capitalship_armament = 1
	heavycruiser_engine = 0
	heavycruiser_armour = 0
	big_ship_radar = 0
	capitalship_secondary = 0
	battleship_crew_training = 0
	battlefleet_concentration_doctrine = 0
	spotting = 0
	fire_control_computer = 0
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	officer_recruitment_program = 0
	floatplane_dev = 0	
	Ship_Building_Technologies = 0
}
coastal_battleship.1 = {
	capitalship_armament = 2
	heavycruiser_engine = 1
	heavycruiser_armour = 1
	big_ship_radar = 0
	capitalship_secondary = 0
	battleship_crew_training = 0
	battlefleet_concentration_doctrine = 0
	spotting = 0
	fire_control_computer = 0
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	officer_recruitment_program = 0
	floatplane_dev = 0	
	Ship_Building_Technologies = 0
}
coastal_battleship.2 = {
	capitalship_armament = 2
	capitalship_secondary = 2
	heavycruiser_engine = 1
	heavycruiser_armour = 2
	big_ship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft =0
	lightcruiser_antiaircraft =0
	largewarship_radar = 0
	fire_control_computer = 2
	floatplane_dev = 2
	spotting = 0
	battleship_crew_training = 0
	battlefleet_concentration_doctrine = 0
	Ship_Building_Technologies = 0
	officer_recruitment_program = 0
}
coastal_battleship.3 = {
	capitalship_armament = 4
	heavycruiser_engine = 3
	heavycruiser_armour = 3
	big_ship_radar = 0
	capitalship_secondary = 0
	battleship_crew_training = 0
	battlefleet_concentration_doctrine = 0
	spotting = 0
	fire_control_computer = 2
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	officer_recruitment_program = 0
	floatplane_dev = 2	
	Ship_Building_Technologies = 0
}
coastal_battleship.4 = {
	capitalship_armament = 5
	heavycruiser_engine = 4
	heavycruiser_armour = 4
	big_ship_radar = 0
	capitalship_secondary = 0
	battleship_crew_training = 0
	battlefleet_concentration_doctrine = 0
	spotting = 0
	fire_control_computer = 2
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	officer_recruitment_program = 0
	floatplane_dev = 2	
	Ship_Building_Technologies = 0
}
coastal_battleship.5 = {
	capitalship_armament = 6
	heavycruiser_engine = 5
	heavycruiser_armour = 5
	big_ship_radar = 0
	capitalship_secondary = 0
	battleship_crew_training = 0
	battlefleet_concentration_doctrine = 0
	spotting = 0
	fire_control_computer = 2
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	officer_recruitment_program = 0
	floatplane_dev = 2	
	Ship_Building_Technologies = 0
}
coastal_battleship.6 = {
	capitalship_armament = 7
	heavycruiser_engine = 6
	heavycruiser_armour = 6
	big_ship_radar = 0
	capitalship_secondary = 0
	battleship_crew_training = 0
	battlefleet_concentration_doctrine = 0
	spotting = 0
	fire_control_computer = 2
	largewarship_radar = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft = 0
	lightcruiser_antiaircraft = 0
	officer_recruitment_program = 0
	floatplane_dev = 2	
	Ship_Building_Technologies = 0
}
### Coastal Submarine 
coastal_submarine.0 = { # ingame-model I
	submarine_technology = 1
	submarine_engine = 0
	submarine_hull = 0
	submarine_battery = 1
	#
	submarine_antiaircraft = 2
	torpedo_upgrade= 1
	submarine_torpedo = 2
	torpedo_warhead =  2
	torpedo_targeting = 2
	torpedo_propulsion = 2
	submarine_fire_control = 1
	submarine_damage_control = 1
}
### Submarine SS ###
submarine.0 = {
	submarine_technology = 1
	submarine_engine = 0
	submarine_hull = 0
	submarine_battery = 1
	#
	submarine_antiaircraft = 2
	torpedo_upgrade= 1
	submarine_torpedo = 2
	torpedo_warhead =  2
	torpedo_targeting = 2
	torpedo_propulsion = 2
	submarine_fire_control = 1
	submarine_damage_control = 1
}
submarine.1 = {
	submarine_technology = 1
	submarine_engine = 1
	submarine_hull = 1
	submarine_battery = 1
	#
	submarine_antiaircraft = 2
	torpedo_upgrade= 1
	submarine_torpedo = 2
	torpedo_warhead =  2
	torpedo_targeting = 2
	torpedo_propulsion = 2
	submarine_fire_control = 1
	submarine_damage_control = 1
}
submarine.2 = {
	submarine_technology = 1
	submarine_engine = 2
	submarine_hull = 2
	submarine_battery = 1
	#
	submarine_antiaircraft = 2
	torpedo_upgrade= 1
	submarine_torpedo = 2
	torpedo_warhead =  2
	torpedo_targeting = 2
	torpedo_propulsion = 2
	submarine_fire_control = 1
	submarine_damage_control = 1
}
submarine.3 = {
	submarine_technology = 1
	submarine_engine = 3
	submarine_hull = 3
	submarine_battery = 1
	#
	submarine_antiaircraft = 2
	torpedo_upgrade= 1
	submarine_torpedo = 2
	torpedo_warhead =  2
	torpedo_targeting = 2
	torpedo_propulsion = 2
	submarine_fire_control = 1
	submarine_damage_control = 1
}
submarine.4 = {
	submarine_technology = 1
	submarine_engine = 4
	submarine_hull = 4
	submarine_battery = 1
	#
	submarine_antiaircraft = 2
	torpedo_upgrade= 1
	submarine_torpedo = 2
	torpedo_warhead =  2
	torpedo_targeting = 2
	torpedo_propulsion = 2
	submarine_fire_control = 1
	submarine_damage_control = 1
}
submarine.5 = {
	submarine_technology = 1
	submarine_engine = 5
	submarine_hull = 5
	submarine_battery = 1
	#
	submarine_antiaircraft = 2
	torpedo_upgrade= 1
	submarine_torpedo = 2
	torpedo_warhead =  2
	torpedo_targeting = 2
	torpedo_propulsion = 2
	submarine_fire_control = 1
	submarine_damage_control = 1
}
submarine.6 = {
	submarine_technology = 1
	submarine_engine = 6
	submarine_hull = 6
	submarine_battery = 1
	submarine_antiaircraft = 2
	torpedo_upgrade= 1
	submarine_torpedo = 2
	torpedo_warhead =  2
	torpedo_targeting = 2
	torpedo_propulsion = 2
	submarine_fire_control = 1
	submarine_damage_control = 1
}
submarine.7 = {
	submarine_technology = 1
	submarine_engine = 6
	submarine_hull = 6
	submarine_battery = 1
	submarine_antiaircraft = 2
	torpedo_upgrade= 1
	submarine_torpedo = 2
	torpedo_warhead =  2
	torpedo_targeting = 2
	torpedo_propulsion = 2
	submarine_fire_control = 1
	submarine_damage_control = 1
}
long_range_submarine.0 = {
	submarine_technology = 1
	submarine_electroboat = 1
	submarine_snorkel = 1
}



landing_craft.0 = {
	amphibious_invasion_craft = 1
	amphibious_invasion_tactics = 1
	amphibious_ship_defenses = 1
}
landing_craft.1 = {
	amphibious_invasion_craft = 2
	amphibious_invasion_tactics = 2
	amphibious_ship_defenses = 2
}
landing_craft.2 = {
	amphibious_invasion_craft = 3
	amphibious_invasion_tactics = 3
	amphibious_ship_defenses = 3
}
landing_craft.3 = {
	amphibious_invasion_craft = 4
	amphibious_invasion_tactics = 4
	amphibious_ship_defenses = 4
}
landing_craft.4 = {
	amphibious_invasion_craft = 5
	amphibious_invasion_tactics = 5
	amphibious_ship_defenses = 5
}
landing_craft.5 = {
	amphibious_invasion_craft = 6
	amphibious_invasion_tactics = 6
	amphibious_ship_defenses = 6
}
landing_craft.6 = {
	amphibious_invasion_craft = 7
	amphibious_invasion_tactics = 7
	amphibious_ship_defenses = 7
}
landing_craft.7 = {
	amphibious_invasion_craft = 8
	amphibious_invasion_tactics = 8
	amphibious_ship_defenses = 8
}
landing_craft.8 = {
	amphibious_invasion_craft = 9
	amphibious_invasion_tactics = 9
	amphibious_ship_defenses = 9
}
landing_craft.9 = {
	amphibious_invasion_craft = 10
	amphibious_invasion_tactics = 10
	amphibious_ship_defenses = 10
}

assault_ship.0 = {
	advanced_invasion_craft = 1
	amphibious_invasion_tactics = 1
	amphibious_ship_defenses = 1
}
assault_ship.1 = {
	advanced_invasion_craft = 2
	amphibious_invasion_tactics = 2
	amphibious_ship_defenses = 2
}
assault_ship.2 = {
	advanced_invasion_craft = 3
	amphibious_invasion_tactics = 3
	amphibious_ship_defenses = 3
}
assault_ship.3 = {
	advanced_invasion_craft = 4
	amphibious_invasion_tactics = 4
	amphibious_ship_defenses = 4
}
assault_ship.4 = {
	advanced_invasion_craft = 5
	amphibious_invasion_tactics = 5
	amphibious_ship_defenses = 5
}
assault_ship.5 = {
	advanced_invasion_craft = 6
	amphibious_invasion_tactics = 6
	amphibious_ship_defenses = 6
}
assault_ship.6 = {
	advanced_invasion_craft = 7
	amphibious_invasion_tactics = 7
	amphibious_ship_defenses = 7
}
assault_ship.7 = {
	advanced_invasion_craft = 8
	amphibious_invasion_tactics = 8
	amphibious_ship_defenses = 8
}
assault_ship.8 = {
	advanced_invasion_craft = 9
	amphibious_invasion_tactics = 9
	amphibious_ship_defenses = 9
}
assault_ship.9 = {
	advanced_invasion_craft = 10
	amphibious_invasion_tactics = 10
	amphibious_ship_defenses = 10
}



transport_ship.0 = {
	transport_ship_hull = 1
	transport_ship_engine = 1
}
transport_ship.1 = {
	transport_ship_hull = 2
	transport_ship_engine = 2
}
transport_ship.2 = {
	transport_ship_hull = 3
	transport_ship_engine = 3
}
transport_ship.3 = {
	transport_ship_hull = 4
	transport_ship_engine = 4
}
transport_ship.4 = {
	transport_ship_hull = 5
	transport_ship_engine = 5
}
transport_ship.5 = {
	transport_ship_hull = 6
	transport_ship_engine = 6
}
transport_ship.6 = {
	transport_ship_hull = 7
	transport_ship_engine = 7
}
transport_ship.7 = {
	transport_ship_hull = 8
	transport_ship_engine = 8
}
transport_ship.8 = {
	transport_ship_hull = 9
	transport_ship_engine = 9
}
transport_ship.9 = {
	transport_ship_hull = 10
	transport_ship_engine = 10
}

command_cruiser.0 = {
	lightcruiser_armament = 0
	lightcruiser_engine = 0
	lightcruiser_armour = 0

	floatplane_dev = 0
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft =0
	lightcruiser_antiaircraft = 0
	smallwarship_radar = 0
	smallwarship_asw = 0
	hdfd_radio_dev = 0
	hydrophone_dev = 0
	hedgehog_dev = 0
	light_cruiser_escort_role = 0
	light_cruiser_crew_training  = 0
}
command_cruiser.1 = {
	lightcruiser_armament = 1
	lightcruiser_engine = 1
	lightcruiser_armour = 1
	
	floatplane_dev = 1
	battleship_antiaircraft = 0
	heavycruiser_antiaircraft =0
	lightcruiser_antiaircraft = 0
	smallwarship_radar = 0
	smallwarship_asw = 0
	hdfd_radio_dev = 0
	hydrophone_dev = 0
	hedgehog_dev = 0
	light_cruiser_escort_role = 0
	light_cruiser_crew_training  = 0
}
command_cruiser.2 = {
	lightcruiser_armament = 2
	lightcruiser_engine = 2
	lightcruiser_armour = 2
	
	floatplane_dev = 1
	battleship_antiaircraft = 1
	heavycruiser_antiaircraft = 1
	lightcruiser_antiaircraft = 1
	smallwarship_radar = 0
	smallwarship_asw = 0
	hdfd_radio_dev = 0
	hydrophone_dev = 0
	hedgehog_dev = 0
	light_cruiser_escort_role = 0
	light_cruiser_crew_training  = 0
}
command_cruiser.3 = {
	lightcruiser_armament = 3
	lightcruiser_engine = 3
	lightcruiser_armour = 3
	
	floatplane_dev = 1
	battleship_antiaircraft = 1
	heavycruiser_antiaircraft = 1
	lightcruiser_antiaircraft = 1
	smallwarship_radar = 0
	smallwarship_asw = 0
	hdfd_radio_dev = 0
	hydrophone_dev = 0
	hedgehog_dev = 0
	light_cruiser_escort_role = 0
	light_cruiser_crew_training  = 0
}
command_cruiser.4 = {
	lightcruiser_armament = 4
	lightcruiser_engine = 4
	lightcruiser_armour = 4
	
	floatplane_dev = 1
	battleship_antiaircraft = 1
	heavycruiser_antiaircraft = 1
	lightcruiser_antiaircraft = 1
	smallwarship_radar = 0
	smallwarship_asw = 0
	hdfd_radio_dev = 0
	hydrophone_dev = 0
	hedgehog_dev = 0
	light_cruiser_escort_role = 0
	light_cruiser_crew_training  = 0
}
command_cruiser.5 = {
	lightcruiser_armament = 5
	lightcruiser_engine = 5
	lightcruiser_armour = 5
	
	floatplane_dev = 2
	battleship_antiaircraft = 1
	heavycruiser_antiaircraft = 1
	lightcruiser_antiaircraft = 1
	smallwarship_radar = 0
	smallwarship_asw = 0
	hdfd_radio_dev = 0
	hydrophone_dev = 0
	hedgehog_dev = 0
	light_cruiser_escort_role = 0
	light_cruiser_crew_training  = 0
}
command_cruiser.6 = {
	lightcruiser_armament = 6
	lightcruiser_engine = 6
	lightcruiser_armour = 6
	
	floatplane_dev = 2
	battleship_antiaircraft = 1
	heavycruiser_antiaircraft = 1
	lightcruiser_antiaircraft = 1
	smallwarship_radar = 0
	smallwarship_asw = 0
	hdfd_radio_dev = 0
	hydrophone_dev = 0
	hedgehog_dev = 0
	light_cruiser_escort_role = 0
	light_cruiser_crew_training  = 0
}
command_cruiser.7 = {
	lightcruiser_armament = 7
	lightcruiser_engine = 7
	lightcruiser_armour = 7
	
	floatplane_dev = 2
	battleship_antiaircraft = 1
	heavycruiser_antiaircraft = 1
	lightcruiser_antiaircraft = 1
	smallwarship_radar = 0
	smallwarship_asw = 0
	hdfd_radio_dev = 0
	hydrophone_dev = 0
	hedgehog_dev = 0
	light_cruiser_escort_role = 0
	light_cruiser_crew_training  = 0
}
command_cruiser.8 = {
	lightcruiser_armament = 8
	lightcruiser_engine = 8
	lightcruiser_armour = 8
	
	floatplane_dev = 2
	battleship_antiaircraft = 1
	heavycruiser_antiaircraft = 1
	lightcruiser_antiaircraft = 1
	smallwarship_radar = 0
	smallwarship_asw = 0
	hdfd_radio_dev = 0
	hydrophone_dev = 0
	hedgehog_dev = 0
	light_cruiser_escort_role = 0
	light_cruiser_crew_training  = 0
}

### Iron Duke-class ###
command_battleship.0 = {
	capitalship_armament = 0 
	capitalship_secondary = 1
	battleship_engine = 0 
	battleship_armour = 1
}
### Queen Elizabeth-class ###
command_battleship.1 = {
	capitalship_armament = 2
	capitalship_secondary = 2
	battleship_engine = 1
	battleship_armour = 1
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	floatplane_dev = 2
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
### Revenge-class ###
command_battleship.2 = {
	capitalship_armament = 2
	capitalship_secondary = 2
	battleship_engine = 2
	battleship_armour = 2
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	floatplane_dev = 2
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
### Nelson-class ###
command_battleship.3 = {
	capitalship_armament = 3
	capitalship_secondary = 3
	battleship_engine = 2
	battleship_armour = 3
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	floatplane_dev = 2
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
### King George V-class ###
command_battleship.4 = {
	capitalship_armament = 4
	capitalship_secondary = 4
	battleship_engine = 3
	battleship_armour = 3
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	fast_battleship = 1
	floatplane_dev = 2
	big_ship_radar = 1
	largewarship_radar = 1
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
### Vanguard-class ###
command_battleship.5 = {
	capitalship_armament = 5
	capitalship_secondary = 3
	battleship_engine = 4
	battleship_armour = 4
	
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	fast_battleship = 1
	floatplane_dev = 2
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
command_battleship.6 = {
	capitalship_armament = 6
	capitalship_secondary = 3
	battleship_engine = 5
	battleship_armour = 5
	
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	fast_battleship = 1
	floatplane_dev = 2
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
command_battleship.7 = {
	capitalship_armament = 7
	capitalship_secondary = 3
	battleship_engine = 6
	battleship_armour = 6
	
	lightcruiser_antiaircraft = 3
	heavycruiser_antiaircraft = 2
	battleship_antiaircraft = 1
	fast_battleship = 1
	floatplane_dev = 2
	battleship_crew_training = 2
	battlefleet_concentration_doctrine = 2
}
