province;red;green;blue;x;x
3168;129;132;84;Seini;x
3169;171;135;212;Cavnic;x
3170;3;138;85;Putyla;x
3171;45;141;213;Suceava;x
3172;129;168;19;Balti;x
3173;3;135;20;Orhei;x
3174;171;150;87;Troyit'ke;x
3175;171;168;182;Berezivka;x
3176;3;171;55;Nova Odesa;x
3177;45;174;183;Snihurivka;x
3178;171;165;217;Yakymivka;x
3179;129;180;184;Melitopol;x
3180;3;168;90;;x
3181;45;153;23;;x
3182;87;174;91;;x
3183;171;162;152;;x
3184;171;180;92;;x
3185;3;183;220;;x
3186;45;186;93;;x
3187;3;162;60;;x
3188;129;192;94;;x
3189;171;195;222;;x
3190;3;198;95;;x
3191;45;201;223;Santa Clara;x
3192;87;204;96;;x
3193;129;207;224;;x
3194;171;210;97;;x
3195;168;198;222;;x
3196;49;171;43;;x
3197;87;6;226;;x
3198;129;9;99;;x
3199;171;12;227;Sikhote-Alin';x
3200;3;15;0;Arcata;x
3201;45;18;128;Bieber;x
3202;87;21;1;Midland;x
3203;129;24;129;Gravenhurst;x
3204;171;27;2;Bancroft;x
3205;3;30;130;Pembroke;x
3206;45;33;3;Fort-Coulonge;x
3207;87;36;131;La Rochelle;x
3208;129;39;4;Melle;x
3209;171;42;132;Charroux;x
3210;3;45;5;La Souterraine;x
3211;45;48;133;Lignières;x
3212;87;51;6;Moulins;x
3213;129;54;134;Saulieu;x
3214;171;57;7;Dijon;x
3215;3;60;135;Vesoul;x
3216;45;63;8;Villersexel;x
3217;87;66;136;Basel;x
3218;129;69;9;Aarau;x
3219;171;72;137;St Gallen;x
3220;3;75;10;Bregenz;x
3221;45;78;138;Kappl;x
3222;87;81;11;Kreuth;x
3223;129;84;139;Matrei in Osttirol;x
3224;171;87;12;Bad Hofgastein;x
3225;3;90;140;Mauterndorf;x
3226;45;93;13;Scheifling;x
3227;129;81;174;Graz;x
3228;129;99;14;Koszeg;x
3229;87;114;81;Celldömölk;x
3230;3;105;15;Zirc;x
3231;171;120;82;Érd;x
3232;87;111;16;Albertirsa;x
3233;129;114;144;Poroszlo;x
3234;171;117;17;Valea lui Mihai;x
3235;3;120;145;Tasnad;x
3236;45;123;18;Baia Mare;x
3237;87;126;146;Romuli;x
3238;129;129;19;Maieru;x
3239;171;132;147;Târgu Neamt;x
3240;129;147;214;Chisinau;x
3241;45;138;148;Krasni Okny;x
3242;87;141;21;Illichivs'k;x
3243;129;144;149;Ochakiv;x
3244;171;147;22;Mykolayivk;x
3245;3;150;150;Novooleksiyivka;x
3246;45;171;218;;x
3247;87;156;151;;x
3248;129;159;24;;x
3249;87;192;186;;x
3250;3;165;25;;x
3251;45;168;153;;x
3252;87;171;26;;x
3253;129;174;154;;x
3254;175;9;87;;x
3255;3;180;155;;x
3256;129;210;189;;x
3257;87;186;156;;x
3258;129;189;29;;x
3259;171;192;157;;x
3260;3;195;30;;x
3261;42;0;218;;x
3262;87;201;31;;x
3263;129;204;159;;x
3264;171;207;32;Fortuna;x
3265;3;210;160;Redding;x
3266;45;0;33;Janesville;x
3267;87;3;161;Owen Sound;x
3268;129;6;34;Orillia;x
3269;171;9;162;Lakefield;x
3270;3;12;35;Madoc;x
3271;45;15;163;Lanark;x
3272;87;18;36;Perth;x
3273;129;21;164;Rochefort;x
3274;171;24;37;St Jean-d'Angély;x
3275;3;27;165;Confolens;x
3276;45;30;38;Bourganeuf;x
3277;87;33;166;Guéret;x
3278;129;36;39;St-Amand-Montrond;x
3279;171;39;167;Varennes-sur-Allier;x
3280;3;42;40;Épinac;x
3281;45;45;168;Dole;x
3282;45;42;203;Maîche;x
3283;129;51;169;Grenchen;x
3284;171;54;42;Langenthal;x
3285;3;57;170;Zürich;x
3286;45;60;43;Tiefencastel;x
3287;87;63;171;Bludenz;x
3288;129;66;44;Längenfeld;x
3289;171;69;172;Innsbruck;x
3290;3;72;45;Oberdrauburg;x
3291;45;75;173;Spittal;x
3292;87;78;46;Murau;x
3293;87;96;141;Feldberg;x
3294;171;84;47;Leibnitz;x
3295;3;87;175;Szombathely;x
3296;45;90;48;Veszprém;x
3297;87;93;176;Székesfehérvár;x
3298;129;96;49;Dabas;x
3299;171;99;177;Szolnok;x
3300;45;126;83;Debrecen;x
3301;45;105;178;Marghita;x
3302;45;99;148;Zalau;x
3303;129;111;179;Târgu Lapus;x
3304;171;114;52;Lunca Bradului;x
3305;171;108;22;Vatra Dornei;x
3306;87;144;86;Iasi;x
3307;87;123;181;Tiraspol;x
3308;129;126;54;Rozdil'na;x
3309;171;129;182;Odesa;x
3310;3;132;55;Skadovsk;x
3311;129;162;89;Novotrovits'ke;x
3312;87;138;56;;x
3313;129;141;184;Krasnodar;x
3314;171;144;57;;x
3315;129;135;154;;x
3316;45;147;93;;x
3317;45;150;58;;x
3318;129;156;59;;x
3319;171;117;222;;x
3320;87;189;221;;x
3321;171;153;157;;x
3322;87;168;61;;x
3323;45;9;28;;x
3324;171;174;62;;x
3325;3;177;190;;x
3326;45;180;63;;x
3327;87;183;191;;x
3328;129;186;64;;x
3329;171;189;192;;x
3330;3;192;65;Willits;x
3331;45;195;193;Chico;x
3332;87;198;66;Manistee;x
3333;129;201;194;Manton;x
3334;171;204;67;Sterling;x
3335;3;207;195;Kincardine;x
3336;45;210;68;Collingwood;x
3337;87;0;196;Barrie;x
3338;129;3;69;Petersborough;x
3339;171;6;197;Havelock;x
3340;3;9;70;Harrowsmith;x
3341;45;12;198;Brockville;x
3342;87;15;71;Ottawa;x
3343;129;18;199;Cognac;x
3344;171;21;72;Angoulême;x
3345;3;24;200;Limoges;x
3346;45;27;73;Eymoutiers;x
3347;87;30;201;Aubosson;x
3348;129;33;74;Gannat;x
3349;171;36;202;Digoin;x
3350;3;39;75;Beaune;x
3351;87;48;41;Besancon;x
3352;87;45;76;Biel;x
3353;129;48;204;Matterhorn;x
3354;171;51;77;Schwyz;x
3355;3;54;205;Disentis Muster;x
3356;45;57;78;Chur;x
3357;87;60;206;Obergurgl;x
3358;129;63;79;Steinach;x
3359;171;66;207;Maria Luggau;x
3360;3;69;80;Spittal;x
3361;87;75;81;Leibnitz;x
3362;45;72;208;Klagenfurt;x
3363;87;72;16;Dravograd;x
3364;171;81;82;Örségi;x
3365;3;84;210;Zalaegerszeg;x
3366;45;87;83;Dunaújváros;x
3367;87;90;211;Kecskemét;x
3368;129;93;84;Békéscsaba;x
3369;171;96;212;Oradea;x
3370;3;99;85;Alesd;x
3371;45;102;213;Zalau;x
3372;87;105;86;Bistrita;x
3373;129;108;214;Toplita;x
3374;171;111;87;Piatra Neamt;x
3375;3;114;215;Vaslui;x
3376;45;117;88;Tighina;x
3377;87;120;216;Cetatea Alba;x
3378;129;123;89;Shcholkine;x
3379;171;126;217;;x
3380;3;129;90;;x
3381;87;135;91;;x
3382;87;132;26;;x
3383;87;111;221;;x
3384;129;138;219;;x
3385;3;144;220;;x
3386;87;153;186;;x
3387;87;150;221;;x
3388;129;153;94;;x
3389;171;81;187;;x
3390;3;159;95;;x
3391;45;162;223;;x
3392;87;165;96;;x
3393;87;117;151;Big Rapids;x
3394;171;171;97;;x
3395;3;174;225;;x
3396;45;177;98;;x
3397;87;180;226;;x
3398;129;183;99;Point Arena;x
3399;171;186;227;Citrus Heights;x
3400;3;189;0;Colfax;x
3401;45;192;128;Morley;x
3402;87;195;1;Mount Pleasant;x
3403;129;198;129;Unionville;x
3404;171;201;2;Wingham;x
3405;3;204;130;Orangeville;x
3406;45;207;3;Newmarket;x
3407;87;210;131;Cobourg;x
3408;129;0;4;Trenton;x
3409;171;3;132;Kingston;x
3410;3;6;5;Ogdensburg;x
3411;45;9;133;Massena;x
3412;87;12;6;Pauillac;x
3413;129;15;134;Chalais;x
3414;171;18;7;Périgueux;x
3415;3;21;135;Brive-la-Gaillarde;x
3416;45;24;8;Meymac;x
3417;87;27;136;Montlucon;x
3418;129;30;9;Vichy;x
3419;171;33;137;Autun;x
3420;3;36;10;Chaussin;x
3421;45;39;138;Morteau;x
3422;87;42;11;Bern;x
3423;129;45;139;Luzern;x
3424;171;48;12;Airolo;x
3425;3;51;140;Filisur;x
3426;45;54;13;Davos;x
3427;171;45;47;Trento;x
3428;129;60;14;Belluno;x
3429;171;63;142;Kötschach;x
3430;3;66;15;Villach;x
3431;45;69;143;Jesenice;x
3432;129;78;209;Gornji Grad;x
3433;129;75;144;Maribor;x
3434;171;78;17;Lenti;x
3435;3;81;145;Sárbogárd;x
3436;45;84;18;Kiskörös;x
3437;171;75;52;Szeged;x
3438;129;69;214;Chisineu-Cris;x
3439;171;93;147;Salonta;x
3440;3;96;20;Huedin;x
3441;87;108;51;Cluj-Napoca;x
3442;87;102;21;Târgu Mures;x
3443;129;105;149;Gheorgheni;x
3444;3;117;180;Bacau;x
3445;87;99;56;Comrat;x
3446;45;114;23;Sarata;x
3447;129;168;224;Dzhankoy;x
3448;129;120;24;Mykhaylivka;x
3449;171;123;152;Kerch;x
3450;3;126;25;;x
3451;45;129;153;;x
3452;45;132;218;;x
3453;3;147;185;;x
3454;171;141;92;;x
3455;3;141;155;;x
3456;129;150;29;;x
3457;171;159;187;;x
3458;7;150;75;;x
3459;45;165;188;;x
3460;3;156;30;;x
3461;45;159;158;;x
3462;87;162;31;;x
3463;129;165;159;;x
3464;3;21;30;;x
3465;3;171;160;;x
3466;45;174;33;;x
3467;87;177;161;Cloverdale;x
3468;129;180;34;Sutter Creek;x
3469;171;183;162;Shelby;x
3470;3;186;35;Pickle Lake;x
3471;45;189;163;Saginaw;x
3472;87;192;36;Minden City;x
3473;129;195;164;Goderich;x
3474;171;198;37;Arthur;x
3475;3;201;165;Bramton;x
3476;45;204;38;Oshawa;x
3477;87;207;166;Long Lake;x
3478;129;210;39;Lake Placid;x
3479;129;189;134;Bordeaux;x
3480;3;3;40;Bergerac;x
3481;45;6;168;Souillac;x
3482;87;9;41;Martel;x
3483;129;12;169;Bugeat;x
3484;171;15;42;Combronde;x
3485;3;18;170;Paray-le-Monial;x
3486;45;21;43;Chalon-sur-Saône;x
3487;87;24;171;Poligny;x
3488;129;27;44;Lausanne;x
3489;171;30;172;Spiez;x
3490;3;33;45;Meiringen;x
3491;45;36;173;Locarno;x
3492;87;39;46;Edolo;x
3493;129;42;174;Storo;x
3494;87;57;141;Thiene;x
3495;3;48;175;Pordenone;x
3496;45;51;48;Cividale del Friuli;x
3497;87;54;176;Slap;x
3498;129;57;49;Kranj;x
3499;171;60;177;Celje;x
3500;3;63;50;Ljutomer;x
3501;45;66;178;Nagykanizsa;x
3502;87;69;51;Kaposvár;x
3503;129;72;179;Szekszárd;x
3504;87;87;146;Csongrád;x
3505;3;78;180;Sânnicolau Mare;x
3506;45;81;53;Curtici;x
3507;87;84;181;Beius;x
3508;129;87;54;Câmpeni;x
3509;171;90;182;Aiud;x
3510;3;93;55;Odorheiu Secuiesc;x
3511;45;96;183;Onesti;x
3512;3;111;150;Bârlad;x
3513;129;102;184;Artsyz;x
3514;171;105;57;Yevpatoriya;x
3515;3;108;185;Simferopol;x
3516;45;111;58;;x
3517;87;114;186;;x
3518;129;117;59;;x
3519;171;120;187;;x
3520;45;72;58;;x
3521;45;126;188;;x
3522;129;114;94;;x
3523;129;132;189;;x
3524;171;135;62;;x
3525;3;138;190;;x
3526;45;141;63;;x
3527;129;75;94;;x
3528;126;75;74;;x
3529;7;168;170;;x
3530;3;153;65;;x
3531;45;156;193;;x
3532;87;159;66;Santa Rosa;x
3533;129;162;194;Sacramento;x
3534;171;165;67;South Lake Tahoe;x
3535;3;168;195;Grand Rapids;x
3536;45;171;68;Ithaca;x
3537;87;174;196;St Charles;x
3538;129;177;69;Birch Run;x
3539;171;180;197;Seaforth;x
3540;3;183;70;Attawapiskat;x
3541;45;186;198;Toronto;x
3542;87;189;71;Watertown;x
3543;129;192;199;Fort Albany;x
3544;171;195;72;Crown Point;x
3545;3;198;200;La Teste;x
3546;45;201;73;Marmande;x
3547;87;204;201;Belves;x
3548;129;207;74;Gramat;x
3549;171;210;202;Mauriac;x
3550;3;0;75;Clermont-Ferrand;x
3551;45;3;203;Limagne;x
3552;87;6;76;Mâcon;x
3553;129;9;204;Lons-le-Saunier;x
3554;171;12;77;Genève;x
3555;3;15;205;Vevey;x
3556;45;18;78;Brig;x
3557;87;21;206;Como;x
3558;129;24;79;Sondrio;x
3559;171;27;207;Brescia;x
3560;3;30;80;Garda;x
3561;45;33;208;Treviso;x
3562;87;36;81;Udine;x
3563;129;39;209;Gorizia;x
3564;171;42;82;Vipava;x
3565;3;45;210;Ljubljana;x
3566;45;48;83;Krsko;x
3567;87;51;211;Koprivnica;x
3568;129;54;84;Nagyatád;x
3569;171;57;212;Pécs;x
3570;3;60;85;Bajmok;x
3571;45;63;213;Kanjiza;x
3572;45;42;53;Nadlac;x
3573;129;90;19;Arad;x
3574;171;72;87;Savârsin;x
3575;45;78;88;Alba Iulia;x
3576;3;75;215;Sibiu;x
3577;129;66;149;Brasov;x
3578;129;84;89;Focsani;x
3579;171;87;217;Galati;x
3580;3;90;90;Vâlcov;x
3581;45;93;218;Sevastopol;x
3582;87;96;91;Sudak;x
3583;129;99;219;;x
3584;87;78;151;;x
3585;3;105;220;;x
3586;45;108;93;;x
3587;171;138;27;;x
3588;87;129;61;;x
3589;87;147;156;;x
3590;171;156;222;;x
3591;45;123;223;;x
3592;87;126;96;;x
3593;91;30;26;;x
3594;171;132;97;;x
3595;3;135;225;;x
3596;45;138;98;;x
3597;87;141;226;Vallejo;x
3598;129;144;99;Stockton;x
3599;171;147;227;Kalamazoo;x
3600;3;150;0;Lansing;x
3601;45;153;128;Nakina;x
3602;87;156;1;Croswell;x
3603;129;159;129;Great Bend;x
3604;171;162;2;Kitchener;x
3605;3;165;130;Hamilton;x
3606;45;168;3;Fulton;x
3607;87;171;131;North Creek;x
3608;129;174;4;Lowville;x
3609;171;177;132;Carballo;x
3610;3;180;5;La Coruña;x
3611;45;183;133;Foz;x
3612;87;186;6;Mimizan;x
3613;171;0;167;Sore;x
3614;171;192;7;Fumel;x
3615;3;195;135;Gourdon;x
3616;45;198;8;Montsalvy;x
3617;87;201;136;Laguiole;x
3618;129;204;9;Cunlhat;x
3619;171;207;137;Lamastre;x
3620;87;198;171;Bourg-en-Bresse;x
3621;45;0;138;St-Claude;x
3622;87;3;11;Mondane;x
3623;129;6;139;St Niklaus;x
3624;171;9;12;Biella;x
3625;3;12;140;Bergamo;x
3626;45;15;13;Manerbio;x
3627;87;18;141;Desenzano del Garda;x
3628;129;21;14;Vicenza;x
3629;45;12;48;Caorle;x
3630;3;27;15;Trieste;x
3631;45;30;143;Cerknica;x
3632;87;33;16;Novo Mesto;x
3633;129;36;144;Zagreb;x
3634;171;39;17;Bjelovar;x
3635;3;42;145;Szigetvar;x
3636;45;45;18;Beli Manastir;x
3637;87;48;146;Subotica;x
3638;129;51;19;Senta;x
3639;171;54;147;Jimbolia;x
3640;3;57;20;Faget;x
3641;45;60;148;Ilia;x
3642;87;63;21;Polovragi;x
3643;87;81;216;Câmpulung;x
3644;171;69;22;Valenii de Munte;x
3645;3;72;150;Ianca;x
3646;45;75;23;Tulcea;x
3647;171;66;57;;x
3648;129;81;24;;x
3649;3;123;60;;x
3650;3;87;25;;x
3651;87;75;186;;x
3652;87;93;26;;x
3653;45;69;93;;x
3654;50;0;73;;x
3655;91;156;76;Astrahan';x
3656;45;105;28;;x
3657;87;108;156;;x
3658;129;111;29;San Fransisco;x
3659;171;114;157;Modesto;x
3660;3;117;30;Oakdale;x
3661;45;120;158;Benton Harbor;x
3662;87;123;31;Battel Creek;x
3663;129;126;159;Holt;x
3664;171;129;32;Flint;x
3665;3;132;160;Forest;x
3666;45;135;33;Forest;x
3667;87;138;161;Stratford;x
3668;129;141;34;Simcoe;x
3669;171;144;162;La Sarre;x
3670;3;147;35;Albion;x
3671;45;150;163;Wolcott;x
3672;87;153;36;Camden;x
3673;129;156;164;Utica;x
3674;171;159;37;Rutland;x
3675;3;162;165;Muros;x
3676;45;165;38;Santiago de Compstela;x
3677;87;168;166;Villalba;x
3678;129;171;39;Navia;x
3679;171;174;167;Piedras Blancas;x
3680;3;177;40;Morceny;x
3681;45;180;168;Lavardat;x
3682;87;183;41;Cahors;x
3683;129;186;169;Aubin;x
3684;171;189;42;Espalion;x
3685;3;192;170;Massiac;x
3686;45;195;43;Courpière;x
3687;3;210;10;Lyon;x
3688;129;201;44;Ruffieux;x
3689;171;204;172;Annecy;x
3690;3;207;45;Monthey;x
3691;45;210;173;Aosta;x
3692;129;3;174;Milano;x
3693;87;0;46;Piacenza;x
3694;171;6;47;Cremona;x
3695;3;9;175;Verona;x
3696;171;24;142;Venezia;x
3697;87;15;176;Kozina;x
3698;129;18;49;Ribnica;x
3699;171;21;177;Karlovac;x
3700;3;24;50;Sisak;x
3701;45;27;178;Daruvar;x
3702;87;30;51;Nasice;x
3703;129;33;179;Sombor;x
3704;171;36;52;Srbobran;x
3705;3;39;180;Kikinda;x
3706;87;66;86;Timisoara;x
3707;87;45;181;Hunedoara;x
3708;129;48;54;Cugir;x
3709;171;51;182;Râmnicu Vâlcea;x
3710;3;54;55;Târgoviste;x
3711;45;57;183;Buzau;x
3712;87;60;56;Ostrov;x
3713;129;63;184;Sulina;x
3714;45;54;218;;x
3715;3;69;185;;x
3716;171;84;152;;x
3717;45;90;153;;x
3718;129;78;59;;x
3719;3;120;95;;x
3720;7;15;180;;x
3721;49;90;128;;x
3722;87;90;61;;x
3723;129;93;189;;x
3724;171;96;62;Svetlaja;x
3725;3;99;190;Sunnyvale;x
3726;45;102;63;Hughson;x
3727;87;105;191;Gary;x
3728;129;108;64;Marcellus;x
3729;171;111;192;Howell;x
3730;3;114;65;Ann Arbor;x
3731;45;117;193;Chatham;x
3732;87;120;66;London;x
3733;129;123;194;Buffalo;x
3734;171;126;67;Warsaw;x
3735;3;129;195;Rochester;x
3736;45;132;68;Syracuse;x
3737;87;135;196;Mistissini;x
3738;129;138;69;Glens Falls;x
3739;171;141;197;Windsor;x
3740;3;144;70;Laconia;x
3741;45;147;198;Portland;x
3742;87;150;71;Villagarcía de Arosa;x
3743;129;153;199;Melide;x
3744;171;156;72;Lugo;x
3745;3;159;200;Cangas del Narcea;x
3746;45;162;73;Oviedo;x
3747;87;165;201;Saint-Paul-lès-Dax;x
3748;129;168;74;Roquefort;x
3749;171;171;202;Lectoure;x
3750;3;174;75;Villefranche;x
3751;45;177;203;Rodez;x
3752;87;180;76;Laissac;x
3753;129;183;204;Le-Puy-en-Velay;x
3754;171;186;77;St-Ètienne;x
3755;3;189;205;Bourgoin-Jallieu;x
3756;171;183;12;Chambéry;x
3757;87;195;206;Albertville;x
3758;129;198;79;Ceresole Reale;x
3759;171;201;207;Novara;x
3760;3;204;80;Bobbio;x
3761;45;207;208;Parma;x
3762;87;210;81;Mantova;x
3763;129;0;209;Ferrara;x
3764;171;3;82;Umago;x
3765;3;6;210;Kostel;x
3766;45;9;83;Delnice;x
3767;87;12;211;Vrnograc;x
3768;129;15;84;Bosanska Dubica;x
3769;171;18;212;Pozega;x
3770;3;21;85;Osijek;x
3771;45;24;213;Kula;x
3772;87;27;86;Ada;x
3773;129;30;214;Jasa Tomic;x
3774;171;33;87;Resita;x
3775;3;36;215;Petrosani;x
3776;45;39;88;Novaci;x
3777;87;42;216;Pitesti;x
3778;129;45;89;Ploiesti;x
3779;171;48;217;Rusetu;x
3780;3;51;90;Babadag;x
3781;3;48;25;;x
3782;87;57;91;;x
3783;129;60;219;;x
3784;171;63;92;;x
3785;3;60;190;;x
3786;129;96;154;;x
3787;87;72;221;;x
3788;87;144;191;;x
3789;171;78;222;;x
3790;3;81;95;;x
3791;45;84;223;Turlock;x
3792;87;87;96;El Portal;x
3793;129;90;224;Milwaukee;x
3794;171;93;97;South Bend;x
3795;3;96;225;Coldwater;x
3796;45;99;98;Iqaluit;x
3797;87;102;226;Detroit;x
3798;129;105;99;Leamington;x
3799;171;108;227;Lockport;x
3800;3;111;0;Nunda;x
3801;45;114;128;Canandaigua;x
3802;87;117;1;Hamilton;x
3803;129;120;129;Saratoga Springs;x
3804;171;123;2;Bennington;x
3805;3;126;130;Brattleboro;x
3806;45;129;3;Warner;x
3807;87;132;131;Manchester;x
3808;129;135;4;O Carballiño;x
3809;171;138;132;Sarria;x
3810;3;141;5;Fabero;x
3811;45;144;133;La Robla;x
3812;87;147;6;Llanes;x
3813;129;150;134;Torrelavega;x
3814;171;153;7;Santander;x
3815;3;156;135;Bayonne;x
3816;45;159;8;Mont-de-Marsan;x
3817;87;162;136;Euaze;x
3818;129;165;9;Mountauban;x
3819;171;168;137;Carmaux;x
3820;3;171;10;Salles-Curan;x
3821;45;174;138;Millau;x
3822;87;177;11;Privas;x
3823;129;180;139;Annonay;x
3824;45;192;78;Grenoble;x
3825;3;186;140;Le Bourg-d'Oisans;x
3826;45;189;13;Briancon;x
3827;87;192;141;Torino;x
3828;129;195;14;Broni;x
3829;171;198;142;Berceto;x
3830;3;201;15;Pavullo nel Frignano;x
3831;45;204;143;Modena;x
3832;87;207;16;Ravenna;x
3833;129;210;144;Rovigno;x
3834;171;0;17;Novi Vinodolski;x
3835;3;3;145;Ogulin;x
3836;45;6;18;Bosanski Novi;x
3837;87;9;146;Bosanska Gradiska;x
3838;129;12;19;Slavonski Brod;x
3839;171;15;147;Brcko;x
3840;3;18;20;Novi Sad;x
3841;45;21;148;Zrenjanin;x
3842;87;24;21;Vrsac;x
3843;129;27;149;Moldova Noua;x
3844;171;30;22;Petrila;x
3845;3;33;150;Ionesti;x
3846;45;36;23;Titu;x
3847;87;39;151;Urziceni;x
3848;129;42;24;Hârsova;x
3849;171;45;152;Zugdidi;x
3850;171;102;92;;x
3851;87;48;96;;x
3852;87;54;26;;x
3853;129;57;154;;x
3854;177;96;152;;x
3855;3;63;155;;x
3856;45;66;28;;x
3857;87;69;156;;x
3858;129;72;29;;x
3859;171;75;157;;x
3860;3;78;30;San Jose;x
3861;45;81;158;Newman;x
3862;87;84;31;Wolcott;x
3863;129;87;159;Argos;x
3864;171;90;32;Waldron;x
3865;3;93;160;Adrian;x
3866;45;96;33;Ripley;x
3867;87;99;161;Fredonia;x
3868;129;102;34;Springville;x
3869;171;105;162;Wayland;x
3870;3;108;35;Cortland;x
3871;45;111;163;Stamford;x
3872;87;114;36;Waterville;x
3873;129;117;164;Wilmington;x
3874;171;120;37;Swanton;x
3875;3;123;165;Nashua;x
3876;45;126;38;Portsmouth;x
3877;87;129;166;Vigo;x
3878;129;132;39;Ourense;x
3879;171;135;167;Villafranca del Bierzo;x
3880;3;138;40;Murias de Paredes;x
3881;45;141;168;Cistierna;x
3882;87;144;41;Reinosa;x
3883;129;147;169;Villacarriedo;x
3884;171;150;42;Bilbao;x
3885;3;153;170;Guernica;x
3886;45;156;43;Irún;x
3887;87;159;171;Mourenx;x
3888;129;162;44;Nogaro;x
3889;171;165;172;Gimont;x
3890;3;168;45;Graulhet;x
3891;45;171;173;Réalmont;x
3892;87;174;46;Camarès;x
3893;129;177;174;Le Vigan;x
3894;171;180;47;Uzés;x
3895;3;183;175;Valence;x
3896;45;186;48;Corps;x
3897;87;189;176;Embrun;x
3898;129;192;49;Cuneo;x
3899;171;195;177;Mondovi;x
3900;45;198;213;Savona;x
3901;45;201;178;Barga;x
3902;87;204;51;Firezuola;x
3903;129;207;179;Bologna;x
3904;171;210;52;Pola;x
3905;3;0;180;Otocac;x
3906;45;3;53;Bihac;x
3907;87;6;181;Sanski Most;x
3908;129;9;54;Prnjavor;x
3909;171;12;182;Modrica;x
3910;3;15;55;Sid;x
3911;45;18;183;Indija;x
3912;129;21;219;Beograd;x
3913;129;24;184;Kucevo;x
3914;171;27;57;Drobeta;x
3915;87;33;221;Strehaia;x
3916;45;33;58;Saceni;x
3917;87;36;186;Bucuresti;x
3918;129;39;59;Calarasi;x
3919;171;42;187;Constanta;x
3920;3;45;60;Narman;x
3921;45;51;153;;x
3922;87;51;61;;x
3923;129;54;189;;x
3924;171;57;62;;x
3925;3;66;220;;x
3926;45;63;63;;x
3927;87;66;191;Youyi;x
3928;129;69;64;;x
3929;171;72;192;;x
3930;3;75;65;;x
3931;45;78;193;Morgan Hill;x
3932;87;81;66;Merced;x
3933;129;84;194;Logansport;x
3934;171;87;67;Fort Wayne;x
3935;3;90;195;Liberty Center;x
3936;45;93;68;Toledo;x
3937;87;96;196;Erie;x
3938;129;99;69;Jamestown;x
3939;171;102;197;Olean;x
3940;3;105;70;Houghton;x
3941;45;108;198;Hornell;x
3942;87;111;71;Unadilla;x
3943;129;114;199;Albany;x
3944;171;117;72;North Adams;x
3945;3;120;200;Holyoke;x
3946;45;123;73;Worcester;x
3947;87;126;201;Lowell;x
3948;129;129;74;Baiona;x
3949;171;132;202;A Cañiza;x
3950;3;135;75;Monforte;x
3951;45;138;203;Ponferrada;x
3952;87;141;76;Léon;x
3953;129;144;204;Guardo;x
3954;171;147;77;Herrera de Pisuerga;x
3955;3;150;205;Villarcayo;x
3956;45;153;78;Vitoria;x
3957;87;156;206;San Sebastián;x
3958;129;159;79;St-Palais;x
3959;171;162;207;Pau;x
3960;3;165;80;Mirande;x
3961;45;168;208;Toulouse;x
3962;87;171;81;Castres;x
3963;129;174;209;Lacaune;x
3964;171;177;82;Lodève;x
3965;3;180;210;Nîmes;x
3966;45;183;83;Avignon;x
3967;87;186;211;Nyons;x
3968;129;189;84;Gap;x
3969;171;192;212;Allos;x
3970;3;195;85;Limone Piemonte;x
3971;87;201;86;Genova;x
3972;4;192;20;La Spezia;x
3973;129;204;214;Pistoia;x
3974;171;207;87;Marradi;x
3975;3;210;215;Forlì;x
3976;45;0;88;Cres;x
3977;87;3;216;Perusic;x
3978;129;6;89;Bosanski Petrovac;x
3979;171;9;217;Banja Luka;x
3980;3;12;90;Teslic;x
3981;45;15;218;Tuzla;x
3982;87;18;91;Sabac;x
3983;87;21;56;Mionica;x
3984;171;24;92;Pozarevac;x
3985;3;27;220;Petrovac;x
3986;45;30;93;Vânju Mare;x
3987;3;30;185;Craiova;x
3988;129;36;94;Alexandria;x
3989;171;39;222;Dulovo;x
3990;3;42;95;Bazargic;x
3991;45;45;223;P'ot'i;x
3992;45;48;188;;x
3993;129;51;224;Shuangyashan;x
3994;171;54;97;;x
3995;3;57;225;;x
3996;45;60;98;;x
3997;87;63;226;Santa Cruz;x
3998;129;66;99;Gustine;x
3999;171;69;227;Kokomo;x
4000;4;72;0;Defiance;x
4001;46;75;128;Bowling Green;x
4002;88;78;1;Sandusky;x
4003;130;81;129;Lorain;x
4004;172;84;2;Euclid;x
4005;4;87;130;Ashtabula;x
4006;46;90;3;Corry;x
4007;88;93;131;Tionesta;x
4008;130;96;4;Lewis Run;x
4009;172;99;132;Wellsboro;x
4010;4;102;5;Binghampton;x
4011;46;105;133;Delhi;x
4012;88;108;6;Kingston;x
4013;130;111;134;Canaan;x
4014;172;114;7;Springfield;x
4015;4;117;135;Attleboro;x
4016;46;120;8;Boston;x
4017;88;123;136;Braga;x
4018;130;126;9;Verín;x
4019;172;129;137;A Gudiña;x
4020;4;132;10;La Bañeza;x
4021;46;135;138;Sahagún;x
4022;88;138;11;Saldaña;x
4023;130;141;139;Villadiego;x
4024;172;144;12;Miranda de Ebro;x
4025;4;147;140;Guipúzcoa;x
4026;46;150;13;Pamplona;x
4027;88;153;141;Oloron-Ste-Marie;x
4028;130;156;14;Tarbes;x
4029;172;159;142;St-Gaudens;x
4030;4;162;15;Carcassonne;x
4031;46;165;143;Mazamet;x
4032;88;168;16;Bédarieux;x
4033;130;171;144;Montpellier;x
4034;172;174;17;Arles;x
4035;4;177;145;Cavaillon;x
4036;46;180;18;Manosque;x
4037;88;183;146;Puget-Théniers;x
4038;46;177;53;Monaco;x
